GSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Tilbury 1&7,9.2,9.2,9.2,9.2,9.2,9.2,9.459,9.745,10.044,10.352,10.701,11.068,11.463,11.882,12.333,12.817,13.303,13.758,14.228,14.69,15.106,15.494,15.677,15.729,15.79,15.827,15.835
Tilbury 2&8,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.432,0.67,0.914,1.19,1.481,1.794,2.127,2.484,2.868,3.251,3.614,3.988,4.353,4.683,4.992,5.138,5.178,5.226,5.253,5.26
Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.142,0.22,0.3,0.391,0.487,0.59,0.7,0.817,0.943,1.069,1.188,1.311,1.433,1.54,1.642,1.689,1.702,1.719,1.729,1.73
Walpole,207.416,207.416,207.416,207.416,207.416,207.416,214.194,221.647,229.501,237.49,246.614,256.163,266.52,277.47,289.221,301.864,314.534,326.425,338.664,350.766,361.641,371.783,376.547,377.889,379.483,380.477,380.668
Warley,0.0,0.0,0.0,0.0,0.0,0.0,0.589,1.235,1.92,2.615,3.412,4.244,5.148,6.103,7.126,8.227,9.329,10.367,11.433,12.487,13.433,14.318,14.734,14.848,14.987,15.073,15.09
Watford South 2 and 4,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.257,0.398,0.544,0.707,0.882,1.068,1.266,1.478,1.706,1.935,2.151,2.37,2.588,2.785,2.969,3.054,3.079,3.108,3.126,3.129
West Thurrock,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.013,0.02,0.028,0.036,0.045,0.055,0.065,0.076,0.088,0.099,0.111,0.122,0.133,0.143,0.153,0.157,0.158,0.159,0.16,0.161
Willesden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amersham,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.182,0.283,0.385,0.502,0.624,0.756,0.897,1.047,1.209,1.371,1.524,1.68,1.835,1.974,2.104,2.165,2.182,2.203,2.215,2.218
Barking 132,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.012,0.016,0.021,0.026,0.032,0.038,0.044,0.051,0.058,0.064,0.071,0.077,0.083,0.088,0.091,0.092,0.093,0.093,0.093
Barking West (EPN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biggleswade,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.021,0.033,0.045,0.059,0.073,0.089,0.105,0.123,0.142,0.161,0.179,0.197,0.215,0.232,0.247,0.254,0.256,0.258,0.26,0.26
Bourne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.146,0.227,0.309,0.402,0.5,0.606,0.719,0.839,0.969,1.099,1.221,1.347,1.471,1.582,1.686,1.735,1.749,1.765,1.776,1.778
Bramford,0.264,0.437,0.61,0.782,0.955,1.128,3.008,5.075,7.253,9.469,11.998,14.645,17.517,20.554,23.812,27.318,30.832,34.129,37.522,40.878,43.893,46.705,48.025,48.398,48.839,49.116,49.169
Brimsdown (EPN),0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.132,0.204,0.278,0.363,0.452,0.547,0.648,0.757,0.874,0.992,1.102,1.215,1.327,1.428,1.522,1.565,1.578,1.593,1.602,1.604
Burwell,0.317,0.317,0.317,0.317,0.317,0.317,0.441,0.577,0.721,0.868,1.035,1.21,1.399,1.6,1.816,2.047,2.28,2.497,2.721,2.943,3.142,3.328,3.416,3.44,3.469,3.487,3.491
Eaton Socon,6.187,6.97,7.272,7.574,7.877,8.179,8.421,8.686,8.966,9.25,9.575,9.915,10.284,10.674,11.092,11.543,11.994,12.417,12.853,13.284,13.672,14.032,14.202,14.25,14.307,14.342,14.349
Elstree 1&2 and 8&9 and Watford South 3A&3B,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.136,0.212,0.288,0.375,0.466,0.565,0.669,0.782,0.903,1.024,1.138,1.255,1.37,1.474,1.571,1.617,1.63,1.645,1.655,1.656
Elstree 3&4,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.146,0.227,0.309,0.403,0.5,0.607,0.719,0.84,0.97,1.1,1.222,1.347,1.472,1.583,1.688,1.737,1.75,1.767,1.777,1.779
Grendon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mill Hill and Hendon,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.008,0.01,0.014,0.017,0.02,0.024,0.028,0.032,0.037,0.041,0.045,0.049,0.053,0.056,0.058,0.058,0.059,0.059,0.059
Norwich,5.405,5.405,5.405,5.405,5.405,5.405,6.177,7.026,7.92,8.83,9.869,10.956,12.135,13.381,14.72,16.159,17.603,18.957,20.35,21.729,22.966,24.121,24.664,24.817,24.998,25.112,25.133
Pelham and Wymondley,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pelham and Wymondley and Twinstead Green,0.0,1.046,1.133,1.219,1.306,1.392,1.782,2.211,2.663,3.122,3.646,4.196,4.791,5.421,6.097,6.825,7.554,8.238,8.942,9.638,10.263,10.846,11.121,11.198,11.289,11.347,11.358
Rayleigh,0.0,0.043,0.086,0.13,0.173,0.216,0.634,1.094,1.578,2.072,2.634,3.223,3.862,4.537,5.262,6.041,6.823,7.556,8.311,9.057,9.728,10.353,10.647,10.73,10.828,10.889,10.901
Rye House,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.33,0.512,0.698,0.909,1.131,1.371,1.624,1.897,2.19,2.484,2.76,3.044,3.325,3.577,3.812,3.922,3.954,3.99,4.013,4.018
Sundon,0.96,0.0,0.0,0.0,0.0,0.0,0.467,0.981,1.523,2.074,2.703,3.362,4.076,4.83,5.641,6.513,7.387,8.207,9.05,9.885,10.634,11.333,11.663,11.755,11.865,11.934,11.946
Tilbury 1&7,0.96,0.96,0.96,0.96,0.96,0.96,0.992,1.028,1.065,1.104,1.148,1.194,1.243,1.295,1.352,1.412,1.473,1.53,1.589,1.646,1.698,1.747,1.77,1.776,1.784,1.788,1.789
Tilbury 2&8,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.054,0.084,0.114,0.149,0.185,0.224,0.266,0.31,0.359,0.406,0.452,0.498,0.544,0.585,0.624,0.642,0.647,0.653,0.657,0.657
Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.018,0.028,0.038,0.049,0.061,0.074,0.088,0.102,0.118,0.134,0.149,0.164,0.179,0.193,0.205,0.211,0.213,0.215,0.216,0.216
Walpole,6.144,6.144,6.144,6.144,6.144,6.144,6.991,7.923,8.905,9.903,11.044,12.237,13.532,14.901,16.37,17.95,19.534,21.02,22.55,24.063,25.422,26.69,27.285,27.453,27.652,27.777,27.801
Warley,2.4,2.4,2.4,2.4,2.4,2.4,2.474,2.554,2.64,2.727,2.826,2.931,3.044,3.163,3.291,3.428,3.566,3.696,3.829,3.961,4.079,4.19,4.242,4.256,4.273,4.284,4.286
Watford South 2 and 4,0.432,0.432,0.432,0.432,0.432,0.432,0.447,0.464,0.482,0.5,0.52,0.542,0.566,0.59,0.617,0.645,0.674,0.701,0.728,0.756,0.78,0.803,0.814,0.817,0.82,0.823,0.823
West Thurrock,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.006,0.007,0.008,0.01,0.011,0.012,0.014,0.015,0.017,0.018,0.019,0.02,0.02,0.02,0.02,0.02
Willesden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton Lane 22kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking 132kV GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking West 33kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beddington 132kV Hurst 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.053,0.08,0.108,0.154,0.192,0.229,0.27,0.312,0.358,0.403,0.464,0.507,0.555,0.591,0.628,0.648,0.651,0.657,0.659,0.659
Bengeworth Road 132kV GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brimsdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007
City Road 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hackney 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hackney Supergrid 66kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islington 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Littlebrook 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.007,0.009,0.013,0.016,0.02,0.023,0.027,0.03,0.034,0.038,0.043,0.047,0.049,0.053,0.054,0.056,0.056,0.056,0.056
Lodge Road 66kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 132kV to Wimbledon 1 and 2 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 66kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redbridge Supergrid 33kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007
St Johns Wood 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willesden Grid 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willesden Grid 66 kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wimbledon Grid South 3/4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton Lane 22kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking 132kV GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking West 33kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beddington 132kV Hurst 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.007,0.01,0.014,0.019,0.024,0.029,0.034,0.039,0.045,0.05,0.058,0.063,0.069,0.074,0.079,0.081,0.081,0.082,0.082,0.082
Bengeworth Road 132kV GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brimsdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
City Road 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hackney 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hackney Supergrid 66kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islington 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Littlebrook 132kV,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.481,0.481,0.481,0.482,0.482,0.482,0.483,0.483,0.484,0.484,0.485,0.485,0.486,0.486,0.487,0.487,0.487,0.487,0.487,0.487
Lodge Road 66kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 132kV to Wimbledon 1 and 2 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 66kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redbridge Supergrid 33kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
St Johns Wood 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willesden Grid 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willesden Grid 66 kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wimbledon Grid South 3/4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beddington SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.256,0.388,0.522,0.737,0.913,1.093,1.29,1.487,1.71,1.933,2.212,2.424,2.643,2.82,2.997,3.088,3.112,3.132,3.144,3.144
Bolney SGT,0.0,0.0,0.0,0.0,0.0,0.0,1.933,4.046,6.159,8.271,11.695,14.513,17.326,20.487,23.658,27.173,30.691,35.172,38.514,42.035,44.846,47.663,49.07,49.415,49.77,49.946,49.946
Canterbury SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.791,1.203,1.618,2.286,2.84,3.39,4.008,4.63,5.316,6.005,6.883,7.538,8.227,8.778,9.326,9.603,9.672,9.739,9.775,9.775
Chessington SGT 1 & SGT 4A,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.074,0.112,0.149,0.213,0.263,0.314,0.372,0.428,0.492,0.555,0.636,0.696,0.759,0.811,0.861,0.886,0.893,0.9,0.903,0.903
Chessington SGT 2 & SGT 4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.011
Kemsley SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.549,27.138,27.729,28.392,29.058,29.794,30.531,31.471,32.173,32.908,33.499,34.091,34.384,34.457,34.531,34.568,34.568
Kemsley SGT 3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemsley SGT1 & 2,24.1,24.1,24.1,24.1,24.1,24.1,24.504,24.947,25.389,25.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsnorth SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.621,0.94,1.265,1.789,2.216,2.648,3.133,3.616,4.154,4.692,5.376,5.89,6.426,6.859,7.286,7.502,7.556,7.61,7.638,7.638
Laleham SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Little Horsted SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.562,1.176,1.788,2.399,3.392,4.21,5.027,5.946,6.864,7.885,8.905,10.205,11.175,12.197,13.012,13.831,14.24,14.34,14.443,14.493,14.493
Littlebrook SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.005,0.006,0.008,0.011,0.013,0.015,0.017,0.02,0.023,0.026,0.028,0.031,0.033,0.035,0.036,0.037,0.037,0.037,0.037
Ninfield SGT,71.5,71.5,71.5,71.5,71.5,71.5,72.709,74.034,75.352,76.677,78.822,80.585,82.348,84.332,86.316,88.516,90.724,93.529,95.624,97.823,99.587,101.347,102.233,102.45,102.67,102.781,102.781
Northfleet SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.962,2.011,3.064,4.117,5.817,7.221,8.622,10.2,11.774,13.531,15.284,17.506,19.173,20.925,22.329,23.729,24.431,24.607,24.783,24.871,24.871
Sellindge SGT2 & 3 & Richborough SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.793,1.657,2.523,3.391,4.796,5.954,7.106,8.409,9.707,11.15,12.593,14.434,15.806,17.251,18.406,19.56,20.135,20.283,20.425,20.497,20.497
Sellindge SGT5A SGT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Weybridge SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.805,1.228,1.648,2.328,2.889,3.45,4.084,4.718,5.412,6.115,7.007,7.678,8.378,8.94,9.5,9.783,9.854,9.925,9.958,9.958
Beddington SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.032,0.048,0.065,0.092,0.114,0.137,0.161,0.186,0.214,0.242,0.277,0.303,0.33,0.353,0.375,0.386,0.389,0.392,0.393,0.393
Bolney SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.242,0.506,0.77,1.034,1.462,1.814,2.166,2.561,2.957,3.397,3.836,4.396,4.814,5.254,5.606,5.958,6.134,6.177,6.221,6.243,6.243
