GSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Elstree 3&4,0.144,0.221,0.298,0.374,0.403,0.434,0.445,0.438,0.429,0.404,0.355,0.312,0.26,0.216,0.182,0.154,0.117,0.072,0.034,0.025,0.025,0.025,0.013,0.013,0.013,0.0,0.0
Grendon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mill Hill and Hendon,0.0,0.118,0.237,0.355,0.402,0.453,0.47,0.461,0.448,0.411,0.337,0.295,0.246,0.205,0.172,0.146,0.111,0.068,0.032,0.024,0.024,0.024,0.012,0.012,0.012,0.0,0.0
Norwich,8.429,8.491,8.553,8.615,9.082,9.592,9.762,9.582,9.356,8.681,8.176,7.174,5.975,4.979,4.178,3.539,2.699,1.659,0.78,0.579,0.579,0.579,0.29,0.29,0.29,0.0,0.0
Pelham and Wymondley,7.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pelham and Wymondley and Twinstead Green,0.0,8.223,9.123,10.022,10.741,11.523,11.784,11.619,11.413,10.795,9.512,8.346,6.95,5.792,4.861,4.117,3.14,1.93,0.907,0.673,0.673,0.673,0.337,0.337,0.337,0.0,0.0
Rayleigh,40.414,40.478,40.543,40.607,41.649,42.784,43.163,42.756,42.246,40.717,38.54,33.817,28.162,23.467,19.695,16.681,12.722,7.821,3.676,2.728,2.728,2.728,1.365,1.365,1.365,0.0,0.0
Rye House,0.173,0.307,0.442,0.576,0.832,1.111,1.204,1.118,1.008,0.684,0.547,0.48,0.399,0.333,0.279,0.237,0.18,0.111,0.052,0.039,0.039,0.039,0.019,0.019,0.019,0.0,0.0
Sundon,12.888,7.818,7.818,7.818,8.664,9.588,9.896,9.56,9.144,7.889,7.419,6.51,5.422,4.518,3.792,3.211,2.449,1.506,0.708,0.525,0.525,0.525,0.263,0.263,0.263,0.0,0.0
Tilbury 1&7,29.884,29.884,29.884,29.884,31.222,32.681,33.167,32.639,31.978,29.997,28.362,24.886,20.725,17.27,14.494,12.276,9.363,5.756,2.705,2.008,2.008,2.008,1.004,1.004,1.004,0.0,0.0
Tilbury 2&8,0.0,2.667,5.333,8.0,8.072,8.151,8.178,8.149,8.114,8.008,7.593,6.662,5.548,4.623,3.88,3.286,2.506,1.541,0.724,0.537,0.537,0.537,0.269,0.269,0.269,0.0,0.0
Tottenham,0.296,0.428,0.561,0.694,0.718,0.745,0.753,0.745,0.737,0.71,0.658,0.578,0.481,0.401,0.336,0.285,0.217,0.134,0.063,0.047,0.047,0.047,0.023,0.023,0.023,0.0,0.0
Walpole,49.638,49.804,49.97,50.137,50.621,51.151,51.326,51.146,50.922,50.248,47.584,41.752,34.771,28.975,24.317,20.596,15.708,9.657,4.538,3.368,3.368,3.368,1.685,1.685,1.685,0.0,0.0
Warley,0.112,0.128,0.144,0.16,1.286,2.513,2.922,2.479,1.923,0.261,0.152,0.133,0.111,0.092,0.077,0.066,0.05,0.031,0.014,0.011,0.011,0.011,0.005,0.005,0.005,0.0,0.0
Watford South 2 and 4,0.538,0.618,0.698,0.778,0.805,0.833,0.843,0.836,0.827,0.799,0.738,0.648,0.54,0.45,0.377,0.32,0.244,0.15,0.07,0.052,0.052,0.052,0.026,0.026,0.026,0.0,0.0
West Thurrock,0.0,0.0,0.0,0.0,0.003,0.005,0.006,0.006,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willesden,0.0,0.0,0.0,0.0,0.01,0.019,0.021,0.021,0.015,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton Lane 22kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking 132kV GIS,0.0,0.0,0.0,0.0,0.088,0.169,0.185,0.185,0.136,0.031,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking West 33kV,10.124,10.167,10.209,10.252,10.491,10.709,10.752,10.752,10.623,10.345,9.733,8.538,7.11,5.925,4.972,4.211,3.212,1.975,0.928,0.689,0.689,0.689,0.345,0.345,0.345,0.0,0.0
Beddington 132kV Hurst 132kV,2.687,2.826,2.964,3.103,3.758,4.363,4.485,4.485,4.152,3.374,2.949,2.584,2.152,1.793,1.505,1.275,0.972,0.598,0.281,0.209,0.209,0.209,0.104,0.104,0.104,0.0,0.0
Bengeworth Road 132kV GIS,0.0,0.0,0.0,0.0,1.899,2.266,2.339,2.339,2.114,1.626,1.42,1.246,1.037,0.864,0.725,0.614,0.469,0.288,0.135,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0
Brimsdown,0.134,0.188,0.134,0.134,0.138,0.142,0.143,0.143,0.141,0.135,0.128,0.112,0.093,0.078,0.065,0.055,0.042,0.026,0.012,0.009,0.009,0.009,0.005,0.005,0.005,0.0,0.0
City Road 132kV,13.533,13.594,13.655,13.715,13.926,15.058,15.284,15.284,14.598,13.114,12.038,10.562,8.796,7.33,6.152,5.21,3.974,2.443,1.148,0.852,0.852,0.852,0.426,0.426,0.426,0.0,0.0
Hackney 132kV,5.006,5.042,5.078,5.114,5.261,5.396,5.421,5.421,5.341,5.167,4.855,4.259,3.547,2.956,2.481,2.101,1.602,0.985,0.463,0.344,0.344,0.344,0.172,0.172,0.172,0.0,0.0
Hackney Supergrid 66kV,0.15,0.273,0.396,0.518,0.599,0.67,0.683,0.683,0.656,0.594,0.502,0.432,0.36,0.3,0.251,0.213,0.162,0.1,0.047,0.035,0.035,0.035,0.017,0.017,0.017,0.0,0.0
Islington 132kV,0.274,0.274,0.274,0.274,0.357,0.432,0.449,0.449,0.403,0.3,0.26,0.228,0.19,0.158,0.133,0.112,0.086,0.053,0.025,0.018,0.018,0.018,0.009,0.009,0.009,0.0,0.0
Littlebrook 132kV,1.36,1.369,1.378,1.387,1.566,1.736,1.771,1.77,1.689,1.457,1.317,1.155,0.962,0.801,0.673,0.57,0.435,0.267,0.126,0.093,0.093,0.093,0.047,0.047,0.047,0.0,0.0
Lodge Road 66kV,1.004,1.013,1.022,1.031,1.428,1.791,1.862,1.862,1.64,1.155,0.979,0.859,0.715,0.596,0.5,0.424,0.323,0.199,0.093,0.069,0.069,0.069,0.035,0.035,0.035,0.0,0.0
New Cross 132kV,3.392,3.392,3.392,3.392,10.244,10.621,10.697,10.697,10.472,9.983,9.333,8.186,6.817,5.68,4.767,4.038,3.08,1.893,0.89,0.66,0.66,0.66,0.33,0.33,0.33,0.0,0.0
New Cross 132kV to Wimbledon 1 and 2 132kV,10.208,10.236,10.264,10.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 66kV,4.718,4.829,4.941,5.052,5.571,6.043,6.139,6.139,5.854,5.24,4.8,4.207,3.504,2.92,2.45,2.075,1.583,0.973,0.457,0.339,0.339,0.339,0.17,0.17,0.17,0.0,0.0
Redbridge Supergrid 33kV,0.173,0.182,0.299,0.362,0.423,0.477,0.488,0.488,0.462,0.402,0.347,0.301,0.251,0.209,0.175,0.149,0.113,0.07,0.033,0.024,0.024,0.024,0.012,0.012,0.012,0.0,0.0
St Johns Wood 132kV,15.441,15.51,15.578,15.647,16.664,17.589,17.774,17.774,17.209,15.99,14.85,13.03,10.851,9.042,7.589,6.428,4.902,3.014,1.416,1.051,1.051,1.051,0.526,0.526,0.526,0.0,0.0
West Ham 132kV,30.496,31.582,32.669,33.755,35.777,37.616,37.983,37.983,36.888,34.518,32.057,28.11,23.41,19.507,16.372,13.866,10.575,6.501,3.055,2.268,2.268,2.268,1.135,1.135,1.135,0.0,0.0
Willesden Grid 132kV,1.86,1.86,1.86,1.86,2.052,2.226,2.262,2.262,2.154,1.92,1.765,1.549,1.29,1.075,0.902,0.764,0.583,0.358,0.168,0.125,0.125,0.125,0.063,0.063,0.063,0.0,0.0
Willesden Grid 66 kV,2.0,2.0,2.0,2.0,2.054,2.103,2.113,2.113,2.082,2.017,1.898,1.666,1.387,1.156,0.97,0.822,0.627,0.385,0.181,0.134,0.134,0.134,0.067,0.067,0.067,0.0,0.0
Wimbledon Grid South 3/4,13.963,13.998,14.033,14.068,14.795,15.459,15.589,15.589,15.194,14.313,13.355,11.716,9.757,8.13,6.823,5.779,4.408,2.71,1.273,0.945,0.945,0.945,0.473,0.473,0.473,0.0,0.0
Beddington SGT,3.982,3.982,3.982,3.982,4.142,4.302,4.334,4.334,4.272,4.057,3.78,3.316,2.762,2.301,1.931,1.636,1.248,0.767,0.36,0.268,0.268,0.268,0.134,0.134,0.134,0.0,0.0
Bolney SGT,0.0,0.187,0.373,0.56,0.943,1.326,1.404,1.404,1.251,0.715,0.532,0.466,0.388,0.324,0.272,0.23,0.175,0.108,0.051,0.038,0.038,0.038,0.019,0.019,0.019,0.0,0.0
Canterbury SGT,0.0,0.0,0.0,0.0,0.025,0.049,0.054,0.054,0.044,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chessington SGT 1 & SGT 4A,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chessington SGT 2 & SGT 4B,0.0,0.0,0.0,0.0,0.035,0.071,0.078,0.078,0.064,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemsley SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemsley SGT 3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemsley SGT1 & 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsnorth SGT,0.0,1.133,2.267,3.4,3.49,3.581,3.599,3.599,3.562,3.435,3.227,2.831,2.358,1.965,1.649,1.397,1.065,0.655,0.308,0.228,0.228,0.228,0.114,0.114,0.114,0.0,0.0
Laleham SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Little Horsted SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Littlebrook SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ninfield SGT,6.224,6.224,6.224,6.224,6.539,6.853,6.916,6.916,6.79,6.345,5.907,5.183,4.316,3.597,3.019,2.557,1.95,1.199,0.563,0.418,0.418,0.418,0.209,0.209,0.209,0.0,0.0
Northfleet SGT,14.037,14.784,15.53,16.277,16.911,17.543,17.669,17.669,17.418,16.548,15.45,13.555,11.288,9.407,7.895,6.686,5.1,3.135,1.473,1.094,1.094,1.094,0.547,0.547,0.547,0.0,0.0
Sellindge SGT2 & 3 & Richborough SGT,30.249,30.249,30.249,30.249,31.758,33.266,33.569,33.569,32.961,30.834,28.709,25.191,20.979,17.481,14.672,12.426,9.477,5.826,2.738,2.032,2.032,2.032,1.017,1.017,1.017,0.0,0.0
Sellindge SGT5A SGT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Weybridge SGT,0.0,2.4,4.8,7.2,7.286,7.37,7.388,7.388,7.354,7.233,6.833,5.996,4.993,4.161,3.492,2.958,2.256,1.387,0.652,0.484,0.484,0.484,0.242,0.242,0.242,0.0,0.0
