GSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Rye House,1.886,6.301,10.717,15.132,19.548,23.963,25.321,26.937,28.832,31.03,33.551,36.407,39.605,43.126,46.973,51.486,56.912,62.682,68.618,74.697,80.801,86.888,92.95,98.988,104.992,110.952,115.377
Sundon,108.522,116.156,133.215,150.274,167.332,184.391,188.432,193.227,198.866,205.405,212.905,221.398,230.914,241.377,252.825,266.245,282.378,299.535,317.19,335.278,353.436,371.533,389.559,407.513,425.366,443.089,456.259
Tilbury 1&7,18.567,20.603,22.639,24.676,26.712,28.748,29.028,29.362,29.754,30.209,30.728,31.318,31.978,32.706,33.502,34.43,35.553,36.742,37.97,39.224,40.485,41.742,42.994,44.24,45.478,46.709,47.623
Tilbury 2&8,0.265,0.275,0.285,0.295,0.306,0.316,0.541,0.811,1.123,1.49,1.907,2.385,2.917,3.503,4.142,4.893,5.795,6.755,7.742,8.753,9.768,10.782,11.79,12.793,13.792,14.783,15.519
Tottenham,0.754,0.772,0.79,0.808,0.826,0.844,0.917,1.004,1.105,1.224,1.36,1.514,1.685,1.874,2.08,2.324,2.616,2.925,3.244,3.571,3.899,4.226,4.552,4.877,5.199,5.52,5.758
Walpole,217.11,218.111,219.112,220.114,221.115,222.116,229.451,238.148,248.365,260.225,273.823,289.232,306.479,325.453,346.218,370.561,399.817,430.929,462.956,495.752,528.678,561.501,594.194,626.747,659.125,691.273,715.156
Warley,41.764,42.968,44.172,45.376,46.581,47.785,48.422,49.182,50.074,51.106,52.293,53.634,55.138,56.79,58.602,60.726,63.275,65.984,68.776,71.633,74.506,77.361,80.216,83.051,85.872,88.674,90.755
Watford South 2 and 4,0.384,0.471,0.558,0.644,0.731,0.818,0.949,1.105,1.288,1.502,1.746,2.022,2.332,2.671,3.045,3.482,4.007,4.566,5.139,5.727,6.321,6.907,7.496,8.08,8.661,9.238,9.666
West Thurrock,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.016,0.024,0.036,0.048,0.063,0.079,0.096,0.116,0.139,0.166,0.195,0.225,0.256,0.287,0.317,0.348,0.377,0.408,0.438,0.46
Willesden,0.0,0.008,0.015,0.023,0.031,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038
Acton Lane 22kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking 132kV GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking West 33kV,1.246,1.268,1.291,1.314,1.337,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
Beddington 132kV Hurst 132kV,1.7,1.707,1.714,1.721,1.728,1.735,1.779,1.831,1.893,1.965,2.048,2.139,2.245,2.36,2.483,2.629,2.806,2.992,3.183,3.38,3.575,3.773,3.966,4.162,4.354,4.547,4.687
Bengeworth Road 132kV GIS,0.0,0.0,0.0,0.0,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184
Brimsdown,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.003,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.011,0.012,0.013,0.014,0.016,0.017,0.018,0.019
City Road 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hackney 132kV,0.0,0.007,0.015,0.022,0.03,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037
Hackney Supergrid 66kV,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202
Islington 132kV,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461
Littlebrook 132kV,1.08,1.132,1.185,1.237,1.29,1.342,1.346,1.351,1.356,1.362,1.368,1.376,1.384,1.394,1.404,1.416,1.43,1.446,1.462,1.478,1.494,1.51,1.525,1.541,1.557,1.573,1.584
Lodge Road 66kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 132kV to Wimbledon 1 and 2 132kV,0.184,0.184,0.184,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 66kV,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961
Redbridge Supergrid 33kV,0.0,0.0,0.014,0.021,0.028,0.036,0.036,0.036,0.037,0.037,0.038,0.038,0.039,0.039,0.04,0.041,0.042,0.043,0.045,0.046,0.047,0.048,0.05,0.051,0.052,0.053,0.054
St Johns Wood 132kV,0.0,0.038,0.076,0.114,0.152,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
West Ham 132kV,1.0,1.071,1.143,1.214,1.286,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357,1.357
Willesden Grid 132kV,0.408,0.496,0.583,0.67,0.758,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845
Willesden Grid 66 kV,0.0,0.007,0.014,0.021,0.028,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
Wimbledon Grid South 3/4,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562
Beddington SGT,0.0,0.64,1.28,1.92,2.56,3.2,3.412,3.662,3.955,4.295,4.682,5.121,5.619,6.153,6.748,7.438,8.268,9.153,10.061,10.987,11.919,12.846,13.772,14.688,15.603,16.509,17.18
Bolney SGT,51.483,57.124,52.84,58.481,64.123,69.764,73.125,77.119,81.805,87.23,93.456,100.5,108.384,117.042,126.512,137.595,150.887,165.016,179.543,194.414,209.329,224.186,238.968,253.679,268.292,282.797,293.561
Canterbury SGT,91.45,94.565,97.681,100.796,103.911,107.027,107.684,108.468,109.382,110.448,111.667,113.046,114.588,116.282,118.138,120.307,122.912,125.678,128.524,131.434,134.354,137.261,140.155,143.039,145.895,148.737,150.845
Chessington SGT 1 & SGT 4A,0.0,1.2,2.4,3.6,4.8,6.0,6.061,6.132,6.217,6.314,6.426,6.551,6.694,6.85,7.019,7.216,7.455,7.711,7.97,8.238,8.504,8.77,9.034,9.299,9.559,9.821,10.014
Chessington SGT 2 & SGT 4B,0.768,0.781,0.793,0.806,0.819,0.831,0.832,0.833,0.834,0.835,0.837,0.838,0.84,0.842,0.844,0.847,0.85,0.853,0.856,0.86,0.863,0.866,0.87,0.873,0.876,0.88,0.882
Kemsley SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.141,55.619,57.274,59.089,61.075,63.403,66.194,69.156,72.206,75.326,78.456,81.575,84.676,87.764,90.829,93.874,96.135
Kemsley SGT 3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemsley SGT1 & 2,49.1,49.114,49.128,49.141,49.155,49.169,49.874,50.711,51.695,52.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsnorth SGT,9.86,10.74,11.619,12.499,13.378,14.258,14.77,15.384,16.102,16.931,17.882,18.961,20.165,21.487,22.937,24.635,26.669,28.829,31.051,33.328,35.606,37.881,40.144,42.394,44.627,46.849,48.495
Laleham SGT,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28
Little Horsted SGT,0.0,1.2,42.1,43.3,44.5,45.7,46.681,47.846,49.215,50.801,52.621,54.677,56.979,59.509,62.277,65.512,69.398,73.526,77.772,82.114,86.469,90.809,95.13,99.427,103.697,107.934,111.079
Littlebrook SGT,0.0,0.008,0.015,0.023,0.031,0.038,0.041,0.044,0.047,0.051,0.056,0.061,0.066,0.073,0.08,0.088,0.098,0.108,0.119,0.13,0.141,0.152,0.162,0.173,0.184,0.194,0.202
Ninfield SGT,76.5,77.14,48.005,48.645,49.285,49.925,52.042,54.55,57.492,60.908,64.822,69.25,74.204,79.644,85.597,92.565,100.923,109.801,118.935,128.283,137.656,146.993,156.289,165.532,174.72,183.84,190.606
Northfleet SGT,47.3,54.832,62.364,69.896,77.428,84.96,86.631,88.609,90.932,93.63,96.716,100.212,104.121,108.413,113.113,118.615,125.215,132.222,139.43,146.81,154.212,161.584,168.92,176.222,183.47,190.669,196.01
Sellindge SGT2 & 3 & Richborough SGT,73.324,81.198,89.072,96.946,104.819,112.693,114.077,115.715,117.64,119.874,122.432,125.327,128.565,132.121,136.011,140.568,146.032,151.834,157.807,163.913,170.045,176.149,182.222,188.269,194.273,200.233,204.661
Sellindge SGT5A SGT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Weybridge SGT,6.1,8.312,10.524,12.736,14.948,17.16,17.831,18.627,19.557,20.635,21.873,23.278,24.843,26.564,28.453,30.653,33.299,36.114,39.002,41.959,44.93,47.885,50.824,53.749,56.655,59.542,61.691
