GSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Redbridge Supergrid 33kV,0.0,0.0,0.043,0.064,0.085,0.107,0.108,0.109,0.111,0.113,0.114,0.116,0.118,0.119,0.121,0.123,0.125,0.127,0.129,0.13,0.132,0.134,0.135,0.137,0.138,0.14,0.141
St Johns Wood 132kV,0.0,0.114,0.228,0.342,0.456,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
West Ham 132kV,1.0,1.214,1.429,1.643,1.857,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071
Willesden Grid 132kV,0.408,0.67,0.932,1.195,1.457,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719
Willesden Grid 66 kV,0.0,0.021,0.042,0.063,0.084,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105
Wimbledon Grid South 3/4,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562
Beddington SGT,0.0,1.92,3.84,5.76,7.68,9.6,10.644,11.751,12.899,14.08,15.287,16.523,17.778,19.039,20.316,21.641,23.026,24.386,25.712,26.996,28.23,29.411,30.54,31.623,32.657,33.645,34.354
Bolney SGT,51.483,68.406,75.405,92.329,109.253,126.177,142.92,160.647,179.046,197.925,217.276,237.038,257.103,277.351,297.763,318.993,341.132,362.938,384.165,404.709,424.459,443.384,461.503,478.83,495.377,511.186,522.511
Canterbury SGT,91.45,100.796,110.142,119.488,128.834,138.18,141.459,144.934,148.533,152.228,156.019,159.886,163.818,167.781,171.776,175.937,180.269,184.537,188.692,192.719,196.585,200.288,203.836,207.23,210.47,213.566,215.782
Chessington SGT 1 & SGT 4A,0.0,3.6,7.2,10.8,14.4,18.0,18.3,18.617,18.948,19.287,19.634,19.988,20.347,20.71,21.077,21.457,21.852,22.245,22.626,22.995,23.348,23.688,24.012,24.322,24.618,24.901,25.106
Chessington SGT 2 & SGT 4B,0.768,0.806,0.844,0.882,0.92,0.958,0.962,0.966,0.97,0.974,0.978,0.983,0.987,0.992,0.997,1.001,1.006,1.011,1.016,1.021,1.025,1.03,1.034,1.038,1.041,1.045,1.048
Kemsley SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.426,72.57,76.785,81.03,85.314,89.771,94.416,98.995,103.444,107.759,111.903,115.875,119.677,123.313,126.786,130.102,132.48
Kemsley SGT 3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemsley SGT1 & 2,49.1,49.141,49.183,49.224,49.266,49.307,52.82,56.539,60.403,64.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsnorth SGT,9.86,12.499,15.137,17.776,20.415,23.053,25.613,28.328,31.139,34.027,36.987,40.012,43.081,46.179,49.301,52.549,55.933,59.27,62.52,65.662,68.684,71.578,74.349,77.002,79.533,81.951,83.683
Laleham SGT,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28
Little Horsted SGT,0.0,3.6,46.9,50.5,54.1,57.7,62.589,67.77,73.147,78.66,84.312,90.086,95.948,101.864,107.827,114.03,120.496,126.869,133.068,139.07,144.841,150.368,155.663,160.723,165.561,170.177,173.488
Littlebrook SGT,0.0,0.023,0.046,0.069,0.092,0.115,0.128,0.141,0.154,0.168,0.182,0.197,0.211,0.226,0.241,0.256,0.272,0.289,0.304,0.319,0.334,0.348,0.361,0.374,0.386,0.397,0.406
Ninfield SGT,76.5,78.42,50.565,52.485,54.405,56.325,66.846,77.993,89.557,101.419,113.587,126.008,138.622,151.354,164.182,177.531,191.443,205.156,218.491,231.41,243.826,255.718,267.11,277.996,288.404,298.341,305.46
Northfleet SGT,47.3,69.896,92.492,115.088,137.684,160.28,168.587,177.389,186.513,195.881,205.489,215.293,225.252,235.305,245.435,255.975,266.953,277.776,288.312,298.508,308.312,317.704,326.693,335.294,343.506,351.353,356.978
Sellindge SGT2 & 3 & Richborough SGT,73.324,96.946,120.567,144.189,167.81,191.432,198.314,205.598,213.157,220.916,228.866,236.987,245.233,253.555,261.939,270.663,279.76,288.722,297.442,305.884,314.002,321.781,329.222,336.345,343.144,349.644,354.293
Sellindge SGT5A SGT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Weybridge SGT,6.1,12.736,19.372,26.008,32.644,39.28,42.605,46.133,49.79,53.547,57.398,61.333,65.32,69.35,73.409,77.635,82.038,86.382,90.602,94.689,98.619,102.383,105.987,109.43,112.728,115.872,118.126
