GSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Amersham,49.785,57.225,64.665,72.105,79.545,86.985,90.808,94.863,99.074,103.399,107.838,112.374,116.986,121.645,126.343,131.239,136.349,141.385,146.293,151.051,155.625,160.014,164.218,168.236,172.084,175.758,178.395
Barking 132,0.538,0.538,0.538,0.538,0.538,0.538,0.697,0.867,1.042,1.223,1.409,1.598,1.791,1.985,2.183,2.387,2.6,2.811,3.015,3.215,3.407,3.588,3.764,3.932,4.093,4.247,4.356
Barking West (EPN),1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.073,1.073,1.073,1.073,1.073,1.073,1.074,1.074,1.074,1.074,1.074,1.074,1.075,1.075,1.075,1.075
Biggleswade,0.0,0.0,0.0,0.0,0.0,0.0,0.449,0.925,1.418,1.926,2.447,2.978,3.52,4.066,4.617,5.191,5.791,6.382,6.958,7.515,8.052,8.567,9.06,9.531,9.983,10.414,10.723
Bourne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,42.732,42.946,43.161,43.375,43.589,43.804,46.869,50.118,53.492,56.953,60.51,64.146,67.839,71.572,75.337,79.259,83.351,87.387,91.32,95.131,98.794,102.311,105.677,108.899,111.98,114.925,117.036
Bramford,288.968,368.007,447.045,526.083,605.122,684.16,767.037,854.897,946.157,1039.875,1136.076,1234.374,1334.318,1435.26,1537.091,1643.174,1753.885,1863.102,1969.444,2072.537,2171.683,2266.748,2357.81,2444.973,2528.318,2607.95,2665.054
Brimsdown (EPN),0.909,1.164,1.418,1.673,1.927,2.182,4.946,7.879,10.921,14.05,17.257,20.538,23.871,27.24,30.633,34.172,37.866,41.509,45.057,48.494,51.803,54.973,58.011,60.919,63.699,66.358,68.261
Burwell,225.513,273.847,322.097,370.515,418.849,467.183,472.687,478.52,484.578,490.8,497.188,503.715,510.35,517.054,523.816,530.859,538.206,545.46,552.52,559.366,565.95,572.26,578.309,584.093,589.627,594.916,598.707
Eaton Socon,194.172,238.488,274.013,309.539,345.064,380.589,391.23,402.503,414.219,426.247,438.596,451.214,464.041,476.998,490.071,503.686,517.896,531.918,545.564,558.796,571.523,583.728,595.417,606.606,617.303,627.522,634.854
Elstree 1&2 and 8&9 and Watford South 3A&3B,1.736,6.451,11.167,15.882,20.598,25.313,28.16,31.187,34.33,37.561,40.868,44.256,47.697,51.173,54.68,58.336,62.144,65.905,69.566,73.114,76.529,79.803,82.939,85.942,88.808,91.553,93.519
Elstree 3&4,8.831,13.642,18.453,23.264,28.075,32.886,35.949,39.205,42.58,46.047,49.605,53.242,56.941,60.675,64.442,68.365,72.462,76.504,80.439,84.249,87.921,91.439,94.802,98.029,101.113,104.06,106.172
Grendon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mill Hill and Hendon,0.0,0.03,0.06,0.09,0.12,0.15,0.251,0.359,0.47,0.585,0.703,0.823,0.945,1.068,1.193,1.322,1.458,1.59,1.721,1.847,1.967,2.083,2.195,2.301,2.405,2.5,2.57
Norwich,206.297,233.784,261.27,288.756,316.243,343.729,377.741,413.791,451.248,489.706,529.184,569.525,610.54,651.963,693.758,737.288,782.724,827.546,871.186,913.493,954.182,993.198,1030.567,1066.335,1100.538,1133.222,1156.655
Pelham and Wymondley,272.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pelham and Wymondley and Twinstead Green,0.0,274.77,276.454,278.138,279.822,281.506,298.684,316.898,335.812,355.238,375.174,395.551,416.266,437.19,458.297,480.282,503.23,525.867,547.908,569.278,589.825,609.529,628.402,646.473,663.745,680.249,692.086
Rayleigh,100.768,125.981,151.194,176.407,201.62,226.833,245.243,264.768,285.041,305.86,327.235,349.076,371.281,393.702,416.333,439.901,464.493,488.759,512.387,535.29,557.318,578.44,598.67,618.038,636.55,654.246,666.934
Rye House,1.886,15.132,28.379,41.626,54.872,68.119,75.036,82.371,89.984,97.807,105.836,114.042,122.382,130.807,139.307,148.158,157.397,166.513,175.386,183.991,192.268,200.202,207.801,215.078,222.031,228.68,233.445
Sundon,108.522,150.274,201.45,252.625,303.801,354.977,375.55,397.36,420.01,443.269,467.151,491.55,516.358,541.408,566.684,593.016,620.499,647.607,674.001,699.594,724.2,747.796,770.401,792.036,812.723,832.488,846.664
Tilbury 1&7,18.567,24.676,30.785,36.894,43.003,49.112,50.539,52.055,53.626,55.24,56.898,58.593,60.313,62.052,63.807,65.635,67.545,69.425,71.256,73.031,74.741,76.379,77.948,79.45,80.886,82.258,83.244
Tilbury 2&8,0.265,0.295,0.326,0.356,0.387,0.417,1.565,2.787,4.054,5.352,6.688,8.051,9.438,10.838,12.252,13.722,15.259,16.773,18.25,19.679,21.055,22.373,23.636,24.845,26.0,27.106,27.897
Tottenham,0.754,0.808,0.861,0.915,0.968,1.022,1.392,1.787,2.196,2.617,3.047,3.489,3.937,4.391,4.847,5.323,5.819,6.309,6.786,7.249,7.694,8.12,8.528,8.919,9.292,9.652,9.907
Walpole,217.11,220.114,223.118,226.122,229.126,232.13,269.437,308.98,350.059,392.245,435.547,479.8,524.781,570.223,616.062,663.813,713.649,762.81,810.68,857.085,901.713,944.506,985.498,1024.732,1062.248,1098.099,1123.8
Warley,41.764,45.376,48.989,52.602,56.215,59.828,63.078,66.523,70.108,73.784,77.558,81.411,85.334,89.293,93.288,97.452,101.798,106.082,110.252,114.298,118.186,121.915,125.488,128.906,132.179,135.304,137.542
Watford South 2 and 4,0.384,0.644,0.905,1.165,1.425,1.685,2.354,3.063,3.802,4.559,5.336,6.132,6.937,7.753,8.575,9.434,10.329,11.21,12.066,12.902,13.703,14.472,15.205,15.91,16.582,17.226,17.687
West Thurrock,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.072,0.11,0.15,0.19,0.231,0.273,0.316,0.359,0.403,0.45,0.496,0.541,0.583,0.626,0.665,0.704,0.74,0.775,0.808,0.833
Willesden,0.0,0.023,0.046,0.069,0.092,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115
Acton Lane 22kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking 132kV GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking West 33kV,1.246,1.314,1.383,1.451,1.52,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588,1.588
Beddington 132kV Hurst 132kV,1.7,1.721,1.741,1.762,1.783,1.804,2.025,2.259,2.502,2.751,3.006,3.268,3.531,3.798,4.069,4.349,4.641,4.929,5.21,5.48,5.742,5.99,6.229,6.46,6.677,6.887,7.035
Bengeworth Road 132kV GIS,0.0,0.0,0.0,0.0,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184
Brimsdown,0.0,0.021,0.0,0.0,0.0,0.0,0.001,0.003,0.005,0.006,0.008,0.01,0.011,0.013,0.015,0.017,0.019,0.021,0.022,0.024,0.026,0.028,0.029,0.031,0.032,0.034,0.035
City Road 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hackney 132kV,0.0,0.022,0.044,0.067,0.089,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111
Hackney Supergrid 66kV,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202
Islington 132kV,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461
Littlebrook 132kV,1.08,1.237,1.395,1.552,1.709,1.867,1.885,1.905,1.924,1.945,1.965,1.988,2.009,2.031,2.053,2.076,2.1,2.123,2.146,2.169,2.19,2.211,2.23,2.249,2.267,2.284,2.296
Lodge Road 66kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 132kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 132kV to Wimbledon 1 and 2 132kV,0.184,0.184,0.184,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 66kV,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961
