GSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Grendon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mill Hill and Hendon,0.0,0.266,0.532,0.798,0.894,0.987,1.067,1.136,1.187,1.212,1.212,1.201,1.178,1.155,1.151,1.14,1.121,1.098,1.083,1.049,1.03,1.007,0.984,0.958,0.939,0.928,0.912
Norwich,8.429,8.568,8.708,8.848,9.811,10.735,11.536,12.221,12.741,12.981,12.981,12.861,12.619,12.375,12.335,12.212,12.011,11.768,11.606,11.242,11.04,10.797,10.555,10.271,10.069,9.947,9.785
Pelham and Wymondley,7.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pelham and Wymondley and Twinstead Green,0.0,9.348,11.371,13.394,14.874,16.292,17.525,18.574,19.374,19.746,19.746,19.569,19.216,18.864,18.805,18.63,18.336,17.983,17.748,17.22,16.927,16.575,16.223,15.811,15.517,15.341,15.108
Rayleigh,40.414,40.559,40.704,40.849,42.996,45.054,46.844,48.365,49.528,50.064,50.064,49.794,49.252,48.709,48.619,48.348,47.896,47.353,46.993,46.18,45.728,45.184,44.643,44.01,43.559,43.289,42.927
Rye House,0.173,0.475,0.778,1.08,1.608,2.113,2.552,2.927,3.211,3.343,3.343,3.278,3.148,3.017,2.995,2.93,2.821,2.69,2.603,2.406,2.298,2.168,2.037,1.885,1.776,1.71,1.624
Sundon,12.888,7.818,7.818,7.818,9.562,11.235,12.69,13.929,14.874,15.311,15.311,15.09,14.649,14.206,14.134,13.912,13.544,13.104,12.809,12.147,11.781,11.339,10.897,10.381,10.014,9.795,9.498
Tilbury 1&7,29.884,29.884,29.884,29.884,32.642,35.286,37.584,39.537,41.031,41.721,41.721,41.372,40.674,39.978,39.861,39.513,38.932,38.234,37.77,36.724,36.143,35.445,34.748,33.935,33.354,33.005,32.541
Tilbury 2&8,0.0,6.0,12.0,18.0,18.149,18.292,18.416,18.522,18.603,18.64,18.64,18.621,18.584,18.546,18.54,18.521,18.489,18.452,18.427,18.37,18.339,18.301,18.264,18.22,18.189,18.169,18.144
Tottenham,0.296,0.594,0.893,1.191,1.241,1.288,1.33,1.365,1.392,1.405,1.405,1.399,1.386,1.374,1.372,1.366,1.356,1.343,1.335,1.318,1.308,1.296,1.283,1.269,1.259,1.253,1.245
Walpole,49.638,50.012,50.386,50.761,51.758,52.716,53.547,54.256,54.795,55.045,55.045,54.918,54.671,54.42,54.378,54.252,54.044,53.794,53.627,53.252,53.042,52.794,52.543,52.25,52.043,51.918,51.75
Warley,0.112,0.148,0.184,0.219,2.539,4.762,6.696,8.34,9.597,10.177,10.177,9.885,9.297,8.711,8.613,8.321,7.832,7.246,6.855,5.975,5.486,4.9,4.313,3.629,3.141,2.848,2.457
Watford South 2 and 4,0.538,0.718,0.898,1.078,1.133,1.185,1.231,1.269,1.299,1.313,1.313,1.306,1.292,1.278,1.277,1.271,1.259,1.246,1.238,1.217,1.206,1.192,1.18,1.165,1.153,1.147,1.138
West Thurrock,0.0,0.0,0.0,0.0,0.005,0.01,0.014,0.018,0.021,0.022,0.022,0.021,0.02,0.019,0.019,0.018,0.017,0.016,0.015,0.013,0.012,0.011,0.009,0.008,0.007,0.006,0.005
Willesden,0.0,0.0,0.0,0.0,0.016,0.029,0.045,0.056,0.065,0.067,0.069,0.067,0.063,0.06,0.058,0.055,0.054,0.05,0.045,0.041,0.035,0.032,0.028,0.024,0.02,0.017,0.016
Acton Lane 22kV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking 132kV GIS,0.0,0.0,0.0,0.0,0.14,0.259,0.4,0.498,0.575,0.596,0.61,0.589,0.561,0.533,0.512,0.491,0.476,0.441,0.399,0.364,0.308,0.28,0.245,0.217,0.175,0.154,0.14
Barking West 33kV,10.124,10.22,10.316,10.411,10.792,11.115,11.494,11.76,11.969,12.026,12.064,12.007,11.931,11.855,11.799,11.742,11.704,11.609,11.495,11.401,11.249,11.173,11.078,11.002,10.889,10.832,10.794
Beddington 132kV Hurst 132kV,2.687,2.999,3.312,3.624,4.696,5.604,6.659,7.398,7.987,8.172,8.26,8.094,7.883,7.673,7.542,7.359,7.234,6.964,6.683,6.393,6.008,5.798,5.508,5.298,5.018,4.814,4.711
Bengeworth Road 132kV GIS,0.0,0.0,0.0,0.0,2.137,2.681,3.323,3.77,4.122,4.218,4.283,4.185,4.058,3.928,3.833,3.736,3.672,3.511,3.318,3.157,2.899,2.773,2.61,2.482,2.289,2.193,2.129
Brimsdown,0.134,0.255,0.134,0.134,0.141,0.147,0.154,0.159,0.162,0.163,0.164,0.163,0.162,0.16,0.159,0.158,0.158,0.156,0.154,0.152,0.149,0.148,0.146,0.145,0.143,0.142,0.141
City Road 132kV,13.533,13.67,13.807,13.944,14.887,16.565,18.539,19.921,21.007,21.303,21.501,21.205,20.808,20.413,20.116,19.82,19.622,19.127,18.534,18.041,17.249,16.855,16.359,15.964,15.37,15.074,14.876
Hackney 132kV,5.006,5.087,5.169,5.25,5.484,5.683,5.916,6.079,6.208,6.243,6.266,6.231,6.184,6.138,6.102,6.068,6.044,5.985,5.916,5.858,5.763,5.717,5.659,5.611,5.542,5.508,5.483
Hackney Supergrid 66kV,0.15,0.426,0.703,0.979,1.104,1.209,1.333,1.421,1.489,1.508,1.52,1.502,1.48,1.457,1.438,1.42,1.408,1.379,1.343,1.313,1.266,1.242,1.212,1.189,1.153,1.137,1.125
Islington 132kV,0.274,0.274,0.274,0.274,0.407,0.519,0.653,0.746,0.817,0.836,0.851,0.831,0.804,0.777,0.757,0.737,0.725,0.691,0.652,0.618,0.564,0.538,0.504,0.478,0.439,0.419,0.405
Littlebrook 132kV,1.36,1.38,1.4,1.42,1.736,1.999,2.296,2.505,2.678,2.748,2.761,2.708,2.649,2.589,2.569,2.499,2.453,2.37,2.314,2.214,2.129,2.068,1.969,1.909,1.853,1.767,1.737
Lodge Road 66kV,1.004,1.024,1.044,1.065,1.697,2.234,2.867,3.309,3.657,3.752,3.815,3.72,3.592,3.465,3.37,3.274,3.211,3.054,2.862,2.704,2.45,2.322,2.164,2.037,1.846,1.752,1.688
New Cross 132kV,3.392,3.392,3.392,3.392,10.592,11.152,11.812,12.272,12.636,12.734,12.799,12.7,12.569,12.438,12.338,12.241,12.174,12.01,11.812,11.647,11.384,11.253,11.088,10.955,10.758,10.66,10.594
New Cross 132kV to Wimbledon 1 and 2 132kV,10.208,10.272,10.335,10.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Cross 66kV,4.718,4.969,5.219,5.47,6.296,6.997,7.823,8.401,8.855,8.979,9.063,8.937,8.774,8.608,8.483,8.361,8.277,8.071,7.822,7.617,7.287,7.121,6.915,6.749,6.502,6.378,6.295
Redbridge Supergrid 33kV,0.173,0.194,0.456,0.598,0.694,0.775,0.871,0.937,0.99,1.004,1.014,1.0,0.98,0.963,0.949,0.934,0.924,0.902,0.874,0.851,0.814,0.795,0.771,0.753,0.725,0.711,0.702
St Johns Wood 132kV,15.441,15.595,15.75,15.904,17.52,18.894,20.51,21.641,22.529,22.771,22.932,22.691,22.367,22.044,21.799,21.557,21.396,20.99,20.505,20.101,19.453,19.128,18.722,18.4,17.915,17.671,17.509
West Ham 132kV,30.496,32.94,35.384,37.829,41.034,43.763,46.972,49.218,50.982,51.462,51.785,51.301,50.662,50.022,49.541,49.059,48.737,47.936,46.974,46.177,44.893,44.253,43.451,42.811,41.85,41.368,41.046
Willesden Grid 132kV,1.86,1.86,1.86,1.86,2.165,2.424,2.727,2.941,3.108,3.154,3.184,3.138,3.076,3.016,2.97,2.924,2.894,2.817,2.726,2.649,2.528,2.466,2.389,2.328,2.236,2.19,2.16
Willesden Grid 66 kV,2.0,2.0,2.0,2.0,2.086,2.158,2.244,2.304,2.35,2.363,2.372,2.359,2.342,2.325,2.312,2.299,2.291,2.269,2.243,2.222,2.188,2.17,2.149,2.131,2.106,2.093,2.084
Wimbledon Grid South 3/4,13.963,14.042,14.121,14.2,15.367,16.355,17.513,18.323,18.962,19.149,19.256,19.079,18.847,18.615,18.455,18.267,18.141,17.846,17.515,17.213,16.766,16.534,16.23,15.999,15.669,15.471,15.357
Beddington SGT,3.982,3.982,3.982,3.982,4.287,4.538,4.816,5.01,5.177,5.261,5.261,5.206,5.15,5.095,5.095,5.011,4.956,4.873,4.846,4.735,4.679,4.623,4.513,4.457,4.429,4.318,4.291
Bolney SGT,0.0,0.42,0.84,1.26,1.996,2.598,3.267,3.737,4.139,4.338,4.338,4.205,4.07,3.937,3.937,3.736,3.602,3.403,3.334,3.068,2.932,2.799,2.532,2.398,2.331,2.063,1.996
Canterbury SGT,0.0,0.0,0.0,0.0,0.048,0.086,0.129,0.159,0.185,0.198,0.198,0.189,0.181,0.172,0.172,0.159,0.15,0.138,0.133,0.116,0.108,0.099,0.082,0.073,0.069,0.051,0.047
Chessington SGT 1 & SGT 4A,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001
Chessington SGT 2 & SGT 4B,0.0,0.0,0.0,0.0,0.069,0.125,0.187,0.231,0.268,0.287,0.287,0.275,0.262,0.25,0.25,0.231,0.218,0.2,0.194,0.169,0.156,0.144,0.119,0.106,0.1,0.075,0.069
Kemsley SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemsley SGT 3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemsley SGT1 & 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsnorth SGT,0.0,2.55,5.1,7.65,7.824,7.965,8.123,8.232,8.327,8.375,8.375,8.342,8.311,8.28,8.28,8.232,8.201,8.153,8.138,8.075,8.043,8.012,7.949,7.917,7.902,7.839,7.823
Laleham SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Little Horsted SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Littlebrook SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ninfield SGT,6.224,6.224,6.224,6.224,6.827,7.32,7.869,8.252,8.581,8.745,8.745,8.636,8.526,8.416,8.416,8.252,8.141,7.978,7.922,7.703,7.593,7.483,7.264,7.154,7.099,6.88,6.824
Northfleet SGT,14.037,15.717,17.397,19.077,20.286,21.276,22.376,23.148,23.807,24.134,24.136,23.917,23.698,23.478,23.475,23.148,22.93,22.601,22.487,22.051,21.826,21.606,21.169,20.951,20.836,20.401,20.291
Sellindge SGT2 & 3 & Richborough SGT,30.249,30.249,30.249,30.249,33.14,35.506,38.135,39.976,41.552,42.341,42.341,41.815,41.288,40.763,40.763,39.974,39.447,38.659,38.395,37.343,36.818,36.291,35.239,34.713,34.45,33.398,33.134
Sellindge SGT5A SGT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Weybridge SGT,0.0,5.4,10.8,16.2,16.364,16.497,16.646,16.749,16.839,16.884,16.884,16.855,16.825,16.793,16.793,16.749,16.721,16.675,16.662,16.601,16.572,16.542,16.482,16.453,16.437,16.379,16.363
