GSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Amersham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking 132,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.029,0.048,0.07,0.095,0.126,0.128,0.132,0.137,0.146,0.157,0.171,0.188,0.209,0.234,0.262,0.297,0.337,0.385,0.442,0.509
Barking West (EPN),0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292
Biggleswade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bramford,120.975,121.102,121.228,121.354,121.48,121.606,121.606,121.606,121.606,121.606,121.606,121.606,105.041,105.041,105.041,105.041,105.041,105.041,105.041,105.041,105.041,105.041,105.041,105.041,105.041,105.041,105.041
Brimsdown (EPN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.009,0.01,0.012,0.014
Burwell,38.312,38.312,38.312,38.312,38.312,38.312,38.312,38.312,38.312,38.312,38.312,38.312,33.093,33.093,33.093,33.093,33.093,33.093,33.093,33.093,33.093,33.093,33.093,33.093,33.093,33.093,33.093
Eaton Socon,0.156,7.44,7.493,7.546,7.598,7.651,7.651,7.651,7.651,7.651,7.651,7.651,6.609,6.609,6.609,6.609,6.609,6.609,6.609,6.609,6.609,6.609,6.609,6.609,6.609,6.609,6.609
Elstree 1&2 and 8&9 and Watford South 3A&3B,0.0,0.037,0.075,0.112,0.15,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162
Elstree 3&4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grendon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mill Hill and Hendon,0.288,0.436,0.583,0.731,0.878,1.026,1.026,1.026,1.026,1.026,1.026,1.026,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886
Norwich,3.472,3.517,3.562,3.607,3.652,3.697,3.697,3.697,3.697,3.697,3.697,3.697,3.193,3.193,3.193,3.193,3.193,3.193,3.193,3.193,3.193,3.193,3.193,3.193,3.193,3.193,3.193
Pelham and Wymondley,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pelham and Wymondley and Twinstead Green,0.0,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246
Rayleigh,0.0,1.98,3.96,5.94,7.92,9.9,9.9,9.9,9.9,9.9,9.9,9.9,8.551,8.551,8.551,8.551,8.551,8.551,8.551,8.551,8.551,8.551,8.551,8.551,8.551,8.551,8.551
Rye House,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.005,0.007,0.009,0.009,0.01,0.01,0.011,0.012,0.013,0.014,0.015,0.017,0.019,0.022,0.025,0.028,0.032,0.037
