GSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Amersham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking 132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barking West (EPN),0.338,0.338,0.338,0.338,0.338,0.338,0.316,0.316,0.316,0.275,0.275,0.218,0.192,0.172,0.172,0.152,0.152,0.133,0.133,0.114,0.114,0.093,0.093,0.093,0.093,0.093,0.093
Biggleswade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bramford,120.975,121.003,121.031,121.059,121.087,121.116,113.317,113.317,113.317,98.635,98.635,78.221,68.816,61.474,61.474,54.595,54.595,47.712,47.712,40.831,40.831,33.491,33.491,33.491,33.491,33.491,33.491
Brimsdown (EPN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burwell,38.312,38.312,38.312,38.312,38.312,38.312,35.845,35.845,35.845,31.201,31.201,24.743,21.768,19.446,19.446,17.27,17.27,15.093,15.093,12.916,12.916,10.594,10.594,10.594,10.594,10.594,10.594
Eaton Socon,0.156,7.399,7.411,7.423,7.434,7.446,6.967,6.967,6.967,6.064,6.064,4.809,4.231,3.779,3.779,3.356,3.356,2.933,2.933,2.51,2.51,2.059,2.059,2.059,2.059,2.059,2.059
Elstree 1&2 and 8&9 and Watford South 3A&3B,0.0,0.008,0.017,0.025,0.033,0.042,0.039,0.039,0.039,0.034,0.034,0.027,0.024,0.021,0.021,0.019,0.019,0.016,0.016,0.014,0.014,0.012,0.012,0.012,0.012,0.012,0.012
Elstree 3&4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grendon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mill Hill and Hendon,0.288,0.321,0.354,0.386,0.419,0.452,0.423,0.423,0.423,0.368,0.368,0.292,0.257,0.229,0.229,0.204,0.204,0.178,0.178,0.152,0.152,0.125,0.125,0.125,0.125,0.125,0.125
Norwich,3.472,3.482,3.492,3.502,3.512,3.522,3.295,3.295,3.295,2.868,2.868,2.275,2.001,1.788,1.788,1.588,1.588,1.387,1.387,1.187,1.187,0.974,0.974,0.974,0.974,0.974,0.974
Pelham and Wymondley,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pelham and Wymondley and Twinstead Green,0.0,2.6,2.6,2.6,2.6,2.6,2.433,2.433,2.433,2.117,2.117,1.679,1.477,1.32,1.32,1.172,1.172,1.024,1.024,0.877,0.877,0.719,0.719,0.719,0.719,0.719,0.719
Rayleigh,0.0,0.44,0.88,1.32,1.76,2.2,2.058,2.058,2.058,1.792,1.792,1.421,1.25,1.117,1.117,0.992,0.992,0.867,0.867,0.742,0.742,0.608,0.608,0.608,0.608,0.608,0.608
Rye House,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sundon,73.949,66.717,66.717,66.717,66.717,66.717,62.421,62.421,62.421,54.333,54.333,43.088,37.907,33.863,33.863,30.074,30.074,26.282,26.282,22.492,22.492,18.449,18.449,18.449,18.449,18.449,18.449
Tilbury 1&7,60.0,60.0,60.0,60.0,60.0,60.0,56.137,56.137,56.137,48.864,48.864,38.751,34.091,30.454,30.454,27.046,27.046,23.637,23.637,20.228,20.228,16.592,16.592,16.592,16.592,16.592,16.592
Tilbury 2&8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004
Tottenham,0.0,0.025,0.049,0.074,0.098,0.123,0.115,0.115,0.115,0.1,0.1,0.079,0.07,0.062,0.062,0.055,0.055,0.048,0.048,0.041,0.041,0.034,0.034,0.034,0.034,0.034,0.034
Walpole,0.192,0.192,0.192,0.192,0.192,0.192,0.18,0.18,0.18,0.156,0.156,0.124,0.109,0.097,0.097,0.087,0.087,0.076,0.076,0.065,0.065,0.053,0.053,0.053,0.053,0.053,0.053
Warley,0.442,0.442,0.442,0.442,0.442,0.442,0.413,0.413,0.413,0.36,0.36,0.285,0.251,0.224,0.224,0.199,0.199,0.174,0.174,0.149,0.149,0.122,0.122,0.122,0.122,0.122,0.122
Watford South 2 and 4,0.202,0.202,0.202,0.202,0.202,0.202,0.189,0.189,0.189,0.164,0.164,0.13,0.115,0.102,0.102,0.091,0.091,0.079,0.079,0.068,0.068,0.056,0.056,0.056,0.056,0.056,0.056
West Thurrock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
