GSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Kemsley SGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.41,86.18,91.78,97.225,102.533,107.816,113.228,118.656,124.025,129.325,134.527,139.614,144.582,149.423,154.132,158.706,162.049
Kemsley SGT 3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemsley SGT1 & 2,49.1,49.162,49.224,49.287,49.349,49.411,55.753,62.09,68.326,74.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsnorth SGT,9.86,13.818,17.776,21.734,25.692,29.65,34.274,38.891,43.44,47.908,52.251,56.452,60.537,64.503,68.374,72.225,76.17,80.122,84.039,87.903,91.695,95.404,99.026,102.558,105.988,109.323,111.758
Laleham SGT,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28
Little Horsted SGT,0.0,5.4,50.5,55.9,61.3,66.7,75.53,84.352,93.035,101.573,109.858,117.887,125.685,133.264,140.653,148.008,155.543,163.096,170.574,177.951,185.188,192.273,199.192,205.932,212.486,218.854,223.506
Littlebrook SGT,0.0,0.035,0.069,0.104,0.138,0.173,0.195,0.217,0.238,0.26,0.281,0.301,0.32,0.34,0.358,0.376,0.396,0.415,0.433,0.452,0.47,0.488,0.505,0.522,0.538,0.554,0.566
Ninfield SGT,76.5,79.38,52.485,55.365,58.245,61.125,80.121,99.104,117.791,136.152,153.985,171.264,188.041,204.343,220.246,236.072,252.285,268.534,284.624,300.498,316.071,331.317,346.196,360.703,374.808,388.51,398.521
Northfleet SGT,47.3,81.194,115.088,148.982,182.876,216.77,231.761,246.743,261.492,275.985,290.057,303.697,316.94,329.805,342.358,354.849,367.645,380.472,393.178,405.7,417.994,430.025,441.777,453.221,464.358,475.173,483.076
Sellindge SGT2 & 3 & Richborough SGT,73.324,108.756,144.189,179.621,215.054,250.486,262.903,275.315,287.53,299.533,311.191,322.485,333.452,344.107,354.504,364.854,375.449,386.071,396.59,406.968,417.146,427.111,436.843,446.323,455.543,464.5,471.042
Sellindge SGT5A SGT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Weybridge SGT,6.1,16.054,26.008,35.962,45.916,55.87,61.878,67.889,73.803,79.611,85.259,90.727,96.04,101.198,106.229,111.242,116.368,121.515,126.603,131.632,136.56,141.384,146.095,150.684,155.149,159.485,162.656
