LSOA21CD,Scenario,Scenario_world,Parameter,Unit,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000024,High,Electric Engagement,I&C battery capacity,kW,0.003,0.247,0.508,0.839,1.232,1.683,2.178,2.695,3.213,3.731,4.25,4.769,5.283,5.793,6.302,6.711,7.065,7.309,7.487,7.607,7.678,7.715,7.739,7.774,7.82,7.877,7.945,8.029
E01000025,High,Electric Engagement,I&C battery capacity,kW,0.006,0.547,1.126,1.857,2.729,3.726,4.822,5.967,7.113,8.262,9.411,10.56,11.699,12.828,13.955,14.859,15.644,16.184,16.579,16.844,17.002,17.082,17.136,17.214,17.316,17.442,17.593,17.778
E01000027,High,Electric Engagement,I&C battery capacity,kW,0.129,2.305,4.295,6.702,9.494,12.622,16.013,19.533,23.062,26.599,30.14,33.684,37.204,40.698,44.187,46.75,48.993,50.608,51.86,52.791,53.458,53.939,54.362,54.846,55.39,55.995,56.661,57.411
E01000028,High,Electric Engagement,I&C battery capacity,kW,0.006,0.508,1.046,1.727,2.541,3.472,4.497,5.569,6.644,7.722,8.803,9.885,10.959,12.026,13.092,13.949,14.694,15.21,15.589,15.846,16.003,16.087,16.147,16.23,16.336,16.467,16.622,16.81
E01000029,High,Electric Engagement,I&C battery capacity,kW,0.014,1.252,2.578,4.253,6.254,8.542,11.057,13.685,16.318,18.957,21.599,24.242,26.864,29.464,32.061,34.145,35.956,37.205,38.12,38.738,39.109,39.301,39.433,39.621,39.863,40.162,40.519,40.955
E01000030,High,Electric Engagement,I&C battery capacity,kW,0.171,3.041,5.67,8.855,12.551,16.697,21.197,25.874,30.568,35.28,40.004,44.737,49.443,54.121,58.799,62.251,65.281,67.478,69.193,70.482,71.421,72.11,72.721,73.412,74.183,75.035,75.97,77.015
E01000031,High,Electric Engagement,I&C battery capacity,kW,0.121,2.161,4.026,6.28,8.894,11.822,14.995,18.288,21.588,24.895,28.206,31.518,34.807,38.071,41.331,43.729,45.827,47.341,48.516,49.391,50.019,50.47,50.865,51.314,51.815,52.37,52.98,53.665
E01000032,High,Electric Engagement,I&C battery capacity,kW,0.201,3.569,6.649,10.372,14.688,19.522,24.76,30.197,35.644,41.103,46.567,52.034,57.461,62.846,68.224,72.179,75.64,78.137,80.072,81.513,82.546,83.289,83.937,84.674,85.498,86.41,87.413,88.539
E01000033,High,Electric Engagement,I&C battery capacity,kW,0.098,1.738,3.238,5.052,7.154,9.509,12.06,14.709,17.362,20.021,22.683,25.346,27.99,30.614,33.233,35.159,36.844,38.059,39.001,39.701,40.204,40.565,40.88,41.24,41.642,42.087,42.578,43.129
E01000034,High,Electric Engagement,I&C battery capacity,kW,0.043,0.757,1.411,2.202,3.118,4.144,5.256,6.411,7.567,8.726,9.887,11.047,12.199,13.343,14.485,15.323,16.057,16.586,16.996,17.3,17.518,17.675,17.812,17.969,18.144,18.338,18.552,18.793
E01000035,High,Electric Engagement,I&C battery capacity,kW,0.267,4.753,8.856,13.815,19.564,26.001,32.977,40.216,47.467,54.733,62.004,69.276,76.495,83.657,90.807,96.054,100.64,103.937,106.486,108.377,109.727,110.691,111.536,112.503,113.591,114.802,116.138,117.642
E01000036,High,Electric Engagement,I&C battery capacity,kW,0.132,2.351,4.38,6.833,9.676,12.859,16.309,19.887,23.472,27.063,30.656,34.249,37.815,41.352,44.883,47.469,49.729,51.35,52.6,53.525,54.183,54.651,55.061,55.534,56.067,56.663,57.321,58.064
E01000037,High,Electric Engagement,I&C battery capacity,kW,0.032,0.566,1.056,1.647,2.332,3.1,3.932,4.796,5.661,6.528,7.396,8.265,9.127,9.982,10.836,11.463,12.011,12.405,12.71,12.936,13.098,13.214,13.315,13.432,13.563,13.708,13.869,14.05
E01000038,High,Electric Engagement,I&C battery capacity,kW,0.054,0.954,1.778,2.774,3.928,5.221,6.623,8.077,9.535,10.995,12.457,13.919,15.371,16.812,18.25,19.306,20.229,20.892,21.406,21.787,22.059,22.254,22.425,22.622,22.842,23.088,23.359,23.664
E01000039,High,Electric Engagement,I&C battery capacity,kW,0.134,2.385,4.444,6.934,9.821,13.054,16.557,20.194,23.837,27.488,31.143,34.799,38.428,42.029,45.625,48.264,50.572,52.231,53.515,54.467,55.148,55.636,56.064,56.554,57.105,57.719,58.396,59.159
E01000040,High,Electric Engagement,I&C battery capacity,kW,0.015,1.343,2.765,4.561,6.705,9.157,11.852,14.668,17.488,20.314,23.143,25.972,28.778,31.559,34.337,36.567,38.504,39.84,40.819,41.48,41.876,42.08,42.219,42.417,42.671,42.985,43.36,43.818
E01000041,High,Electric Engagement,I&C battery capacity,kW,0.003,0.273,0.563,0.929,1.367,1.867,2.417,2.991,3.567,4.144,4.722,5.3,5.873,6.442,7.01,7.466,7.862,8.135,8.335,8.47,8.55,8.592,8.621,8.662,8.716,8.782,8.862,8.959
E01000042,High,Electric Engagement,I&C battery capacity,kW,0.009,0.765,1.576,2.6,3.822,5.219,6.756,8.361,9.968,11.58,13.193,14.805,16.405,17.992,19.576,20.848,21.953,22.714,23.273,23.65,23.877,23.993,24.073,24.186,24.332,24.512,24.727,24.988
E01000043,High,Electric Engagement,I&C battery capacity,kW,0.01,0.914,1.885,3.114,4.584,6.269,8.125,10.068,12.018,13.976,15.941,17.911,19.868,21.813,23.76,25.326,26.689,27.632,28.326,28.799,29.089,29.246,29.364,29.528,29.738,29.997,30.304,30.676
E01000044,High,Electric Engagement,I&C battery capacity,kW,0.002,0.22,0.453,0.747,1.098,1.499,1.939,2.399,2.859,3.321,3.782,4.243,4.7,5.153,5.605,5.968,6.283,6.5,6.658,6.765,6.828,6.86,6.882,6.913,6.952,7.002,7.061,7.133
E01000045,High,Electric Engagement,I&C battery capacity,kW,0.019,1.738,3.58,5.907,8.688,11.869,15.366,19.023,22.687,26.36,30.04,33.721,37.374,40.998,44.62,47.526,50.052,51.792,53.068,53.93,54.448,54.717,54.905,55.174,55.522,55.952,56.466,57.093
E01000046,High,Electric Engagement,I&C battery capacity,kW,0.006,0.547,1.127,1.859,2.733,3.734,4.833,5.983,7.134,8.288,9.444,10.6,11.747,12.884,14.021,14.933,15.725,16.27,16.67,16.939,17.101,17.184,17.242,17.325,17.432,17.565,17.724,17.918
E01000049,High,Electric Engagement,I&C battery capacity,kW,0.012,1.106,2.276,3.753,5.516,7.531,9.745,12.058,14.373,16.692,19.012,21.331,23.631,25.909,28.184,30.009,31.593,32.684,33.482,34.019,34.339,34.501,34.61,34.766,34.968,35.218,35.517,35.883
E01000050,High,Electric Engagement,I&C battery capacity,kW,0.013,1.168,2.404,3.964,5.826,7.954,10.292,12.733,15.177,17.625,20.074,22.521,24.948,27.352,29.752,31.677,33.348,34.498,35.34,35.906,36.243,36.413,36.527,36.69,36.901,37.162,37.476,37.859
E01000051,High,Electric Engagement,I&C battery capacity,kW,0.002,0.203,0.418,0.689,1.013,1.383,1.79,2.214,2.64,3.065,3.491,3.917,4.339,4.757,5.174,5.509,5.8,6,6.146,6.245,6.303,6.333,6.352,6.381,6.418,6.463,6.518,6.584
E01000052,High,Electric Engagement,I&C battery capacity,kW,0.003,0.237,0.488,0.804,1.182,1.614,2.088,2.584,3.079,3.576,4.073,4.57,5.062,5.55,6.037,6.427,6.766,7,7.17,7.285,7.354,7.388,7.411,7.444,7.487,7.54,7.604,7.682
E01000053,High,Electric Engagement,I&C battery capacity,kW,0.116,2.063,3.844,5.996,8.492,11.287,14.315,17.458,20.606,23.761,26.918,30.076,33.211,36.321,39.426,41.704,43.695,45.125,46.232,47.051,47.637,48.055,48.422,48.842,49.316,49.843,50.425,51.081
E01000054,High,Electric Engagement,I&C battery capacity,kW,0.004,0.373,0.768,1.267,1.864,2.546,3.296,4.08,4.865,5.653,6.441,7.23,8.012,8.789,9.564,10.186,10.727,11.099,11.372,11.555,11.665,11.722,11.761,11.818,11.892,11.983,12.093,12.227
E01000055,High,Electric Engagement,I&C battery capacity,kW,0.003,0.257,0.529,0.872,1.282,1.752,2.268,2.807,3.347,3.889,4.431,4.974,5.512,6.046,6.579,7.007,7.378,7.634,7.822,7.948,8.024,8.063,8.09,8.129,8.179,8.242,8.317,8.408
E01000056,High,Electric Engagement,I&C battery capacity,kW,0.069,1.226,2.284,3.563,5.046,6.706,8.506,10.373,12.244,14.119,15.995,17.871,19.734,21.582,23.427,24.78,25.964,26.814,27.471,27.958,28.306,28.554,28.772,29.022,29.303,29.617,29.963,30.352
E01000057,High,Electric Engagement,I&C battery capacity,kW,0.005,0.459,0.946,1.561,2.296,3.136,4.06,5.025,5.993,6.962,7.933,8.904,9.868,10.824,11.779,12.545,13.21,13.669,14.004,14.231,14.366,14.436,14.485,14.554,14.645,14.757,14.891,15.055
E01000058,High,Electric Engagement,I&C battery capacity,kW,0.102,1.824,3.398,5.301,7.507,9.978,12.655,15.434,18.217,21.006,23.797,26.589,29.36,32.11,34.855,36.869,38.629,39.894,40.871,41.596,42.114,42.483,42.808,43.179,43.598,44.064,44.578,45.158
E01000059,High,Electric Engagement,I&C battery capacity,kW,0.035,0.628,1.17,1.825,2.584,3.435,4.357,5.313,6.272,7.232,8.193,9.154,10.108,11.054,11.999,12.692,13.298,13.734,14.07,14.32,14.498,14.625,14.737,14.865,15.009,15.17,15.347,15.546
E01000060,High,Electric Engagement,I&C battery capacity,kW,0.201,3.568,6.647,10.369,14.685,19.518,24.755,30.192,35.639,41.097,46.561,52.027,57.453,62.839,68.216,72.169,75.628,78.121,80.054,81.492,82.523,83.264,83.912,84.65,85.475,86.39,87.396,88.527
E01000061,High,Electric Engagement,I&C battery capacity,kW,0.281,5.003,9.32,14.538,20.587,27.36,34.699,42.314,49.943,57.586,65.235,72.884,80.477,88.011,95.531,101.051,105.878,109.35,112.036,114.028,115.452,116.469,117.359,118.376,119.517,120.787,122.186,123.76
E01000062,High,Electric Engagement,I&C battery capacity,kW,0.069,1.22,2.272,3.545,5.02,6.673,8.463,10.322,12.184,14.05,15.918,17.787,19.642,21.483,23.322,24.673,25.856,26.708,27.369,27.861,28.213,28.466,28.688,28.94,29.222,29.535,29.879,30.266
E01000063,High,Electric Engagement,I&C battery capacity,kW,0.08,1.431,2.667,4.16,5.892,7.831,9.932,12.113,14.299,16.489,18.681,20.874,23.052,25.213,27.371,28.957,30.345,31.345,32.121,32.698,33.111,33.409,33.669,33.965,34.296,34.663,35.067,35.522
E01000064,High,Electric Engagement,I&C battery capacity,kW,0.11,1.952,3.636,5.672,8.033,10.676,13.541,16.515,19.495,22.48,25.469,28.459,31.427,34.373,37.315,39.477,41.369,42.733,43.79,44.577,45.141,45.546,45.901,46.304,46.755,47.256,47.807,48.425
E01000065,High,Electric Engagement,I&C battery capacity,kW,0.166,2.95,5.498,8.581,12.157,16.165,20.512,25.027,29.554,34.095,38.645,43.2,47.726,52.222,56.714,60.027,62.933,65.037,66.677,67.905,68.795,69.442,70.012,70.655,71.37,72.16,73.026,73.994
E01000066,High,Electric Engagement,I&C battery capacity,kW,0.005,0.476,0.981,1.617,2.378,3.248,4.203,5.202,6.203,7.205,8.209,9.212,10.208,11.195,12.181,12.972,13.659,14.133,14.481,14.716,14.857,14.929,14.979,15.049,15.14,15.252,15.385,15.548
E01000067,High,Electric Engagement,I&C battery capacity,kW,0.003,0.255,0.525,0.865,1.272,1.737,2.248,2.782,3.317,3.853,4.389,4.925,5.457,5.984,6.511,6.933,7.3,7.553,7.739,7.864,7.938,7.977,8.003,8.04,8.088,8.147,8.218,8.304
E01000068,High,Electric Engagement,I&C battery capacity,kW,0.004,0.356,0.733,1.21,1.778,2.428,3.142,3.888,4.635,5.384,6.132,6.881,7.624,8.36,9.095,9.684,10.197,10.549,10.808,10.982,11.086,11.139,11.175,11.227,11.293,11.375,11.472,11.592
E01000069,High,Electric Engagement,I&C battery capacity,kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000070,High,Electric Engagement,I&C battery capacity,kW,0.014,1.259,2.591,4.27,6.272,8.558,11.068,13.687,16.306,18.927,21.547,24.164,26.755,29.321,31.88,33.929,35.707,36.927,37.817,38.412,38.761,38.932,39.04,39.2,39.409,39.671,39.985,40.373
E01000071,High,Electric Engagement,I&C battery capacity,kW,0.008,0.748,1.541,2.542,3.737,5.103,6.605,8.175,9.747,11.322,12.899,14.476,16.041,17.592,19.141,20.384,21.465,22.21,22.756,23.125,23.346,23.46,23.538,23.649,23.791,23.967,24.177,24.433
E01000072,High,Electric Engagement,I&C battery capacity,kW,0.012,1.111,2.289,3.776,5.551,7.581,9.812,12.143,14.478,16.817,19.159,21.501,23.824,26.127,28.428,30.273,31.875,32.978,33.786,34.329,34.654,34.82,34.933,35.097,35.309,35.572,35.887,36.272
E01000073,High,Electric Engagement,I&C battery capacity,kW,0.007,0.653,1.344,2.216,3.257,4.448,5.756,7.122,8.49,9.861,11.232,12.603,13.963,15.311,16.656,17.735,18.672,19.316,19.788,20.104,20.293,20.389,20.453,20.546,20.667,20.818,20.998,21.219
E01000074,High,Electric Engagement,I&C battery capacity,kW,0.003,0.23,0.473,0.781,1.148,1.567,2.028,2.509,2.992,3.475,3.958,4.441,4.92,5.395,5.87,6.25,6.58,6.808,6.974,7.086,7.152,7.186,7.209,7.242,7.285,7.338,7.402,7.48
E01000075,High,Electric Engagement,I&C battery capacity,kW,0.015,1.309,2.695,4.446,6.536,8.927,11.554,14.3,17.049,19.805,22.563,25.322,28.058,30.771,33.48,35.654,37.542,38.841,39.793,40.434,40.817,41.013,41.147,41.34,41.591,41.901,42.273,42.727
E01000076,High,Electric Engagement,I&C battery capacity,kW,0.005,0.419,0.864,1.425,2.096,2.862,3.706,4.587,5.469,6.354,7.24,8.127,9.006,9.878,10.749,11.448,12.056,12.474,12.78,12.987,13.111,13.175,13.219,13.282,13.365,13.466,13.588,13.737
E01000077,High,Electric Engagement,I&C battery capacity,kW,0.002,0.212,0.436,0.719,1.056,1.443,1.867,2.31,2.754,3.198,3.643,4.088,4.529,4.966,5.402,5.752,6.056,6.265,6.418,6.52,6.582,6.613,6.633,6.664,6.703,6.752,6.81,6.882
E01000078,High,Electric Engagement,I&C battery capacity,kW,0.06,1.063,1.98,3.089,4.375,5.816,7.377,8.998,10.623,12.251,13.881,15.512,17.132,18.739,20.345,21.526,22.56,23.307,23.886,24.317,24.627,24.851,25.047,25.269,25.518,25.793,26.096,26.436
E01000079,High,Electric Engagement,I&C battery capacity,kW,0.117,2.076,3.869,6.039,8.555,11.376,14.435,17.613,20.8,23.996,27.198,30.405,33.591,36.756,39.919,42.251,44.297,45.779,46.934,47.8,48.427,48.884,49.286,49.739,50.244,50.801,51.411,52.093
E01000080,High,Electric Engagement,I&C battery capacity,kW,0.085,1.504,2.804,4.376,6.2,8.243,10.46,12.763,15.072,17.388,19.709,22.032,24.341,26.635,28.927,30.617,32.099,33.174,34.01,34.638,35.092,35.423,35.714,36.043,36.408,36.812,37.254,37.749
E01000081,High,Electric Engagement,I&C battery capacity,kW,0.015,0.271,0.505,0.788,1.116,1.484,1.883,2.297,2.713,3.13,3.548,3.966,4.381,4.794,5.207,5.511,5.778,5.971,6.122,6.235,6.317,6.376,6.429,6.488,6.554,6.626,6.706,6.795
E01000082,High,Electric Engagement,I&C battery capacity,kW,0.167,2.976,5.543,8.645,12.24,16.264,20.623,25.144,29.672,34.207,38.743,43.279,47.779,52.243,56.697,59.963,62.818,64.867,66.45,67.622,68.456,69.049,69.566,70.158,70.823,71.564,72.381,73.302
E01000083,High,Electric Engagement,I&C battery capacity,kW,0.105,1.873,3.488,5.439,7.701,10.232,12.974,15.819,18.667,21.519,24.373,27.225,30.056,32.863,35.664,37.718,39.513,40.801,41.796,42.532,43.056,43.428,43.752,44.124,44.541,45.007,45.52,46.098
E01000084,High,Electric Engagement,I&C battery capacity,kW,0.045,0.809,1.508,2.352,3.332,4.43,5.619,6.854,8.092,9.333,10.576,11.819,13.054,14.279,15.503,16.403,17.191,17.759,18.2,18.528,18.764,18.934,19.083,19.253,19.443,19.655,19.887,20.148
E01000085,High,Electric Engagement,I&C battery capacity,kW,0.06,1.07,1.995,3.115,4.414,5.87,7.449,9.09,10.736,12.387,14.042,15.699,17.346,18.982,20.617,21.823,22.88,23.646,24.243,24.69,25.015,25.251,25.46,25.697,25.96,26.251,26.571,26.928
E01000086,High,Electric Engagement,I&C battery capacity,kW,0.042,0.746,1.39,2.169,3.072,4.084,5.181,6.32,7.462,8.606,9.752,10.899,12.038,13.169,14.298,15.128,15.855,16.378,16.785,17.087,17.304,17.461,17.599,17.756,17.932,18.128,18.343,18.585
E01000087,High,Electric Engagement,I&C battery capacity,kW,0.149,2.646,4.933,7.701,10.912,14.512,18.416,22.473,26.543,30.625,34.715,38.812,42.883,46.927,50.97,53.951,56.565,58.458,59.933,61.039,61.841,62.426,62.942,63.527,64.178,64.897,65.687,66.57
E01000088,High,Electric Engagement,I&C battery capacity,kW,0.037,0.654,1.219,1.903,2.697,3.587,4.552,5.555,6.561,7.57,8.581,9.594,10.6,11.6,12.6,13.336,13.983,14.451,14.815,15.089,15.287,15.432,15.56,15.704,15.865,16.043,16.238,16.457
E01000089,High,Electric Engagement,I&C battery capacity,kW,0.042,0.743,1.386,2.163,3.065,4.076,5.173,6.312,7.455,8.602,9.751,10.901,12.045,13.181,14.317,15.154,15.888,16.42,16.834,17.145,17.37,17.535,17.68,17.844,18.027,18.229,18.451,18.699
E01000090,High,Electric Engagement,I&C battery capacity,kW,0.102,1.817,3.386,5.285,7.488,9.956,12.632,15.412,18.2,20.995,23.795,26.598,29.382,32.147,34.91,36.944,38.726,40.014,41.015,41.763,42.303,42.694,43.039,43.43,43.868,44.353,44.886,45.484
E01000091,High,Electric Engagement,I&C battery capacity,kW,0.019,1.671,3.447,5.697,8.391,11.478,14.88,18.443,22.022,25.617,29.226,32.846,36.445,40.024,43.608,46.49,49.002,50.739,52.02,52.894,53.433,53.729,53.954,54.266,54.667,55.158,55.742,56.447
E01000093,High,Electric Engagement,I&C battery capacity,kW,0.017,1.55,3.198,5.285,7.784,10.649,13.805,17.11,20.43,23.766,27.114,30.471,33.811,37.131,40.455,43.129,45.459,47.071,48.26,49.071,49.57,49.845,50.053,50.344,50.715,51.17,51.712,52.366
E01000094,High,Electric Engagement,I&C battery capacity,kW,0.011,1.027,2.118,3.501,5.156,7.053,9.143,11.333,13.531,15.741,17.958,20.182,22.394,24.593,26.795,28.566,30.11,31.177,31.964,32.501,32.832,33.014,33.152,33.344,33.59,33.892,34.251,34.684
E01000095,High,Electric Engagement,I&C battery capacity,kW,0.024,2.143,4.418,7.295,10.735,14.674,19.009,23.544,28.093,32.658,37.234,41.818,46.371,50.892,55.414,59.046,62.205,64.385,65.987,67.073,67.732,68.083,68.338,68.699,69.165,69.739,70.424,71.256
E01000096,High,Electric Engagement,I&C battery capacity,kW,0.039,3.537,7.297,12.059,17.758,24.29,31.486,39.021,46.588,54.19,61.819,69.468,77.074,84.635,92.205,98.293,103.597,107.264,109.968,111.81,112.943,113.565,114.033,114.686,115.522,116.549,117.771,119.247
E01000097,High,Electric Engagement,I&C battery capacity,kW,0.076,1.354,2.522,3.934,5.57,7.402,9.386,11.445,13.506,15.57,17.636,19.701,21.75,23.782,25.81,27.296,28.594,29.525,30.243,30.773,31.15,31.418,31.652,31.921,32.224,32.562,32.936,33.359
E01000098,High,Electric Engagement,I&C battery capacity,kW,0.029,0.519,0.966,1.506,2.133,2.834,3.593,4.381,5.17,5.96,6.75,7.541,8.325,9.102,9.878,10.447,10.944,11.301,11.576,11.78,11.925,12.027,12.117,12.22,12.336,12.465,12.607,12.768
E01000099,High,Electric Engagement,I&C battery capacity,kW,0.216,3.837,7.148,11.149,15.785,20.975,26.597,32.43,38.27,44.119,49.972,55.822,61.628,67.385,73.131,77.341,81.019,83.657,85.692,87.197,88.266,89.025,89.688,90.45,91.309,92.267,93.325,94.519
E01000100,High,Electric Engagement,I&C battery capacity,kW,0.096,1.715,3.195,4.983,7.055,9.374,11.886,14.492,17.101,19.715,22.329,24.943,27.536,30.108,32.674,34.556,36.2,37.38,38.291,38.965,39.445,39.785,40.082,40.423,40.806,41.232,41.703,42.233
E01000101,High,Electric Engagement,I&C battery capacity,kW,0.065,1.163,2.166,3.378,4.783,6.355,8.058,9.824,11.593,13.365,15.137,16.909,18.667,20.411,22.151,23.426,24.541,25.341,25.958,26.415,26.74,26.971,27.172,27.403,27.663,27.952,28.271,28.631
E01000102,High,Electric Engagement,I&C battery capacity,kW,0.207,3.684,6.861,10.7,15.149,20.129,25.523,31.119,36.722,42.333,47.946,53.558,59.126,64.648,70.159,74.2,77.73,80.264,82.222,83.67,84.7,85.432,86.069,86.8,87.622,88.538,89.547,90.685
E01000103,High,Electric Engagement,I&C battery capacity,kW,0.063,1.13,2.106,3.288,4.659,6.196,7.863,9.595,11.333,13.076,14.822,16.571,18.309,20.036,21.763,23.035,24.152,24.96,25.59,26.062,26.405,26.654,26.875,27.124,27.403,27.71,28.047,28.424
E01000104,High,Electric Engagement,I&C battery capacity,kW,0.162,2.885,5.377,8.391,11.887,15.804,20.051,24.461,28.882,33.314,37.753,42.196,46.609,50.99,55.366,58.585,61.403,63.435,65.013,66.19,67.036,67.648,68.186,68.799,69.486,70.248,71.087,72.029
E01000105,High,Electric Engagement,I&C battery capacity,kW,0.239,4.254,7.927,12.369,17.52,23.29,29.544,36.036,42.542,49.063,55.591,62.123,68.608,75.045,81.473,86.193,90.323,93.295,95.597,97.307,98.533,99.414,100.187,101.072,102.066,103.173,104.392,105.764
E01000106,High,Electric Engagement,I&C battery capacity,kW,0.267,4.76,8.87,13.84,19.604,26.06,33.058,40.324,47.605,54.902,62.209,69.519,76.778,83.983,91.178,96.463,101.086,104.415,106.993,108.91,110.285,111.273,112.141,113.134,114.248,115.488,116.855,118.392
