LSOA21CD,GSP,Scenario_world,Scenario,Parameter,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000590,Mill Hill and Hendon,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000591,Mill Hill and Hendon,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000592,Mill Hill and Hendon,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000593,Mill Hill and Hendon,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000594,Mill Hill and Hendon,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000595,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000596,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000599,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000601,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000602,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000603,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000604,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000605,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000606,Elstree 1&2 and 8&9 and Watford South 3A&3B,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000607,Elstree 1&2 and 8&9 and Watford South 3A&3B,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000608,Watford South 2 and 4,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000609,Watford South 2 and 4,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000610,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000611,Elstree 1&2 and 8&9 and Watford South 3A&3B,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000612,Elstree 1&2 and 8&9 and Watford South 3A&3B,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000613,Elstree 1&2 and 8&9 and Watford South 3A&3B,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000615,Willesden,Counterfactual,Low,BEV coaches,0,1,0,2,3,3,5,5,7,8,10,10,12,12,13,13,14,14,14,14,15,14,15,15,15,15,15,15
E01000616,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000617,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000618,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000619,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000620,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000621,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000622,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000623,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000624,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000625,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000626,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000627,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000628,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000629,Mill Hill and Hendon,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000630,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000631,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000632,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000633,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000634,Elstree 1&2 and 8&9 and Watford South 3A&3B,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000636,Willesden,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000637,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000638,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000639,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000640,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000641,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000642,Acton Lane 22kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000643,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000644,Willesden Grid 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000645,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000646,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000647,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000648,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000649,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000650,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000651,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000652,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000653,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000654,Beddington SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000655,Beddington SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000656,Beddington SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000657,Beddington SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000658,Beddington SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000659,Beddington SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000661,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000662,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000663,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000664,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000665,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000666,Northfleet SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000667,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000668,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000669,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000670,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000671,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000672,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000673,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000674,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000676,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000677,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000678,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000679,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000680,Northfleet SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000681,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000682,Northfleet SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000683,Northfleet SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000684,Northfleet SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000685,Northfleet SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000686,Northfleet SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000687,Northfleet SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000688,Northfleet SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000689,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,1,0,0,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
E01000690,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000691,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000692,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000693,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000694,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000695,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000696,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000697,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000698,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000699,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000700,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000701,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000702,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000703,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000704,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000705,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000706,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000707,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000708,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000709,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000710,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000711,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000712,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000713,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000714,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000715,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000716,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000717,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000718,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000719,Littlebrook 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000720,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000721,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000722,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000723,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000724,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000725,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000726,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000727,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000728,Littlebrook 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000729,Littlebrook 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000730,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000731,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000732,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000733,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000734,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000735,Littlebrook 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000736,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000737,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000738,Littlebrook 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000739,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000741,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000742,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000743,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000744,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000745,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000746,Beddington 132kV Hurst 132kV,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000747,Beddington SGT,Counterfactual,Low,BEV coaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
