LSOA21CD,Parameter,Scenario_world,Scenario,Unit,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000427,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.461,1.538,2.794,4.175,5.825,7.035,8.958,10.112,12.06,14.281,14.617,17.082,19.246,22.75,26.283,30.395,34.677,39.343,44.04,48.764,54.588,58.894,63.109,68.416,72.421
E01000428,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.035,0.118,0.215,0.321,0.448,0.541,0.689,0.778,0.928,1.099,1.125,1.314,1.481,1.751,2.023,2.339,2.668,3.027,3.389,3.752,4.201,4.532,4.856,5.265,5.573
E01000429,Domestic battery capacity,Hydrogen Evolution,Medium,kW,5.993,7.123,8.433,9.428,9.969,10.599,11.293,12.121,12.728,13.694,14.273,15.251,16.366,16.535,17.772,18.859,20.618,22.392,24.456,26.606,28.948,31.306,33.678,36.602,38.763,40.88,43.544,45.555
E01000430,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.344,1.147,2.084,3.114,4.345,5.248,6.682,7.543,8.996,10.653,10.903,12.742,14.356,16.97,19.606,22.672,25.867,29.348,32.851,36.375,40.719,43.931,47.076,51.034,54.021
E01000431,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.32,1.066,1.936,2.893,4.036,4.874,6.206,7.006,8.356,9.895,10.127,11.835,13.335,15.763,18.211,21.059,24.026,27.259,30.514,33.787,37.822,40.805,43.726,47.403,50.178
E01000433,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.17,0.568,1.032,1.542,2.151,2.598,3.308,3.734,4.454,5.274,5.398,6.309,7.108,8.402,9.707,11.225,12.807,14.53,16.265,18.009,20.16,21.75,23.307,25.267,26.746
E01000434,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.329,1.097,1.993,2.979,4.155,5.019,6.39,7.213,8.603,10.188,10.427,12.186,13.73,16.23,18.75,21.683,24.738,28.067,31.417,34.787,38.942,42.014,45.021,48.807,51.664
E01000435,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.227,0.759,1.378,2.059,2.873,3.47,4.418,4.987,5.948,7.043,7.209,8.425,9.492,11.22,12.963,14.991,17.103,19.404,21.72,24.05,26.923,29.046,31.125,33.743,35.718
E01000436,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.589,1.964,3.567,5.33,7.436,8.981,11.435,12.908,15.396,18.231,18.659,21.806,24.569,29.042,33.553,38.801,44.268,50.225,56.22,62.251,69.686,75.182,80.564,87.339,92.451
E01000437,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.335,1.119,2.032,3.037,4.237,5.117,6.515,7.355,8.772,10.387,10.632,12.425,13.999,16.547,19.117,22.108,25.223,28.617,32.033,35.469,39.705,42.837,45.903,49.763,52.676
E01000438,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.262,0.874,1.588,2.373,3.31,3.998,5.091,5.747,6.854,8.116,8.307,9.708,10.938,12.93,14.938,17.274,19.708,22.36,25.029,27.714,31.024,33.471,35.867,38.883,41.159
E01000439,Domestic battery capacity,Hydrogen Evolution,Medium,kW,3.063,3.641,4.31,5.185,6.317,7.636,9.087,10.82,12.092,14.112,15.324,17.371,19.704,20.057,22.647,24.921,28.602,32.315,36.634,41.133,46.036,50.97,55.933,62.053,66.576,71.005,76.581,80.788
E01000440,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.408,1.362,2.474,3.696,5.156,6.228,7.93,8.952,10.676,12.642,12.94,15.122,17.038,20.14,23.268,26.907,30.699,34.829,38.987,43.169,48.325,52.137,55.869,60.567,64.112
E01000441,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.376,1.256,2.281,3.408,4.754,5.742,7.312,8.254,9.844,11.657,11.931,13.944,15.71,18.57,21.455,24.81,28.306,32.115,35.949,39.805,44.559,48.074,51.515,55.847,59.116
E01000442,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.32,1.068,1.94,2.899,4.043,4.884,6.219,7.02,8.372,9.914,10.147,11.858,13.361,15.793,18.246,21.1,24.073,27.312,30.573,33.852,37.896,40.885,43.811,47.495,50.275
E01000443,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.243,0.812,1.474,2.203,3.073,3.712,4.726,5.335,6.363,7.535,7.712,9.013,10.155,12.004,13.868,16.037,18.296,20.758,23.237,25.729,28.802,31.074,33.298,36.098,38.211
E01000444,Domestic battery capacity,Hydrogen Evolution,Medium,kW,3.996,4.749,5.622,6.476,7.281,8.22,9.253,10.486,11.391,12.828,13.691,15.148,16.808,17.059,18.902,20.521,23.14,25.782,28.856,32.058,35.546,39.058,42.59,46.945,50.164,53.316,57.283,60.277
E01000445,Domestic battery capacity,Hydrogen Evolution,Medium,kW,11.371,13.514,15.999,18.018,19.349,20.901,22.609,24.647,26.143,28.52,29.946,32.354,35.099,35.515,38.562,41.237,45.568,49.935,55.017,60.31,66.077,71.883,77.722,84.921,90.242,95.453,102.013,106.963
E01000446,Domestic battery capacity,Hydrogen Evolution,Medium,kW,3.063,3.641,4.31,4.986,5.654,6.432,7.288,8.311,9.061,10.253,10.968,12.176,13.552,13.761,15.289,16.63,18.802,20.992,23.54,26.195,29.087,31.998,34.926,38.537,41.205,43.818,47.108,49.59
E01000447,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.322,1.073,1.949,2.913,4.063,4.908,6.249,7.054,8.413,9.962,10.197,11.916,13.426,15.87,18.335,21.203,24.191,27.446,30.722,34.018,38.081,41.084,44.025,47.727,50.521
E01000448,Domestic battery capacity,Hydrogen Evolution,Medium,kW,5.993,7.123,8.433,9.456,10.063,10.771,11.549,12.478,13.16,14.244,14.894,15.992,17.243,17.433,18.822,20.041,22.015,24.006,26.323,28.736,31.365,34.012,36.673,39.955,42.381,44.756,47.747,50.003
E01000449,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.466,1.555,2.825,4.222,5.89,7.114,9.058,10.225,12.195,14.441,14.78,17.273,19.462,23.005,26.578,30.735,35.065,39.783,44.533,49.31,55.199,59.553,63.816,69.182,73.231
E01000450,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.997,3.562,4.217,5.067,6.161,7.436,8.839,10.514,11.743,13.696,14.868,16.846,19.102,19.443,21.946,24.145,27.703,31.291,35.467,39.816,44.555,49.325,54.122,60.037,64.41,68.692,74.081,78.148
E01000451,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.288,0.961,1.745,2.608,3.638,4.394,5.596,6.316,7.533,8.921,9.13,10.67,12.022,14.211,16.418,18.986,21.661,24.576,27.51,30.461,34.099,36.788,39.422,42.737,45.238
E01000452,Domestic battery capacity,Hydrogen Evolution,Medium,kW,4.162,4.947,5.856,6.777,7.69,8.754,9.924,11.321,12.346,13.975,14.953,16.603,18.485,18.769,20.858,22.691,25.66,28.653,32.136,35.764,39.717,43.696,47.698,52.632,56.28,59.851,64.347,67.74
E01000453,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.32,1.069,1.941,2.9,4.046,4.887,6.223,7.024,8.378,9.92,10.154,11.866,13.369,15.803,18.258,21.114,24.088,27.33,30.593,33.874,37.92,40.911,43.839,47.526,50.307
E01000454,Domestic battery capacity,Hydrogen Evolution,Medium,kW,7.225,8.587,10.167,11.48,12.399,13.471,14.649,16.056,17.088,18.729,19.713,21.375,23.27,23.557,25.66,27.506,30.495,33.51,37.017,40.67,44.651,48.658,52.688,57.657,61.33,64.926,69.454,72.87
E01000455,Domestic battery capacity,Hydrogen Evolution,Medium,kW,4.162,4.947,5.856,6.661,7.304,8.052,8.876,9.859,10.581,11.727,12.415,13.576,14.9,15.101,16.57,17.861,19.95,22.056,24.507,27.06,29.842,32.642,35.459,38.931,41.498,44.011,47.175,49.562
E01000456,Domestic battery capacity,Hydrogen Evolution,Medium,kW,4.162,4.947,5.856,6.6,7.098,7.678,8.316,9.079,9.638,10.527,11.06,11.961,12.988,13.143,14.282,15.283,16.902,18.536,20.436,22.415,24.572,26.743,28.927,31.619,33.609,35.558,38.011,39.862
E01000457,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.261,0.87,1.58,2.361,3.294,3.978,5.066,5.718,6.82,8.076,8.266,9.66,10.884,12.865,14.863,17.188,19.61,22.249,24.905,27.576,30.87,33.304,35.688,38.69,40.954
E01000458,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.12,0.401,0.729,1.089,1.519,1.835,2.337,2.638,3.146,3.725,3.813,4.456,5.021,5.935,6.856,7.929,9.046,10.263,11.488,12.721,14.24,15.363,16.463,17.847,18.892
E01000459,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.497,2.968,3.514,4.146,4.88,5.736,6.677,7.801,8.626,9.936,10.722,12.05,13.563,13.792,15.472,16.947,19.334,21.742,24.543,27.461,30.641,33.842,37.061,41.029,43.963,46.836,50.452,53.181
E01000460,Domestic battery capacity,Hydrogen Evolution,Medium,kW,13.052,15.513,18.365,20.477,21.526,22.748,24.093,25.698,26.877,28.749,29.872,31.769,33.931,34.258,36.658,38.765,42.176,45.616,49.619,53.788,58.331,62.903,67.502,73.172,77.364,81.468,86.635,90.534
E01000461,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.427,1.425,2.588,3.867,5.394,6.515,8.296,9.365,11.169,13.226,13.537,15.82,17.825,21.07,24.342,28.15,32.116,36.437,40.787,45.162,50.556,54.543,58.448,63.363,67.072
E01000462,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.222,0.74,1.344,2.008,2.801,3.383,4.307,4.862,5.799,6.867,7.029,8.214,9.255,10.94,12.639,14.616,16.675,18.919,21.177,23.449,26.249,28.32,30.347,32.899,34.824
E01000463,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.297,0.991,1.801,2.691,3.754,4.534,5.773,6.517,7.773,9.204,9.42,11.009,12.404,14.662,16.939,19.589,22.349,25.356,28.383,31.428,35.181,37.956,40.673,44.093,46.674
E01000464,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.252,0.84,1.526,2.281,3.181,3.842,4.893,5.523,6.587,7.8,7.984,9.33,10.512,12.426,14.356,16.601,18.94,21.489,24.054,26.634,29.816,32.167,34.47,37.369,39.556
E01000465,Domestic battery capacity,Hydrogen Evolution,Medium,kW,1.998,2.374,2.811,3.329,3.944,4.66,5.449,6.39,7.081,8.178,8.837,9.949,11.217,11.408,12.815,14.051,16.051,18.068,20.414,22.858,25.522,28.203,30.899,34.223,36.681,39.087,42.116,44.402
E01000466,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.287,0.958,1.74,2.6,3.628,4.381,5.579,6.297,7.511,8.894,9.103,10.638,11.986,14.169,16.369,18.93,21.597,24.503,27.428,30.37,33.997,36.679,39.304,42.609,45.103
E01000467,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.997,3.562,4.217,4.911,5.64,6.49,7.426,8.543,9.362,10.664,11.446,12.765,14.269,14.496,16.166,17.631,20.004,22.397,25.181,28.081,31.241,34.421,37.62,41.564,44.48,47.335,50.928,53.64
E01000468,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.511,1.704,3.096,4.626,6.454,7.795,9.925,11.204,13.363,15.823,16.196,18.927,21.325,25.207,29.122,33.678,38.422,43.593,48.797,54.031,60.484,65.255,69.926,75.806,80.243
E01000469,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.217,0.723,1.314,1.963,2.738,3.307,4.211,4.754,5.67,6.714,6.872,8.031,9.048,10.696,12.357,14.29,16.303,18.497,20.705,22.926,25.664,27.688,29.67,32.165,34.048
E01000470,Domestic battery capacity,Hydrogen Evolution,Medium,kW,5.494,6.53,7.73,8.442,8.47,8.502,8.537,8.58,8.611,8.66,8.69,8.74,8.797,8.806,8.869,8.925,9.015,9.106,9.211,9.321,9.441,9.562,9.684,9.833,9.944,10.052,10.189,10.292
E01000471,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,1.392,4.587,8.236,12.334,16.957,21.062,26.225,29.913,35.109,40.251,42.245,47.54,52.38,58.82,65.157,73.584,81.836,91.228,99.874,108.653,119.484,126.014,132.67,140.611,146.553
E01000472,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.245,0.807,1.449,2.17,2.984,3.706,4.615,5.264,6.178,7.083,7.434,8.365,9.217,10.35,11.466,12.948,14.401,16.053,17.575,19.119,21.025,22.174,23.346,24.743,25.789
E01000473,Domestic battery capacity,Hydrogen Evolution,Medium,kW,3.66,4.97,6.472,8.14,9.987,12.096,14.465,17.137,19.51,22.494,24.625,27.629,30.601,31.753,34.813,37.611,41.333,44.996,49.867,54.637,60.066,65.063,70.137,76.397,80.172,84.019,88.609,92.043
E01000474,Domestic battery capacity,Hydrogen Evolution,Medium,kW,3.66,4.97,6.472,8.42,10.908,13.75,16.942,20.543,23.74,27.761,30.633,34.68,38.684,40.238,44.361,48.131,53.146,58.082,64.645,71.073,78.387,85.121,91.958,100.394,105.479,110.663,116.848,121.476
E01000475,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.867,2.857,5.13,7.684,10.564,13.121,16.337,18.635,21.872,25.075,26.317,29.615,32.631,36.642,40.59,45.84,50.981,56.832,62.218,67.687,74.434,78.502,82.648,87.596,91.297
E01000476,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,1.689,5.565,9.991,14.963,20.573,25.553,31.816,36.29,42.594,48.832,51.252,57.675,63.547,71.359,79.048,89.272,99.283,110.677,121.166,131.817,144.956,152.879,160.953,170.588,177.797
E01000477,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.155,0.519,0.942,1.408,1.964,2.372,3.02,3.409,4.066,4.815,4.928,5.76,6.489,7.671,8.862,10.248,11.692,13.266,14.849,16.442,18.406,19.857,21.279,23.068,24.419
E01000478,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.323,1.065,1.912,2.863,3.936,4.889,6.087,6.943,8.149,9.343,9.806,11.035,12.158,13.653,15.124,17.08,18.995,21.175,23.182,25.22,27.734,29.249,30.794,32.637,34.017
E01000479,Domestic battery capacity,Hydrogen Evolution,Medium,kW,26.353,35.781,46.6,53.686,55.681,57.961,60.521,63.409,65.973,69.198,71.502,74.748,77.96,79.206,82.513,85.537,89.56,93.519,98.783,103.938,109.805,115.206,120.69,127.456,131.535,135.692,140.653,144.365
E01000480,Domestic battery capacity,Hydrogen Evolution,Medium,kW,3.66,4.97,6.472,8.31,10.545,13.098,15.966,19.201,22.074,25.686,28.267,31.903,35.5,36.896,40.601,43.987,48.493,52.928,58.825,64.599,71.171,77.221,83.364,90.942,95.511,100.169,105.725,109.883
E01000481,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.385,1.268,2.277,3.41,4.688,5.823,7.25,8.27,9.706,11.128,11.679,13.143,14.481,16.261,18.013,20.343,22.625,25.221,27.611,30.038,33.033,34.838,36.678,38.873,40.516
E01000483,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.701,2.308,4.144,6.206,8.533,10.599,13.196,15.052,17.667,20.254,21.258,23.922,26.358,29.598,32.787,37.028,41.18,45.906,50.257,54.674,60.124,63.41,66.759,70.755,73.745
E01000484,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.694,3.658,4.764,5.754,6.567,7.496,8.54,9.717,10.763,12.077,13.016,14.34,15.649,16.157,17.505,18.737,20.377,21.991,24.137,26.239,28.63,30.832,33.067,35.825,37.488,39.183,41.205,42.719
E01000485,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,1.107,3.645,6.545,9.802,13.476,16.738,20.841,23.772,27.901,31.987,33.572,37.78,41.626,46.744,51.78,58.477,65.035,72.499,79.37,86.347,94.954,100.143,105.432,111.743,116.466
E01000486,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.635,3.578,4.66,6.414,9.011,11.978,15.311,19.07,22.408,26.606,29.605,33.83,38.011,39.633,43.938,47.873,53.11,58.263,65.116,71.826,79.462,86.493,93.631,102.438,107.748,113.16,119.617,124.449
E01000487,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.743,2.447,4.393,6.579,9.046,11.235,13.989,15.956,18.728,21.471,22.535,25.359,27.941,31.376,34.757,39.252,43.654,48.664,53.276,57.959,63.736,67.219,70.77,75.006,78.176
E01000488,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.18,0.6,1.089,1.627,2.27,2.742,3.491,3.941,4.701,5.566,5.697,6.658,7.502,8.867,10.245,11.847,13.516,15.335,17.166,19.007,21.277,22.955,24.598,26.667,28.228
E01000489,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.997,3.562,4.217,4.817,5.327,5.921,6.575,7.356,7.929,8.839,9.386,10.308,11.36,11.519,12.686,13.711,15.37,17.042,18.989,21.016,23.226,25.45,27.686,30.444,32.482,34.478,36.991,38.887
E01000490,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.023,0.077,0.139,0.208,0.29,0.35,0.446,0.503,0.6,0.711,0.727,0.85,0.958,1.132,1.308,1.513,1.726,1.958,2.192,2.427,2.716,2.931,3.141,3.405,3.604
E01000491,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.125,0.416,0.756,1.13,1.576,1.904,2.424,2.737,3.264,3.865,3.956,4.623,5.209,6.157,7.114,8.226,9.385,10.648,11.92,13.198,14.774,15.94,17.081,18.517,19.601
E01000492,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.228,0.76,1.38,2.062,2.876,3.474,4.423,4.993,5.955,7.052,7.218,8.435,9.504,11.234,12.979,15.009,17.124,19.428,21.747,24.08,26.956,29.082,31.164,33.785,35.762
E01000493,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.108,0.36,0.653,0.976,1.362,1.645,2.095,2.364,2.82,3.339,3.418,3.994,4.5,5.32,6.146,7.107,8.108,9.2,10.298,11.402,12.764,13.771,14.757,15.998,16.934
E01000494,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.092,0.308,0.559,0.836,1.166,1.408,1.793,2.024,2.414,2.858,2.925,3.419,3.852,4.553,5.26,6.083,6.94,7.874,8.814,9.76,10.925,11.787,12.631,13.693,14.494
E01000495,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.029,0.095,0.173,0.259,0.361,0.436,0.555,0.627,0.748,0.886,0.906,1.059,1.193,1.411,1.63,1.885,2.15,2.44,2.731,3.024,3.385,3.652,3.913,4.242,4.491
E01000497,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.424,1.414,2.568,3.837,5.353,6.465,8.232,9.292,11.083,13.123,13.432,15.698,17.687,20.906,24.153,27.931,31.867,36.155,40.471,44.812,50.164,54.121,57.995,62.872,66.552
E01000498,Domestic battery capacity,Hydrogen Evolution,Medium,kW,4.994,5.936,7.028,7.675,7.702,7.733,7.767,7.808,7.838,7.886,7.915,7.963,8.018,8.027,8.088,8.141,8.228,8.316,8.418,8.525,8.64,8.757,8.874,9.019,9.126,9.23,9.362,9.461
E01000499,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.23,0.768,1.394,2.084,2.907,3.511,4.47,5.046,6.018,7.126,7.294,8.524,9.604,11.353,13.116,15.168,17.305,19.633,21.977,24.334,27.241,29.389,31.493,34.141,36.14
E01000501,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.081,0.271,0.492,0.736,1.026,1.24,1.579,1.782,2.125,2.517,2.576,3.01,3.392,4.009,4.632,5.357,6.111,6.934,7.761,8.594,9.62,10.379,11.122,12.057,12.763
E01000502,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.28,0.933,1.695,2.533,3.534,4.268,5.434,6.134,7.316,8.664,8.867,10.363,11.676,13.802,15.945,18.439,21.037,23.868,26.717,29.583,33.116,35.728,38.286,41.505,43.935
E01000503,Domestic battery capacity,Hydrogen Evolution,Medium,kW,3.063,3.641,4.31,4.924,5.447,6.057,6.727,7.528,8.115,9.049,9.609,10.555,11.633,11.796,12.992,14.043,15.744,17.459,19.454,21.533,23.798,26.078,28.371,31.198,33.288,35.335,37.911,39.855
E01000504,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.997,3.562,4.217,4.851,5.443,6.132,6.89,7.795,8.459,9.515,10.148,11.217,12.436,12.62,13.973,15.161,17.084,19.023,21.28,23.63,26.191,28.769,31.361,34.558,36.921,39.235,42.147,44.345
E01000505,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.462,1.542,2.802,4.187,5.84,7.054,8.982,10.139,12.093,14.319,14.656,17.128,19.298,22.812,26.354,30.477,34.771,39.449,44.159,48.896,54.736,59.053,63.28,68.601,72.617
E01000506,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.124,0.413,0.75,1.121,1.564,1.889,2.405,2.715,3.238,3.834,3.924,4.586,5.167,6.108,7.056,8.16,9.31,10.562,11.823,13.092,14.655,15.811,16.943,18.368,19.443
E01000507,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.146,0.487,0.884,1.321,1.843,2.227,2.835,3.2,3.817,4.52,4.626,5.406,6.091,7.2,8.319,9.62,10.975,12.452,13.939,15.434,17.277,18.64,19.974,21.654,22.921
E01000508,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.298,0.995,1.807,2.701,3.768,4.551,5.794,6.541,7.801,9.238,9.455,11.05,12.45,14.716,17.002,19.661,22.431,25.45,28.488,31.544,35.311,38.096,40.823,44.256,46.847
E01000509,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.124,0.414,0.752,1.124,1.567,1.893,2.411,2.721,3.245,3.843,3.933,4.597,5.179,6.122,7.073,8.179,9.332,10.587,11.851,13.123,14.69,15.849,16.983,18.411,19.489
E01000510,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.096,0.319,0.579,0.866,1.208,1.459,1.857,2.097,2.5,2.961,3.031,3.542,3.99,4.717,5.45,6.302,7.19,8.157,9.131,10.111,11.318,12.211,13.085,14.185,15.016
E01000511,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.997,3.562,4.217,4.722,5.01,5.347,5.717,6.159,6.483,6.998,7.307,7.829,8.424,8.514,9.175,9.755,10.694,11.64,12.742,13.889,15.139,16.398,17.663,19.224,20.377,21.507,22.929,24.001
E01000512,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.372,1.241,2.253,3.367,4.697,5.674,7.224,8.155,9.726,11.517,11.788,13.776,15.522,18.347,21.197,24.513,27.966,31.729,35.517,39.327,44.024,47.496,50.896,55.176,58.406
E01000513,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,1.666,5.489,9.856,14.76,20.293,25.206,31.384,35.798,42.016,48.169,50.556,56.892,62.684,70.391,77.975,88.06,97.936,109.175,119.522,130.028,142.989,150.803,158.769,168.272,175.383
E01000514,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.445,1.466,2.632,3.941,5.418,6.73,8.38,9.558,11.219,12.861,13.499,15.19,16.737,18.795,20.82,23.513,26.149,29.15,31.913,34.718,38.179,40.265,42.392,44.93,46.828
E01000515,Domestic battery capacity,Hydrogen Evolution,Medium,kW,5.856,7.951,10.356,12.218,13.322,14.583,15.999,17.597,19.016,20.8,22.075,23.87,25.647,26.336,28.166,29.839,32.064,34.254,37.167,40.019,43.264,46.252,49.286,53.029,55.286,57.586,60.33,62.384
E01000516,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,1.008,3.322,5.965,8.933,12.281,15.255,18.994,21.665,25.428,29.152,30.596,34.431,37.936,42.6,47.19,53.294,59.27,66.072,72.334,78.693,86.537,91.266,96.086,101.838,106.142
E01000517,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,1.49,4.909,8.814,13.201,18.149,22.543,28.068,32.016,37.577,43.08,45.215,50.881,56.061,62.954,69.737,78.756,87.588,97.64,106.894,116.29,127.882,134.87,141.994,150.494,156.853
E01000518,Domestic battery capacity,Hydrogen Evolution,Medium,kW,12.064,16.38,21.333,25.762,29.397,33.548,38.211,43.472,48.143,54.017,58.213,64.125,69.975,72.244,78.268,83.775,91.102,98.313,107.901,117.291,127.976,137.813,147.802,160.125,167.555,175.128,184.163,190.924
E01000519,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.946,3.116,5.594,8.378,11.519,14.307,17.814,20.319,23.849,27.342,28.697,32.293,35.581,39.955,44.26,49.985,55.59,61.97,67.843,73.806,81.163,85.599,90.12,95.515,99.551
E01000520,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.836,2.753,4.943,7.402,10.177,12.641,15.739,17.953,21.071,24.157,25.354,28.532,31.437,35.301,39.105,44.163,49.115,54.752,59.941,65.21,71.71,75.629,79.623,84.39,87.956
E01000521,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.055,0.185,0.336,0.502,0.7,0.846,1.077,1.216,1.45,1.717,1.758,2.054,2.314,2.736,3.161,3.655,4.17,4.731,5.296,5.864,6.564,7.082,7.589,8.227,8.708
E01000522,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.997,3.562,4.217,4.741,5.074,5.462,5.889,6.399,6.773,7.368,7.725,8.327,9.014,9.118,9.88,10.549,11.633,12.725,13.996,15.32,16.763,18.215,19.676,21.477,22.808,24.112,25.753,26.991
E01000523,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.131,0.438,0.796,1.19,1.66,2.005,2.552,2.881,3.436,4.069,4.165,4.867,5.484,6.482,7.489,8.661,9.881,11.21,12.549,13.895,15.554,16.781,17.982,19.494,20.635
E01000524,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.1,0.335,0.609,0.909,1.269,1.532,1.951,2.202,2.627,3.11,3.184,3.721,4.192,4.955,5.725,6.62,7.553,8.569,9.592,10.621,11.89,12.827,13.746,14.901,15.774
E01000525,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.103,0.344,0.624,0.933,1.302,1.572,2.002,2.26,2.695,3.191,3.266,3.817,4.301,5.084,5.873,6.792,7.749,8.791,9.841,10.897,12.198,13.16,14.102,15.288,16.183
E01000526,Domestic battery capacity,Hydrogen Evolution,Medium,kW,3.063,3.641,4.31,4.748,4.858,4.986,5.128,5.297,5.421,5.617,5.736,5.935,6.162,6.197,6.449,6.671,7.029,7.391,7.812,8.25,8.728,9.209,9.692,10.288,10.729,11.161,11.704,12.114
E01000527,Domestic battery capacity,Hydrogen Evolution,Medium,kW,2.997,3.562,4.217,4.861,5.475,6.191,6.978,7.918,8.608,9.703,10.361,11.471,12.737,12.929,14.333,15.567,17.564,19.578,21.921,24.361,27.02,29.697,32.389,35.709,38.163,40.565,43.59,45.872
E01000528,Domestic battery capacity,Hydrogen Evolution,Medium,kW,0,0,0,0.244,0.815,1.48,2.212,3.086,3.727,4.746,5.357,6.39,7.566,7.744,9.05,10.197,12.053,13.925,16.103,18.372,20.845,23.333,25.836,28.922,31.203,33.436,36.248,38.37
