LSOA21CD,Scenario_world,Scenario,Parameter,Unit,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000044,Counterfactual,Low,EV PHVs,Number,4,5,5,6,8,9,9,9,10,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E01000045,Counterfactual,Low,EV PHVs,Number,2,2,2,2,3,3,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E01000046,Counterfactual,Low,EV PHVs,Number,11,12,13,16,19,21,23,25,26,28,29,30,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
E01000049,Counterfactual,Low,EV PHVs,Number,9,10,11,14,17,19,21,22,23,24,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
E01000050,Counterfactual,Low,EV PHVs,Number,27,29,31,40,47,52,56,60,65,68,72,75,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
E01000051,Counterfactual,Low,EV PHVs,Number,4,4,4,5,6,7,8,9,8,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E01000052,Counterfactual,Low,EV PHVs,Number,12,13,14,17,20,23,25,28,29,30,32,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
E01000053,Counterfactual,Low,EV PHVs,Number,14,15,16,21,24,26,29,31,33,35,37,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
E01000054,Counterfactual,Low,EV PHVs,Number,20,21,22,29,34,37,41,44,47,49,51,54,55,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
E01000055,Counterfactual,Low,EV PHVs,Number,8,10,10,13,16,18,19,20,22,23,24,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
E01000056,Counterfactual,Low,EV PHVs,Number,11,12,13,16,19,21,22,24,26,28,29,30,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
E01000057,Counterfactual,Low,EV PHVs,Number,7,7,8,11,13,14,14,16,17,18,19,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E01000058,Counterfactual,Low,EV PHVs,Number,26,29,31,40,46,52,56,60,64,68,71,75,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
E01000059,Counterfactual,Low,EV PHVs,Number,4,4,5,6,7,8,9,9,10,10,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
E01000060,Counterfactual,Low,EV PHVs,Number,13,14,16,19,23,25,28,30,32,33,35,37,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
E01000061,Counterfactual,Low,EV PHVs,Number,14,15,16,20,25,27,30,31,33,35,37,38,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
E01000062,Counterfactual,Low,EV PHVs,Number,10,11,12,15,18,19,22,23,24,26,27,28,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
E01000063,Counterfactual,Low,EV PHVs,Number,11,12,14,16,19,21,24,26,27,28,31,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
E01000064,Counterfactual,Low,EV PHVs,Number,10,11,12,15,17,18,20,22,24,25,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
E01000065,Counterfactual,Low,EV PHVs,Number,12,12,13,17,19,22,23,25,28,29,30,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
E01000066,Counterfactual,Low,EV PHVs,Number,13,14,15,19,22,25,27,29,31,33,35,36,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
E01000067,Counterfactual,Low,EV PHVs,Number,8,9,9,12,14,15,17,18,19,20,22,22,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
E01000068,Counterfactual,Low,EV PHVs,Number,8,9,9,12,14,16,17,18,20,20,21,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
E01000069,Counterfactual,Low,EV PHVs,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000070,Counterfactual,Low,EV PHVs,Number,12,13,15,19,22,25,26,29,31,32,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
E01000071,Counterfactual,Low,EV PHVs,Number,14,14,16,20,23,26,28,30,32,33,35,37,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
E01000072,Counterfactual,Low,EV PHVs,Number,9,10,11,13,16,17,19,20,21,23,24,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
E01000073,Counterfactual,Low,EV PHVs,Number,10,11,12,16,18,20,22,23,24,26,27,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
E01000074,Counterfactual,Low,EV PHVs,Number,5,6,6,8,9,9,11,12,12,12,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E01000075,Counterfactual,Low,EV PHVs,Number,8,9,10,13,15,17,18,20,21,22,23,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
E01000076,Counterfactual,Low,EV PHVs,Number,8,8,9,12,13,15,16,18,19,20,21,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
E01000077,Counterfactual,Low,EV PHVs,Number,5,5,6,7,8,9,10,11,12,13,13,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E01000078,Counterfactual,Low,EV PHVs,Number,5,6,6,8,9,11,12,12,13,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E01000079,Counterfactual,Low,EV PHVs,Number,9,10,11,14,16,19,19,21,23,24,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
E01000080,Counterfactual,Low,EV PHVs,Number,8,9,10,12,14,15,18,18,19,21,21,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
E01000081,Counterfactual,Low,EV PHVs,Number,3,3,2,4,4,5,5,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E01000082,Counterfactual,Low,EV PHVs,Number,7,8,8,10,13,14,15,16,17,17,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
E01000083,Counterfactual,Low,EV PHVs,Number,6,7,7,9,11,12,13,14,15,16,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E01000084,Counterfactual,Low,EV PHVs,Number,4,4,4,5,5,6,6,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E01000085,Counterfactual,Low,EV PHVs,Number,3,3,3,4,5,5,6,5,6,6,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E01000086,Counterfactual,Low,EV PHVs,Number,3,3,4,5,5,6,7,7,7,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E01000087,Counterfactual,Low,EV PHVs,Number,16,17,18,23,27,31,33,36,38,40,42,44,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
E01000088,Counterfactual,Low,EV PHVs,Number,9,9,10,12,14,16,17,18,20,21,22,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
E01000089,Counterfactual,Low,EV PHVs,Number,10,11,11,15,18,20,21,24,24,25,27,28,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
E01000090,Counterfactual,Low,EV PHVs,Number,17,19,20,26,30,34,37,39,42,44,46,48,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
E01000091,Counterfactual,Low,EV PHVs,Number,15,15,16,21,25,27,30,32,34,36,38,40,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
E01000093,Counterfactual,Low,EV PHVs,Number,14,15,17,20,24,27,29,31,34,35,37,39,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
E01000094,Counterfactual,Low,EV PHVs,Number,17,18,19,24,28,32,34,37,40,42,43,46,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
E01000095,Counterfactual,Low,EV PHVs,Number,8,9,10,12,14,16,17,19,20,21,22,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
E01000096,Counterfactual,Low,EV PHVs,Number,14,15,17,21,25,28,30,32,34,36,38,40,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
E01000097,Counterfactual,Low,EV PHVs,Number,11,12,13,18,21,22,24,27,28,30,31,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
E01000098,Counterfactual,Low,EV PHVs,Number,5,6,6,9,10,11,12,12,13,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E01000099,Counterfactual,Low,EV PHVs,Number,16,18,19,24,28,31,34,37,39,41,43,45,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
E01000100,Counterfactual,Low,EV PHVs,Number,16,17,20,25,29,31,35,38,40,42,45,46,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
E01000101,Counterfactual,Low,EV PHVs,Number,7,7,7,9,11,13,14,14,15,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E01000102,Counterfactual,Low,EV PHVs,Number,9,10,10,13,16,17,19,20,21,22,23,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
E01000103,Counterfactual,Low,EV PHVs,Number,6,6,8,9,10,12,13,14,14,15,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E01000104,Counterfactual,Low,EV PHVs,Number,8,9,10,12,14,16,17,18,19,20,21,22,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
E01000105,Counterfactual,Low,EV PHVs,Number,15,16,18,22,26,29,32,35,37,39,40,42,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
E01000106,Counterfactual,Low,EV PHVs,Number,13,13,15,19,23,24,27,29,31,32,34,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
E01000107,Counterfactual,Low,EV PHVs,Number,16,18,19,24,29,32,34,37,39,41,43,45,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
E01000108,Counterfactual,Low,EV PHVs,Number,9,10,10,13,15,18,19,20,21,23,24,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
E01000110,Counterfactual,Low,EV PHVs,Number,8,8,9,11,13,15,17,17,19,19,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
E01000111,Counterfactual,Low,EV PHVs,Number,6,6,7,9,10,11,12,14,14,15,15,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E01000112,Counterfactual,Low,EV PHVs,Number,12,13,13,17,20,22,23,25,27,29,30,31,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
E01000113,Counterfactual,Low,EV PHVs,Number,13,13,14,19,21,24,26,28,30,32,33,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
E01000114,Counterfactual,Low,EV PHVs,Number,17,18,20,25,29,33,36,38,41,43,45,48,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
E01000115,Counterfactual,Low,EV PHVs,Number,2,2,2,3,4,4,4,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E01000116,Counterfactual,Low,EV PHVs,Number,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E01000117,Counterfactual,Low,EV PHVs,Number,2,3,3,4,5,6,6,6,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E01000118,Counterfactual,Low,EV PHVs,Number,6,7,7,9,11,11,13,13,14,15,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E01000119,Counterfactual,Low,EV PHVs,Number,3,2,3,3,4,4,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E01000120,Counterfactual,Low,EV PHVs,Number,2,2,2,2,3,3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E01000121,Counterfactual,Low,EV PHVs,Number,3,3,4,5,5,5,5,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E01000122,Counterfactual,Low,EV PHVs,Number,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E01000123,Counterfactual,Low,EV PHVs,Number,4,5,5,6,8,8,9,10,10,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E01000124,Counterfactual,Low,EV PHVs,Number,5,6,6,7,9,10,10,11,11,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
E01000126,Counterfactual,Low,EV PHVs,Number,9,10,10,13,15,17,19,19,21,22,24,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
E01000127,Counterfactual,Low,EV PHVs,Number,7,8,8,10,13,13,15,16,17,18,19,19,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E01000128,Counterfactual,Low,EV PHVs,Number,3,3,3,4,4,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E01000129,Counterfactual,Low,EV PHVs,Number,6,7,7,9,11,13,14,15,16,16,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
E01000130,Counterfactual,Low,EV PHVs,Number,3,4,4,5,7,7,8,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E01000131,Counterfactual,Low,EV PHVs,Number,5,6,6,7,9,10,11,11,13,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E01000132,Counterfactual,Low,EV PHVs,Number,4,4,5,6,7,8,9,9,10,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
E01000133,Counterfactual,Low,EV PHVs,Number,2,3,3,4,5,5,5,6,6,7,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E01000134,Counterfactual,Low,EV PHVs,Number,9,9,9,12,14,17,18,19,20,21,22,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
E01000135,Counterfactual,Low,EV PHVs,Number,3,2,3,3,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E01000136,Counterfactual,Low,EV PHVs,Number,3,3,4,5,5,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E01000137,Counterfactual,Low,EV PHVs,Number,5,5,6,7,9,9,11,12,12,12,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E01000138,Counterfactual,Low,EV PHVs,Number,10,11,11,15,17,18,20,22,23,25,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
E01000139,Counterfactual,Low,EV PHVs,Number,4,4,5,6,7,7,8,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E01000140,Counterfactual,Low,EV PHVs,Number,9,11,12,14,17,19,21,23,23,25,26,27,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
E01000141,Counterfactual,Low,EV PHVs,Number,25,27,30,37,43,49,53,57,60,63,67,70,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
E01000142,Counterfactual,Low,EV PHVs,Number,11,12,13,16,19,21,23,25,27,27,29,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
E01000143,Counterfactual,Low,EV PHVs,Number,7,8,8,11,12,13,15,15,16,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
E01000144,Counterfactual,Low,EV PHVs,Number,5,5,6,7,8,9,10,11,11,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
E01000145,Counterfactual,Low,EV PHVs,Number,1,1,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E01000146,Counterfactual,Low,EV PHVs,Number,2,3,3,3,4,4,5,5,5,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E01000147,Counterfactual,Low,EV PHVs,Number,4,5,5,7,8,9,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
E01000150,Counterfactual,Low,EV PHVs,Number,21,23,25,31,36,41,45,47,51,53,56,59,60,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
E01000151,Counterfactual,Low,EV PHVs,Number,6,7,7,9,10,12,13,14,15,16,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E01000152,Counterfactual,Low,EV PHVs,Number,5,5,5,7,8,9,10,11,12,12,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E01000153,Counterfactual,Low,EV PHVs,Number,4,4,5,5,6,6,7,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E01000154,Counterfactual,Low,EV PHVs,Number,5,6,6,7,9,9,11,12,12,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E01000156,Counterfactual,Low,EV PHVs,Number,1,1,2,3,3,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E01000157,Counterfactual,Low,EV PHVs,Number,7,7,7,10,10,11,13,13,15,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E01000158,Counterfactual,Low,EV PHVs,Number,6,6,6,8,10,11,12,13,13,15,15,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E01000159,Counterfactual,Low,EV PHVs,Number,2,1,2,2,3,2,3,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E01000160,Counterfactual,Low,EV PHVs,Number,4,3,4,5,7,7,7,8,8,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E01000161,Counterfactual,Low,EV PHVs,Number,6,6,7,9,10,11,13,13,15,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E01000162,Counterfactual,Low,EV PHVs,Number,2,2,2,3,3,3,4,4,4,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E01000163,Counterfactual,Low,EV PHVs,Number,5,5,5,6,7,8,9,9,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
E01000164,Counterfactual,Low,EV PHVs,Number,2,3,3,4,4,4,6,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E01000165,Counterfactual,Low,EV PHVs,Number,4,5,5,6,7,8,9,9,10,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E01000166,Counterfactual,Low,EV PHVs,Number,1,1,1,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E01000167,Counterfactual,Low,EV PHVs,Number,1,1,1,1,1,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E01000168,Counterfactual,Low,EV PHVs,Number,1,2,2,2,2,3,3,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E01000169,Counterfactual,Low,EV PHVs,Number,2,2,2,3,4,5,5,5,5,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E01000170,Counterfactual,Low,EV PHVs,Number,1,2,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E01000171,Counterfactual,Low,EV PHVs,Number,2,2,2,2,3,3,3,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E01000172,Counterfactual,Low,EV PHVs,Number,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E01000173,Counterfactual,Low,EV PHVs,Number,0,1,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E01000174,Counterfactual,Low,EV PHVs,Number,1,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E01000175,Counterfactual,Low,EV PHVs,Number,2,1,1,2,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E01000176,Counterfactual,Low,EV PHVs,Number,2,3,3,4,5,6,6,6,6,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E01000177,Counterfactual,Low,EV PHVs,Number,2,2,1,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E01000178,Counterfactual,Low,EV PHVs,Number,5,5,5,7,7,8,10,10,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E01000179,Counterfactual,Low,EV PHVs,Number,2,2,2,3,4,4,4,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E01000180,Counterfactual,Low,EV PHVs,Number,0,0,0,1,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E01000181,Counterfactual,Low,EV PHVs,Number,2,2,2,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E01000182,Counterfactual,Low,EV PHVs,Number,1,1,1,1,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
