LSOA21CD,Parameter,Scenario_world,Scenario,Unit,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000826,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.324,1.049,1.856,2.676,3.619,4.066,5.078,5.281,6.122,7.09,6.573,7.512,8.021,9.589,11.01,12.877,14.867,17.184,19.475,21.796,24.973,26.877,28.813,31.564,33.667
E01000827,Domestic battery capacity,Counterfactual,Low,kW,2.223,2.56,2.933,3.423,4.051,4.752,5.457,6.285,6.712,7.615,7.89,8.565,9.422,8.893,9.819,10.39,11.671,13.062,14.889,16.76,18.945,20.973,23.076,26.084,27.67,29.322,31.717,33.485
E01000828,Domestic battery capacity,Counterfactual,Low,kW,4.828,5.575,6.405,7.042,7.431,7.864,8.305,8.811,9.051,9.593,9.703,10.154,10.674,9.894,10.399,10.672,11.513,12.276,13.278,14.346,15.589,16.819,18.065,19.77,20.792,21.831,23.307,24.436
E01000829,Domestic battery capacity,Counterfactual,Low,kW,2.997,3.461,3.976,4.782,5.941,7.231,8.544,10.052,10.767,12.384,12.709,14.055,15.603,14.464,15.967,16.781,19.288,21.56,24.548,27.73,31.435,35.1,38.812,43.893,46.938,50.035,54.434,57.798
E01000830,Domestic battery capacity,Counterfactual,Low,kW,9.19,10.612,12.192,13.35,13.968,14.656,15.355,16.16,16.541,17.403,17.577,18.294,19.119,17.723,18.525,18.959,20.295,21.507,23.1,24.796,26.772,28.726,30.705,33.414,35.037,36.688,39.034,40.827
E01000831,Domestic battery capacity,Counterfactual,Low,kW,5.144,5.941,6.825,7.51,7.938,8.415,8.901,9.458,9.723,10.321,10.441,10.938,11.511,10.67,11.226,11.527,12.454,13.294,14.398,15.575,16.945,18.3,19.672,21.551,22.676,23.821,25.448,26.692
E01000832,Domestic battery capacity,Counterfactual,Low,kW,16.067,18.499,21.198,23.08,23.921,24.858,25.801,26.909,27.481,28.688,29.056,29.959,31.106,29.358,30.597,31.361,33.075,34.935,37.38,39.883,42.806,45.518,48.331,52.356,54.477,56.687,59.891,62.257
E01000833,Domestic battery capacity,Counterfactual,Low,kW,2.223,2.56,2.933,3.489,4.266,5.133,6.005,7.029,7.558,8.674,9.014,9.849,10.909,10.296,11.442,12.147,13.732,15.452,17.712,20.026,22.728,25.236,27.837,31.558,33.519,35.562,38.524,40.711
E01000834,Domestic battery capacity,Counterfactual,Low,kW,3.705,4.266,4.889,5.839,7.186,8.689,10.201,11.977,12.893,14.829,15.419,16.866,18.705,17.654,19.64,20.863,23.612,26.593,30.513,34.525,39.211,43.559,48.068,54.521,57.921,61.464,66.6,70.391
E01000835,Domestic battery capacity,Counterfactual,Low,kW,3.75,4.318,4.948,5.807,6.941,8.207,9.481,10.976,11.748,13.379,13.876,15.094,16.643,15.708,17.381,18.412,20.726,23.238,26.539,29.918,33.865,37.528,41.326,46.761,49.624,52.608,56.934,60.128
E01000836,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.48,1.554,2.752,3.957,5.373,6.103,7.647,8.117,9.27,10.736,10.133,11.716,12.691,14.882,17.259,20.383,23.581,27.316,30.782,34.377,39.52,42.23,45.054,49.148,52.171
E01000837,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.705,2.282,4.04,5.81,7.888,8.96,11.226,11.916,13.609,15.761,14.875,17.199,18.631,21.847,25.337,29.923,34.618,40.101,45.19,50.467,58.018,61.996,66.142,72.152,76.59
E01000838,Domestic battery capacity,Counterfactual,Low,kW,5.395,6.212,7.118,8.64,10.911,13.444,15.993,18.986,20.531,23.794,24.789,27.227,30.327,28.623,31.971,34.034,38.666,43.693,50.299,57.062,64.961,72.291,79.892,90.768,96.499,102.471,111.129,117.521
E01000839,Domestic battery capacity,Counterfactual,Low,kW,17.89,20.598,23.604,26.142,28.067,30.214,32.375,34.913,36.222,38.989,39.831,41.899,44.526,42.025,44.863,46.612,50.539,54.8,60.4,66.133,72.829,79.043,85.487,94.707,99.565,104.628,111.967,117.386
E01000840,Domestic battery capacity,Counterfactual,Low,kW,4.447,5.12,5.867,6.992,8.575,10.341,12.118,14.206,15.283,17.558,18.251,19.952,22.113,20.87,23.205,24.643,27.873,31.377,35.984,40.699,46.206,51.317,56.617,64.2,68.196,72.36,78.397,82.853
E01000841,Domestic battery capacity,Counterfactual,Low,kW,6.433,7.406,8.487,9.375,10.013,10.724,11.439,12.28,12.713,13.63,13.909,14.593,15.463,14.595,15.534,16.113,17.414,18.825,20.68,22.578,24.795,26.853,28.987,32.04,33.649,35.326,37.756,39.55
E01000842,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.042,0.135,0.24,0.346,0.467,0.525,0.656,0.682,0.791,0.916,0.849,0.97,1.036,1.238,1.422,1.663,1.92,2.219,2.515,2.815,3.225,3.471,3.721,4.076,4.347
E01000843,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.085,0.274,0.484,0.699,0.945,1.061,1.325,1.378,1.598,1.851,1.715,1.961,2.094,2.503,2.873,3.361,3.88,4.485,5.083,5.689,6.518,7.015,7.52,8.238,8.787
E01000844,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.013,0.041,0.073,0.105,0.142,0.159,0.199,0.207,0.24,0.278,0.258,0.295,0.315,0.376,0.432,0.505,0.583,0.674,0.764,0.855,0.979,1.054,1.13,1.238,1.32
E01000845,Domestic battery capacity,Counterfactual,Low,kW,3.063,3.537,4.064,4.39,4.463,4.545,4.627,4.722,4.767,4.869,4.89,4.974,5.072,4.701,4.796,4.847,5.005,5.148,5.336,5.537,5.77,6.001,6.235,6.554,6.746,6.941,7.218,7.43
E01000846,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.081,0.261,0.463,0.667,0.902,1.014,1.266,1.317,1.526,1.768,1.639,1.873,2,2.39,2.745,3.21,3.706,4.284,4.855,5.434,6.226,6.7,7.183,7.869,8.393
E01000847,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.097,0.313,0.554,0.799,1.08,1.214,1.515,1.576,1.827,2.116,1.962,2.242,2.394,2.862,3.286,3.843,4.437,5.129,5.813,6.505,7.453,8.022,8.599,9.42,10.048
E01000848,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.063,0.204,0.361,0.521,0.705,0.792,0.989,1.028,1.192,1.38,1.28,1.463,1.562,1.867,2.144,2.507,2.894,3.346,3.792,4.244,4.862,5.233,5.61,6.145,6.555
E01000849,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.012,0.039,0.07,0.1,0.136,0.153,0.191,0.198,0.23,0.266,0.247,0.282,0.301,0.36,0.413,0.484,0.558,0.645,0.731,0.818,0.938,1.009,1.082,1.185,1.264
E01000850,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.026,0.084,0.149,0.215,0.291,0.327,0.408,0.425,0.492,0.57,0.529,0.604,0.645,0.771,0.886,1.036,1.196,1.382,1.566,1.753,2.009,2.162,2.317,2.539,2.708
E01000851,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.029,0.093,0.164,0.236,0.32,0.359,0.448,0.466,0.54,0.626,0.58,0.663,0.708,0.847,0.972,1.137,1.312,1.517,1.719,1.924,2.205,2.373,2.544,2.787,2.972
E01000853,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.002,0.006,0.01,0.015,0.02,0.023,0.029,0.03,0.035,0.04,0.037,0.042,0.045,0.054,0.062,0.073,0.084,0.097,0.11,0.123,0.141,0.151,0.162,0.178,0.19
E01000855,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.007,0.022,0.038,0.055,0.075,0.084,0.105,0.109,0.127,0.147,0.136,0.156,0.166,0.199,0.228,0.267,0.308,0.356,0.404,0.452,0.518,0.557,0.597,0.654,0.698
E01000856,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.075,0.242,0.428,0.617,0.834,0.937,1.171,1.217,1.411,1.635,1.515,1.732,1.849,2.21,2.538,2.969,3.427,3.961,4.49,5.025,5.757,6.196,6.642,7.276,7.761
E01000857,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.09,0.29,0.513,0.74,1,1.124,1.403,1.46,1.692,1.96,1.817,2.076,2.217,2.65,3.043,3.559,4.109,4.749,5.382,6.024,6.902,7.428,7.963,8.723,9.305
E01000858,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.063,0.204,0.361,0.521,0.704,0.792,0.988,1.028,1.192,1.38,1.279,1.462,1.561,1.866,2.143,2.507,2.894,3.345,3.791,4.243,4.861,5.231,5.608,6.144,6.553
E01000859,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.095,0.308,0.545,0.786,1.063,1.194,1.491,1.551,1.798,2.082,1.93,2.206,2.355,2.815,3.233,3.781,4.365,5.045,5.718,6.4,7.332,7.891,8.46,9.267,9.885
E01000860,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.079,0.255,0.451,0.65,0.879,0.988,1.233,1.283,1.487,1.722,1.596,1.825,1.948,2.329,2.674,3.128,3.611,4.174,4.73,5.294,6.065,6.528,6.998,7.666,8.177
E01000861,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.089,0.287,0.508,0.733,0.991,1.113,1.39,1.446,1.676,1.941,1.799,2.056,2.196,2.625,3.014,3.525,4.069,4.704,5.331,5.966,6.836,7.357,7.887,8.64,9.216
E01000862,Domestic battery capacity,Counterfactual,Low,kW,4.162,4.806,5.522,6.032,6.281,6.557,6.839,7.162,7.315,7.662,7.732,8.02,8.352,7.742,8.064,8.239,8.776,9.263,9.904,10.586,11.38,12.166,12.962,14.051,14.704,15.368,16.311,17.032
E01000863,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.057,0.183,0.324,0.468,0.633,0.711,0.888,0.923,1.071,1.24,1.149,1.314,1.403,1.677,1.925,2.252,2.6,3.005,3.406,3.811,4.367,4.7,5.038,5.519,5.887
E01000866,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.083,0.268,0.473,0.683,0.923,1.037,1.295,1.347,1.562,1.809,1.677,1.916,2.046,2.446,2.808,3.285,3.792,4.383,4.968,5.56,6.37,6.856,7.349,8.051,8.588
E01000867,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.02,0.065,0.115,0.165,0.224,0.251,0.314,0.326,0.378,0.438,0.406,0.464,0.496,0.593,0.68,0.796,0.919,1.062,1.203,1.347,1.543,1.661,1.78,1.95,2.08
E01000868,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.068,0.22,0.389,0.56,0.758,0.851,1.063,1.106,1.282,1.485,1.376,1.573,1.68,2.008,2.305,2.696,3.113,3.598,4.078,4.564,5.229,5.628,6.033,6.609,7.049
E01000869,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.072,0.233,0.413,0.595,0.805,0.904,1.129,1.174,1.361,1.576,1.461,1.67,1.783,2.132,2.448,2.863,3.305,3.82,4.33,4.845,5.552,5.975,6.405,7.017,7.484
E01000870,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.052,0.169,0.299,0.431,0.583,0.655,0.818,0.851,0.986,1.142,1.059,1.21,1.292,1.545,1.774,2.075,2.395,2.768,3.138,3.511,4.023,4.33,4.642,5.085,5.424
E01000871,Domestic battery capacity,Counterfactual,Low,kW,11.321,13.073,15.02,16.23,16.511,16.823,17.141,17.506,17.679,18.071,18.15,18.475,18.85,17.474,17.838,18.035,18.641,19.192,19.915,20.685,21.582,22.469,23.368,24.598,25.335,26.085,27.15,27.964
E01000872,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.037,0.12,0.213,0.307,0.415,0.466,0.582,0.605,0.701,0.812,0.753,0.86,0.919,1.098,1.261,1.475,1.703,1.968,2.231,2.496,2.86,3.078,3.3,3.615,3.856
E01000873,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.061,0.196,0.346,0.499,0.675,0.759,0.948,0.986,1.143,1.323,1.227,1.402,1.497,1.789,2.055,2.403,2.775,3.207,3.635,4.068,4.661,5.016,5.377,5.891,6.283
E01000874,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.015,0.05,0.088,0.127,0.172,0.193,0.241,0.251,0.291,0.337,0.312,0.357,0.381,0.456,0.523,0.612,0.706,0.816,0.925,1.035,1.186,1.277,1.369,1.499,1.599
E01000875,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.019,0.061,0.108,0.156,0.211,0.237,0.295,0.307,0.356,0.412,0.382,0.437,0.467,0.558,0.641,0.749,0.865,1,1.133,1.268,1.453,1.564,1.676,1.836,1.959
E01000876,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.141,0.454,0.804,1.159,1.568,1.762,2.2,2.288,2.652,3.072,2.847,3.254,3.475,4.154,4.77,5.579,6.441,7.444,8.437,9.442,10.819,11.643,12.482,13.674,14.585
E01000877,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.133,0.43,0.761,1.097,1.484,1.667,2.082,2.165,2.51,2.907,2.694,3.08,3.288,3.931,4.513,5.279,6.095,7.045,7.984,8.935,10.238,11.018,11.812,12.94,13.802
E01000878,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.061,0.198,0.35,0.505,0.683,0.767,0.958,0.996,1.155,1.338,1.24,1.417,1.513,1.809,2.077,2.429,2.805,3.242,3.674,4.112,4.711,5.07,5.436,5.954,6.351
E01000879,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.079,0.256,0.453,0.654,0.885,0.994,1.241,1.291,1.496,1.733,1.606,1.836,1.96,2.343,2.691,3.147,3.633,4.2,4.76,5.327,6.103,6.568,7.041,7.714,8.228
E01000880,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.037,0.12,0.212,0.306,0.414,0.465,0.581,0.604,0.7,0.811,0.752,0.86,0.918,1.097,1.26,1.473,1.701,1.966,2.228,2.494,2.857,3.075,3.297,3.611,3.852
E01000881,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.037,0.118,0.209,0.302,0.408,0.459,0.573,0.595,0.69,0.8,0.741,0.847,0.904,1.081,1.241,1.452,1.676,1.938,2.196,2.458,2.816,3.031,3.249,3.559,3.796
E01000882,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.061,0.196,0.347,0.5,0.676,0.76,0.949,0.987,1.144,1.325,1.229,1.404,1.499,1.792,2.058,2.407,2.779,3.212,3.64,4.074,4.668,5.024,5.386,5.9,6.293
E01000883,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.022,0.071,0.126,0.182,0.246,0.277,0.346,0.36,0.417,0.483,0.448,0.512,0.546,0.653,0.75,0.877,1.012,1.17,1.326,1.484,1.701,1.83,1.962,2.149,2.293
E01000884,Domestic battery capacity,Counterfactual,Low,kW,4.162,4.806,5.522,5.988,6.138,6.305,6.474,6.669,6.762,6.971,7.013,7.187,7.387,6.848,7.042,7.148,7.472,7.766,8.152,8.563,9.042,9.516,9.996,10.653,11.047,11.447,12.016,12.451
E01000885,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.137,0.443,0.783,1.129,1.527,1.716,2.143,2.229,2.584,2.992,2.774,3.17,3.385,4.046,4.646,5.434,6.274,7.251,8.218,9.198,10.538,11.342,12.159,13.319,14.207
E01000886,Domestic battery capacity,Counterfactual,Low,kW,2.997,3.461,3.976,4.355,4.56,4.789,5.022,5.289,5.416,5.702,5.76,5.998,6.273,5.815,6.081,6.225,6.669,7.072,7.601,8.165,8.822,9.471,10.129,11.029,11.569,12.118,12.897,13.493
E01000887,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.1,0.325,0.574,0.828,1.12,1.258,1.571,1.634,1.894,2.194,2.034,2.324,2.482,2.967,3.406,3.984,4.6,5.317,6.026,6.744,7.727,8.316,8.915,9.766,10.417
E01000888,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.047,0.152,0.268,0.387,0.523,0.587,0.733,0.763,0.884,1.024,0.949,1.085,1.159,1.385,1.59,1.86,2.148,2.482,2.813,3.149,3.607,3.882,4.162,4.559,4.863
E01000889,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.104,0.335,0.593,0.855,1.156,1.299,1.622,1.687,1.955,2.265,2.099,2.399,2.562,3.063,3.516,4.113,4.748,5.488,6.22,6.962,7.976,8.584,9.203,10.081,10.753
E01000890,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.008,0.026,0.046,0.066,0.089,0.1,0.125,0.13,0.151,0.174,0.162,0.185,0.197,0.236,0.271,0.317,0.366,0.423,0.479,0.536,0.614,0.661,0.709,0.776,0.828
E01000891,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.004,0.012,0.02,0.029,0.04,0.045,0.056,0.058,0.067,0.078,0.072,0.083,0.088,0.106,0.121,0.142,0.164,0.189,0.215,0.24,0.275,0.296,0.317,0.348,0.371
E01000892,Domestic battery capacity,Counterfactual,Low,kW,8.324,9.613,11.044,11.879,11.961,12.052,12.145,12.252,12.303,12.418,12.441,12.536,12.646,11.723,11.829,11.887,12.065,12.226,12.438,12.664,12.927,13.187,13.45,13.81,14.026,14.246,14.558,14.797
E01000893,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.103,0.335,0.592,0.854,1.154,1.297,1.62,1.684,1.953,2.262,2.096,2.396,2.559,3.058,3.512,4.107,4.742,5.481,6.212,6.952,7.965,8.573,9.19,10.067,10.738
E01000894,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.281,0.907,1.604,2.314,3.129,3.516,4.39,4.566,5.293,6.13,5.682,6.495,6.935,8.29,9.518,11.133,12.853,14.856,16.837,18.844,21.59,23.236,24.91,27.288,29.106
E01000895,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.076,0.244,0.432,0.623,0.843,0.947,1.182,1.229,1.425,1.651,1.53,1.749,1.867,2.232,2.563,2.998,3.461,4,4.534,5.074,5.814,6.257,6.708,7.348,7.838
E01000896,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.043,0.139,0.246,0.354,0.479,0.538,0.672,0.699,0.81,0.938,0.87,0.994,1.061,1.269,1.457,1.704,1.967,2.274,2.577,2.884,3.304,3.556,3.812,4.176,4.455
E01000897,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.018,0.058,0.103,0.149,0.201,0.226,0.283,0.294,0.341,0.395,0.366,0.418,0.446,0.534,0.613,0.717,0.827,0.956,1.084,1.213,1.39,1.496,1.603,1.757,1.874
E01000898,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.105,0.341,0.603,0.869,1.176,1.321,1.649,1.715,1.989,2.303,2.135,2.44,2.605,3.115,3.576,4.183,4.829,5.582,6.326,7.08,8.112,8.73,9.359,10.252,10.936
E01000899,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.146,0.471,0.833,1.201,1.624,1.825,2.279,2.37,2.748,3.182,2.95,3.372,3.6,4.304,4.941,5.78,6.673,7.713,8.741,9.783,11.209,12.063,12.932,14.167,15.111
E01000900,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.065,0.211,0.373,0.538,0.728,0.818,1.021,1.062,1.231,1.426,1.322,1.51,1.613,1.928,2.214,2.589,2.989,3.455,3.916,4.382,5.021,5.404,5.793,6.346,6.769
E01000901,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.021,0.069,0.122,0.176,0.238,0.267,0.333,0.347,0.402,0.466,0.432,0.493,0.527,0.63,0.723,0.846,0.976,1.128,1.279,1.431,1.64,1.765,1.892,2.073,2.211
E01000902,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.015,0.048,0.085,0.123,0.166,0.186,0.233,0.242,0.28,0.325,0.301,0.344,0.367,0.439,0.504,0.59,0.681,0.787,0.892,0.998,1.144,1.231,1.319,1.445,1.542
E01000903,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.041,0.132,0.234,0.338,0.457,0.514,0.641,0.667,0.773,0.896,0.83,0.949,1.013,1.211,1.391,1.626,1.878,2.17,2.46,2.753,3.154,3.395,3.639,3.987,4.252
E01000904,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.039,0.127,0.225,0.325,0.439,0.493,0.616,0.64,0.742,0.86,0.797,0.911,0.973,1.163,1.335,1.562,1.803,2.084,2.362,2.643,3.028,3.259,3.494,3.828,4.083
E01000905,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.019,0.062,0.109,0.157,0.213,0.239,0.299,0.311,0.36,0.417,0.386,0.442,0.472,0.564,0.647,0.757,0.874,1.01,1.145,1.282,1.468,1.58,1.694,1.856,1.98
E01000906,Domestic battery capacity,Counterfactual,Low,kW,4.162,4.806,5.522,5.957,6.037,6.127,6.218,6.323,6.373,6.485,6.508,6.601,6.709,6.219,6.323,6.38,6.554,6.712,6.92,7.141,7.398,7.653,7.911,8.264,8.475,8.69,8.996,9.23
E01000907,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.024,0.077,0.137,0.198,0.267,0.3,0.375,0.39,0.452,0.523,0.485,0.555,0.592,0.708,0.813,0.951,1.097,1.268,1.438,1.609,1.843,1.984,2.127,2.33,2.485
E01000908,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.056,0.182,0.321,0.463,0.627,0.704,0.879,0.914,1.06,1.228,1.138,1.301,1.389,1.66,1.906,2.23,2.574,2.975,3.372,3.774,4.324,4.654,4.989,5.465,5.829
E01000909,Domestic battery capacity,Counterfactual,Low,kW,2.997,3.461,3.976,4.362,4.583,4.829,5.08,5.367,5.504,5.812,5.874,6.131,6.426,5.957,6.244,6.399,6.877,7.311,7.881,8.488,9.195,9.894,10.602,11.572,12.152,12.743,13.583,14.224
E01000910,Domestic battery capacity,Counterfactual,Low,kW,1.665,1.923,2.209,2.507,2.816,3.16,3.511,3.913,4.104,4.535,4.622,4.981,5.394,5,5.402,5.619,6.288,6.894,7.691,8.54,9.529,10.507,11.498,12.853,13.666,14.492,15.666,16.564
E01000911,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.034,0.111,0.197,0.284,0.384,0.432,0.539,0.561,0.65,0.753,0.698,0.798,0.852,1.018,1.169,1.367,1.579,1.825,2.068,2.314,2.652,2.854,3.059,3.351,3.575
E01000912,Domestic battery capacity,Counterfactual,Low,kW,4.994,5.768,6.626,7.159,7.28,7.414,7.55,7.707,7.782,7.95,7.984,8.124,8.285,7.68,7.836,7.921,8.181,8.418,8.729,9.059,9.445,9.826,10.212,10.741,11.057,11.379,11.837,12.187
E01000913,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.427,1.382,2.444,3.525,4.767,5.356,6.688,6.956,8.064,9.339,8.657,9.895,10.565,12.629,14.501,16.961,19.582,22.633,25.652,28.708,32.893,35.4,37.95,41.573,44.344
E01000914,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.03,0.098,0.173,0.25,0.338,0.38,0.474,0.493,0.572,0.662,0.614,0.701,0.749,0.895,1.028,1.202,1.388,1.605,1.819,2.035,2.332,2.51,2.69,2.947,3.144
E01000915,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.01,0.034,0.06,0.087,0.117,0.132,0.164,0.171,0.198,0.229,0.213,0.243,0.259,0.31,0.356,0.416,0.481,0.556,0.63,0.705,0.808,0.869,0.932,1.021,1.089
E01000916,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.009,0.03,0.053,0.076,0.103,0.115,0.144,0.15,0.174,0.201,0.186,0.213,0.227,0.272,0.312,0.365,0.421,0.487,0.552,0.618,0.708,0.762,0.817,0.895,0.954
E01000917,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.003,0.01,0.018,0.025,0.034,0.038,0.048,0.05,0.058,0.067,0.062,0.071,0.076,0.091,0.104,0.122,0.14,0.162,0.184,0.206,0.236,0.254,0.272,0.298,0.318
E01000918,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.019,0.061,0.107,0.154,0.209,0.235,0.293,0.305,0.353,0.409,0.379,0.433,0.463,0.553,0.635,0.743,0.858,0.991,1.124,1.257,1.441,1.55,1.662,1.821,1.942
E01000919,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.013,0.041,0.073,0.105,0.143,0.16,0.2,0.208,0.241,0.279,0.259,0.296,0.316,0.378,0.434,0.507,0.586,0.677,0.767,0.859,0.984,1.059,1.135,1.243,1.326
E01000920,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.061,0.196,0.347,0.5,0.676,0.759,0.948,0.986,1.143,1.324,1.227,1.403,1.498,1.791,2.056,2.405,2.776,3.209,3.637,4.07,4.664,5.019,5.381,5.894,6.287
E01000921,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.02,0.065,0.115,0.167,0.225,0.253,0.316,0.329,0.381,0.441,0.409,0.468,0.499,0.597,0.685,0.802,0.925,1.07,1.212,1.357,1.554,1.673,1.793,1.965,2.096
E01000922,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.073,0.237,0.42,0.606,0.819,0.92,1.149,1.195,1.386,1.605,1.488,1.7,1.816,2.17,2.492,2.915,3.365,3.889,4.408,4.933,5.652,6.083,6.521,7.144,7.62
E01000923,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.083,0.269,0.476,0.687,0.928,1.043,1.303,1.355,1.57,1.819,1.686,1.927,2.058,2.46,2.824,3.303,3.814,4.408,4.996,5.591,6.406,6.895,7.391,8.097,8.636
E01000924,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000925,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.063,0.204,0.361,0.52,0.704,0.791,0.987,1.027,1.19,1.378,1.278,1.461,1.56,1.864,2.14,2.504,2.89,3.341,3.786,4.238,4.855,5.225,5.602,6.136,6.545
E01000926,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.05,0.162,0.287,0.413,0.559,0.628,0.784,0.816,0.946,1.095,1.015,1.16,1.239,1.481,1.7,1.989,2.296,2.654,3.008,3.366,3.857,4.151,4.45,4.875,5.2
E01000927,Domestic battery capacity,Counterfactual,Low,kW,5.494,6.344,7.289,7.899,8.086,8.294,8.505,8.749,8.864,9.124,9.177,9.394,9.643,8.939,9.181,9.313,9.717,10.083,10.564,11.077,11.675,12.265,12.864,13.682,14.173,14.672,15.381,15.924
E01000928,Domestic battery capacity,Counterfactual,Low,kW,3.063,3.537,4.064,4.558,5.005,5.503,6.01,6.592,6.868,7.492,7.617,8.136,8.734,8.096,8.676,8.99,9.958,10.835,11.987,13.215,14.645,16.06,17.492,19.453,20.628,21.823,23.521,24.819
E01000929,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.02,0.064,0.114,0.164,0.222,0.25,0.312,0.324,0.376,0.436,0.404,0.462,0.493,0.589,0.676,0.791,0.913,1.056,1.197,1.339,1.534,1.651,1.77,1.939,2.069
E01000930,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.014,0.046,0.081,0.117,0.158,0.178,0.222,0.231,0.268,0.31,0.288,0.329,0.351,0.42,0.482,0.564,0.651,0.752,0.852,0.954,1.093,1.176,1.261,1.382,1.474
E01000931,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.039,0.128,0.226,0.325,0.44,0.494,0.617,0.642,0.744,0.862,0.799,0.913,0.975,1.166,1.338,1.565,1.807,2.089,2.367,2.65,3.036,3.267,3.503,3.837,4.093
