LSOA21CD,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000224,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,4,5,6,6,7,7,8,8,8
E01000225,0,0,0,0,1,1,1,1,1,1,1,3,4,6,7,9,10,12,13,15,16,18,19,20,22,23,23
E01000226,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,5,6,7,8,9,10,10,11,12,13,13
E01000227,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,4,4,4,5,5,6,6
E01000228,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,5,5,6,7,7,8,9,9,10,11,11
E01000229,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,16
E01000230,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,11,12,13,14,14
E01000231,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,5,6,6,7,8,9,10,10,11,12,12
E01000232,0,0,0,0,1,1,1,1,1,1,1,2,4,5,6,8,9,11,12,13,15,16,17,18,20,21,21
E01000233,0,0,0,0,0,0,0,0,1,1,1,2,4,6,7,9,11,13,14,16,18,19,21,23,24,26,26
E01000234,0,0,1,1,1,1,1,2,2,2,2,4,5,7,9,10,12,14,15,17,19,20,22,23,25,27,27
E01000235,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,15
E01000236,0,0,0,0,0,1,1,1,1,1,1,3,4,6,8,10,11,13,15,17,18,20,22,24,25,27,27
E01000237,0,1,2,3,3,4,4,5,6,6,6,9,11,13,15,18,20,22,25,27,29,32,34,36,38,41,41
E01000238,0,0,1,1,1,1,2,2,2,2,2,4,5,7,8,10,11,13,14,16,17,19,20,22,23,25,25
E01000239,1,1,1,1,1,1,2,2,2,2,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,18
E01000240,0,0,1,1,1,1,1,1,1,2,2,3,5,7,8,10,12,13,15,17,18,20,22,23,25,26,27
E01000241,0,0,0,0,1,1,1,1,1,1,1,2,3,3,4,4,5,6,6,7,8,8,9,9,10,11,11
E01000242,0,1,1,1,2,2,2,3,3,3,3,6,9,11,14,16,19,22,24,27,29,32,34,37,40,42,42
E01000243,1,2,2,3,4,5,6,6,7,8,8,11,14,17,20,23,25,28,31,34,37,40,42,45,48,51,52
