LSOA21CD,GSP,Scenario_world,Scenario,Parameter,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01003059,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003060,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003061,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003062,Beddington 132kV Hurst 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003063,Beddington 132kV Hurst 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003064,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003065,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003066,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,2,3,3,3,3,3,4,3
E01003067,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003068,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003069,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003070,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003071,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003072,New Cross 66kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003073,New Cross 66kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,1,1,1,1,2,3,4,5,6,7,8,9,11,11,12,14,14,14,15,16,16,16,16
E01003074,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003075,New Cross 66kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003076,New Cross 66kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,1,0,1,1,2,3,3,3,4,4,4,5,5,5,6,5,6,6,6,6
E01003077,New Cross 66kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,3,2,2,2,3,3,3,4,3,4
E01003078,New Cross 66kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003079,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003080,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003081,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003082,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003083,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003084,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003085,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003086,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003087,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003088,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003089,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003090,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003091,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003092,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003093,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003094,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003095,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003096,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003097,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003098,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003099,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003100,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003101,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003102,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003104,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,1,1,0,1,2,1,2,2,3,3,4,3,4,5,5,5,5,6,5,5,6
E01003105,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003106,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003107,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003108,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003110,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003111,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003112,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003113,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003114,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003115,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003116,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003117,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003118,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003119,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003120,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003121,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003122,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003123,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003124,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003125,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003126,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003127,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003128,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003129,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003130,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003131,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003132,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003133,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003134,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003135,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003136,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003137,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003138,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003139,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003140,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003141,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003142,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003143,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003144,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003145,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003146,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003147,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003148,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003149,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003150,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003151,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003152,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003153,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003154,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003155,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003156,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003157,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003158,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003159,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003160,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003161,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003162,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003163,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003164,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003165,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003166,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003167,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003168,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003169,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003170,New Cross 66kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003171,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003172,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003173,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003174,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003175,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003176,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003177,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003178,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003179,Wimbledon Grid South 3/4,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003180,New Cross 66kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003181,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003182,New Cross 66kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003183,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,2,2,2,2,3,3,3,3,3,3,3,3
E01003184,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003185,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01003186,New Cross 132kV to Wimbledon 1 and 2 132kV,Hydrogen Evolution,Hydrogen Evolution,BEV HGVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
