LSOA21CD,Scenario_world,Scenario,Parameter,Unit,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000001,Holistic Transition,Reduced Demand,PHEV cars,Number,28,1132,1459,1348,1192,1069,977,911,848,801,762,720,624,559,510,458,403,358,311,277,232,186,152,129,95,71,60,47
E01000002,Holistic Transition,Reduced Demand,PHEV cars,Number,28,833,1171,1202,1222,1204,1188,1172,1144,1114,1066,1050,922,865,796,732,678,607,528,490,413,355,275,236,177,137,117,97
E01000003,Holistic Transition,Reduced Demand,PHEV cars,Number,15,439,622,694,703,705,703,687,692,674,647,626,554,513,489,433,406,353,331,265,222,201,157,136,113,91,45,46
E01000005,Holistic Transition,Reduced Demand,PHEV cars,Number,13,352,505,477,477,440,431,428,409,382,371,366,315,298,269,256,236,199,185,157,144,115,87,73,58,44,44,30
E01000006,Holistic Transition,Reduced Demand,PHEV cars,Number,16,21,26,29,32,35,40,45,52,57,60,65,62,58,54,50,46,42,38,33,28,24,20,16,13,9,6,5
E01000007,Holistic Transition,Reduced Demand,PHEV cars,Number,22,29,32,34,35,40,44,50,57,63,68,72,67,63,60,55,51,46,41,37,31,26,22,18,13,10,7,6
E01000008,Holistic Transition,Reduced Demand,PHEV cars,Number,23,29,31,32,34,38,43,49,56,61,67,72,67,63,59,55,51,46,42,36,32,27,22,17,14,11,8,6
E01000009,Holistic Transition,Reduced Demand,PHEV cars,Number,15,20,24,25,27,31,35,40,46,51,56,60,56,52,49,46,42,38,35,30,26,23,18,15,12,8,7,5
E01000011,Holistic Transition,Reduced Demand,PHEV cars,Number,13,16,19,21,22,25,28,33,37,42,45,48,46,43,40,37,35,32,29,25,22,18,15,12,9,7,5,4
E01000012,Holistic Transition,Reduced Demand,PHEV cars,Number,20,26,29,31,33,36,39,45,51,56,60,64,61,57,53,50,45,41,38,33,28,24,19,16,12,9,7,5
E01000013,Holistic Transition,Reduced Demand,PHEV cars,Number,13,18,25,29,34,38,41,47,54,59,63,68,63,60,56,52,48,42,38,33,28,23,19,15,11,9,7,5
E01000014,Holistic Transition,Reduced Demand,PHEV cars,Number,12,19,25,30,34,37,41,47,53,58,64,68,63,60,56,52,47,42,38,33,28,24,19,15,12,9,6,5
E01000015,Holistic Transition,Reduced Demand,PHEV cars,Number,19,27,33,38,41,47,51,60,67,74,81,86,81,77,72,66,61,55,50,44,37,32,26,20,16,13,9,7
E01000016,Holistic Transition,Reduced Demand,PHEV cars,Number,17,25,32,36,40,45,49,58,64,70,76,80,76,72,67,62,57,51,46,40,34,29,23,19,14,11,8,6
E01000017,Holistic Transition,Reduced Demand,PHEV cars,Number,14,21,28,33,38,42,45,52,57,62,67,71,67,64,59,55,49,44,39,34,30,25,20,15,12,9,7,5
E01000018,Holistic Transition,Reduced Demand,PHEV cars,Number,17,24,31,36,40,45,50,57,64,71,76,81,77,72,67,63,57,52,47,41,35,29,24,19,14,11,8,7
E01000019,Holistic Transition,Reduced Demand,PHEV cars,Number,21,29,37,41,45,48,52,59,65,70,75,79,75,68,61,56,50,45,40,35,30,25,20,16,13,10,8,6
E01000020,Holistic Transition,Reduced Demand,PHEV cars,Number,25,34,42,47,51,56,61,69,76,82,88,92,87,83,75,68,61,55,48,42,36,30,25,19,15,12,9,6
E01000021,Holistic Transition,Reduced Demand,PHEV cars,Number,14,20,27,31,34,38,43,49,56,62,68,72,68,64,60,55,50,46,42,36,31,26,21,17,13,10,8,6
E01000022,Holistic Transition,Reduced Demand,PHEV cars,Number,14,20,26,30,34,38,42,49,56,61,66,70,66,62,58,53,49,44,40,34,30,25,20,16,12,9,8,6
E01000024,Holistic Transition,Reduced Demand,PHEV cars,Number,11,17,24,28,32,35,39,45,50,54,59,62,58,56,51,48,43,39,35,30,26,22,18,14,11,8,6,5
E01000025,Holistic Transition,Reduced Demand,PHEV cars,Number,13,19,26,30,34,37,42,48,55,60,65,69,65,61,58,53,48,45,40,34,30,25,21,16,12,10,8,6
E01000027,Holistic Transition,Reduced Demand,PHEV cars,Number,20,28,35,40,44,49,55,64,72,80,86,92,87,81,77,71,65,59,53,47,40,34,28,23,17,13,10,8
E01000028,Holistic Transition,Reduced Demand,PHEV cars,Number,15,20,24,27,31,34,39,45,51,57,61,66,62,59,55,51,47,43,39,34,29,25,20,16,13,10,7,5
E01000029,Holistic Transition,Reduced Demand,PHEV cars,Number,20,28,36,39,44,50,55,64,72,80,86,92,86,81,76,71,65,60,53,47,40,34,27,22,17,13,10,8
E01000030,Holistic Transition,Reduced Demand,PHEV cars,Number,22,29,34,37,41,47,53,62,72,79,87,93,87,83,77,72,66,61,54,48,42,35,29,23,18,13,10,8
E01000031,Holistic Transition,Reduced Demand,PHEV cars,Number,25,33,40,45,49,54,59,69,77,84,91,97,91,86,80,74,69,62,56,50,43,36,30,23,18,14,11,8
E01000032,Holistic Transition,Reduced Demand,PHEV cars,Number,24,32,40,43,48,53,58,66,74,81,87,93,88,83,77,71,66,60,54,48,41,34,28,22,17,14,10,7
E01000033,Holistic Transition,Reduced Demand,PHEV cars,Number,15,21,26,31,34,37,41,47,53,58,63,67,63,59,55,52,47,43,38,33,28,24,20,15,12,9,7,5
E01000034,Holistic Transition,Reduced Demand,PHEV cars,Number,11,17,23,28,32,36,40,47,53,60,64,69,65,61,57,53,48,44,39,34,30,24,20,16,12,10,7,5
E01000035,Holistic Transition,Reduced Demand,PHEV cars,Number,22,29,35,39,42,47,52,59,66,71,77,82,78,73,68,63,58,53,48,42,36,30,24,19,16,11,9,7
E01000036,Holistic Transition,Reduced Demand,PHEV cars,Number,19,26,32,35,38,42,46,53,59,64,69,74,69,65,61,57,52,47,43,38,33,27,22,17,13,10,8,5
E01000037,Holistic Transition,Reduced Demand,PHEV cars,Number,13,19,26,30,34,39,44,53,60,67,73,78,74,70,65,60,56,51,45,40,35,28,23,19,14,11,8,7
E01000038,Holistic Transition,Reduced Demand,PHEV cars,Number,14,20,27,31,35,41,46,55,63,71,78,84,79,75,70,64,59,54,49,43,37,31,26,20,16,12,9,7
E01000039,Holistic Transition,Reduced Demand,PHEV cars,Number,14,20,26,30,34,40,44,54,62,70,76,82,78,73,68,63,58,53,48,42,36,31,25,20,16,12,9,6
E01000040,Holistic Transition,Reduced Demand,PHEV cars,Number,24,32,39,43,47,51,55,61,67,73,77,81,77,72,68,63,58,52,46,40,35,30,24,18,14,11,8,6
E01000041,Holistic Transition,Reduced Demand,PHEV cars,Number,18,25,31,35,38,42,46,53,60,65,70,74,70,66,62,58,52,48,43,38,32,27,22,18,13,10,8,6
E01000042,Holistic Transition,Reduced Demand,PHEV cars,Number,15,20,27,30,33,37,40,46,51,56,59,64,60,56,53,48,45,40,36,31,27,22,18,15,11,9,6,5
E01000043,Holistic Transition,Reduced Demand,PHEV cars,Number,24,33,42,47,50,54,58,65,72,77,82,86,82,77,72,66,60,54,48,42,36,30,24,19,15,12,8,7
E01000044,Holistic Transition,Reduced Demand,PHEV cars,Number,15,20,23,26,29,32,35,41,47,51,56,59,56,52,49,45,42,38,34,31,26,22,18,15,11,9,7,5
E01000045,Holistic Transition,Reduced Demand,PHEV cars,Number,18,26,32,36,40,44,48,56,61,68,72,77,72,69,64,59,55,49,45,38,33,27,22,18,14,11,8,6
E01000046,Holistic Transition,Reduced Demand,PHEV cars,Number,21,28,34,38,41,46,51,58,66,73,79,84,79,74,69,65,60,54,49,42,37,31,26,21,16,12,9,7
E01000049,Holistic Transition,Reduced Demand,PHEV cars,Number,14,19,22,24,27,29,32,35,40,43,45,49,46,43,40,37,34,31,28,24,21,17,14,11,9,7,5,3
E01000050,Holistic Transition,Reduced Demand,PHEV cars,Number,18,23,26,29,30,33,36,41,45,50,53,57,54,50,47,43,40,37,33,29,25,21,17,13,11,8,6,5
E01000051,Holistic Transition,Reduced Demand,PHEV cars,Number,11,14,15,16,17,18,21,24,27,29,32,34,32,30,28,26,24,22,20,18,15,13,10,8,6,5,4,3
E01000052,Holistic Transition,Reduced Demand,PHEV cars,Number,28,37,43,46,50,54,58,67,74,80,86,91,86,80,76,70,65,59,53,47,41,34,28,22,17,13,10,8
E01000053,Holistic Transition,Reduced Demand,PHEV cars,Number,13,19,25,28,31,35,38,44,49,54,58,62,59,55,52,47,44,40,36,32,27,23,19,14,11,8,6,5
E01000054,Holistic Transition,Reduced Demand,PHEV cars,Number,18,25,33,37,41,46,50,57,64,70,75,80,76,71,66,61,56,51,45,39,34,28,23,18,14,11,9,6
E01000055,Holistic Transition,Reduced Demand,PHEV cars,Number,16,22,28,32,36,40,44,51,56,62,66,71,66,63,58,54,49,45,40,35,30,25,21,16,13,10,7,5
E01000056,Holistic Transition,Reduced Demand,PHEV cars,Number,18,25,31,34,38,43,46,54,61,68,73,78,73,68,64,60,54,50,44,39,34,29,23,19,14,11,8,6
E01000057,Holistic Transition,Reduced Demand,PHEV cars,Number,13,19,25,30,33,35,39,42,47,51,54,56,54,50,46,42,37,33,29,26,23,19,15,12,10,8,6,4
E01000058,Holistic Transition,Reduced Demand,PHEV cars,Number,19,26,31,35,38,42,47,55,62,69,75,79,75,70,66,61,56,51,46,40,35,30,24,19,15,12,8,7
E01000059,Holistic Transition,Reduced Demand,PHEV cars,Number,13,18,25,29,33,37,41,47,53,58,62,67,63,59,55,51,47,42,37,32,28,23,19,16,12,9,7,5
E01000060,Holistic Transition,Reduced Demand,PHEV cars,Number,20,27,34,38,42,47,52,61,68,75,81,87,82,77,72,67,61,56,50,45,39,32,27,21,16,12,10,7
E01000061,Holistic Transition,Reduced Demand,PHEV cars,Number,17,21,24,26,28,32,36,43,50,55,61,65,61,58,54,50,47,43,38,34,30,25,21,17,13,10,8,5
E01000062,Holistic Transition,Reduced Demand,PHEV cars,Number,21,29,37,43,47,52,57,66,74,82,88,94,88,83,77,72,66,60,54,47,40,33,28,22,17,13,9,7
E01000063,Holistic Transition,Reduced Demand,PHEV cars,Number,17,24,31,36,40,44,48,55,62,67,73,78,73,69,64,60,55,50,45,39,34,28,23,18,14,11,8,6
E01000064,Holistic Transition,Reduced Demand,PHEV cars,Number,21,29,36,41,45,50,56,64,73,80,86,92,87,82,77,71,66,60,54,47,41,34,28,22,17,13,10,8
E01000065,Holistic Transition,Reduced Demand,PHEV cars,Number,22,31,37,41,45,50,55,63,71,78,83,89,84,79,73,68,64,57,52,45,39,33,27,21,17,13,10,7
E01000066,Holistic Transition,Reduced Demand,PHEV cars,Number,24,33,40,44,48,54,58,67,75,82,89,93,88,83,78,72,66,61,54,48,41,35,28,22,17,14,10,8
E01000067,Holistic Transition,Reduced Demand,PHEV cars,Number,27,36,44,47,51,56,62,72,81,89,96,102,97,91,85,79,73,66,59,52,45,38,31,25,20,15,12,8
E01000068,Holistic Transition,Reduced Demand,PHEV cars,Number,18,25,30,34,37,41,45,52,59,64,70,74,70,66,62,57,53,48,43,38,32,27,22,17,13,11,8,6
E01000069,Holistic Transition,Reduced Demand,PHEV cars,Number,25,34,41,45,49,54,59,69,77,84,90,97,91,86,81,75,69,62,57,50,43,36,29,23,18,13,11,8
E01000070,Holistic Transition,Reduced Demand,PHEV cars,Number,26,36,43,47,51,56,62,71,80,87,94,100,95,89,84,78,71,64,59,52,44,37,31,24,19,15,11,8
E01000071,Holistic Transition,Reduced Demand,PHEV cars,Number,30,40,47,52,56,63,69,80,90,98,106,113,108,101,95,88,81,73,66,58,50,43,35,27,22,16,12,10
E01000072,Holistic Transition,Reduced Demand,PHEV cars,Number,20,27,34,39,42,47,51,58,65,71,78,82,77,73,68,63,58,53,48,42,35,29,24,19,15,12,8,6
E01000073,Holistic Transition,Reduced Demand,PHEV cars,Number,22,30,37,41,45,50,54,63,69,76,81,86,81,77,71,67,62,56,50,44,38,32,26,20,16,12,9,7
E01000074,Holistic Transition,Reduced Demand,PHEV cars,Number,19,27,34,38,42,46,50,57,63,68,73,78,73,69,64,59,55,50,44,39,33,28,23,18,14,11,8,6
E01000075,Holistic Transition,Reduced Demand,PHEV cars,Number,32,43,50,54,58,65,71,83,93,102,110,117,111,104,98,90,83,76,68,60,52,44,37,29,23,18,13,10
E01000076,Holistic Transition,Reduced Demand,PHEV cars,Number,22,30,38,41,45,49,54,62,69,75,81,85,81,77,71,66,60,55,50,43,38,31,25,20,15,12,9,6
E01000077,Holistic Transition,Reduced Demand,PHEV cars,Number,13,19,25,30,34,37,41,48,54,60,65,69,65,61,57,53,48,45,40,35,30,25,21,16,13,10,8,5
E01000078,Holistic Transition,Reduced Demand,PHEV cars,Number,20,27,34,38,43,47,51,58,65,70,76,81,76,72,67,62,56,51,46,40,34,29,24,18,15,11,9,6
E01000079,Holistic Transition,Reduced Demand,PHEV cars,Number,16,23,30,35,39,43,48,54,61,67,72,78,73,68,64,59,54,49,44,38,33,27,22,18,13,11,8,6
E01000080,Holistic Transition,Reduced Demand,PHEV cars,Number,20,27,34,38,41,46,51,58,64,71,75,80,76,71,67,62,57,51,46,41,34,29,24,18,15,11,8,7
E01000081,Holistic Transition,Reduced Demand,PHEV cars,Number,22,31,38,42,46,52,56,64,72,78,84,90,85,79,74,69,63,58,51,45,39,32,27,21,16,13,10,7
E01000082,Holistic Transition,Reduced Demand,PHEV cars,Number,19,26,33,38,41,45,50,57,63,69,75,79,75,70,65,60,56,51,45,39,34,28,23,18,14,11,9,6
E01000083,Holistic Transition,Reduced Demand,PHEV cars,Number,21,29,37,42,46,50,56,63,70,76,82,87,82,77,72,67,61,55,50,43,37,31,25,20,15,12,9,7
E01000084,Holistic Transition,Reduced Demand,PHEV cars,Number,9,14,20,23,26,29,32,37,41,45,49,52,49,46,43,40,36,32,28,25,21,17,14,11,9,7,5,4
E01000085,Holistic Transition,Reduced Demand,PHEV cars,Number,10,16,24,29,32,35,39,45,50,55,58,63,58,55,51,46,42,37,33,29,25,21,17,14,11,8,6,5
E01000086,Holistic Transition,Reduced Demand,PHEV cars,Number,10,15,22,26,30,32,36,40,46,49,53,57,53,50,47,42,38,34,30,27,23,19,16,13,9,7,5,4
E01000087,Holistic Transition,Reduced Demand,PHEV cars,Number,13,19,25,30,33,37,40,46,52,56,60,64,61,57,53,49,44,39,35,31,26,22,18,15,11,9,7,5
E01000088,Holistic Transition,Reduced Demand,PHEV cars,Number,15,21,27,31,35,39,43,49,56,61,67,71,68,64,59,55,50,46,41,37,31,26,21,16,13,10,7,6
E01000089,Holistic Transition,Reduced Demand,PHEV cars,Number,17,23,27,30,33,38,42,50,56,63,69,73,69,65,61,57,52,47,43,38,32,28,22,18,14,10,8,6
E01000090,Holistic Transition,Reduced Demand,PHEV cars,Number,16,22,27,31,34,38,43,50,56,62,67,72,67,63,59,55,50,46,42,37,31,27,21,17,14,10,8,5
E01000091,Holistic Transition,Reduced Demand,PHEV cars,Number,28,37,45,48,51,56,60,67,75,80,86,91,85,80,75,70,64,58,52,46,39,33,27,22,17,13,10,7
E01000093,Holistic Transition,Reduced Demand,PHEV cars,Number,26,35,42,45,48,51,55,62,69,75,80,84,79,74,70,65,59,54,48,42,36,30,24,20,15,12,9,7
E01000094,Holistic Transition,Reduced Demand,PHEV cars,Number,26,35,40,44,47,51,55,61,68,74,79,84,79,74,69,65,59,54,48,43,37,31,26,21,16,12,9,7
E01000095,Holistic Transition,Reduced Demand,PHEV cars,Number,22,31,37,41,45,50,56,66,74,82,88,94,89,83,78,72,67,61,55,48,41,35,28,23,18,14,10,8
E01000096,Holistic Transition,Reduced Demand,PHEV cars,Number,25,33,38,40,42,47,51,57,64,68,74,78,73,69,65,60,55,51,45,39,35,29,24,18,15,11,9,6
E01000097,Holistic Transition,Reduced Demand,PHEV cars,Number,29,38,47,51,56,61,66,76,83,91,98,103,98,92,85,77,70,62,55,48,41,34,28,22,18,13,10,8
E01000098,Holistic Transition,Reduced Demand,PHEV cars,Number,26,35,42,47,51,56,61,69,76,83,88,93,88,82,75,68,61,55,48,42,37,31,25,20,15,11,9,7
E01000099,Holistic Transition,Reduced Demand,PHEV cars,Number,61,78,88,92,99,109,121,139,157,173,186,199,187,176,164,153,140,128,114,100,85,72,59,46,36,27,20,16
E01000100,Holistic Transition,Reduced Demand,PHEV cars,Number,17,24,30,34,38,42,46,51,58,63,69,72,68,64,60,56,51,46,42,37,31,27,21,17,13,10,8,6
