LSOA21CD,Parameter,Scenario_world,Scenario,Unit,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000439,Domestic battery capacity,Holistic Transition,High,kW,3.063,3.793,4.692,5.949,7.699,9.898,12.577,15.974,19.253,23.475,27.284,32.116,37.535,41.62,47.961,54.459,62.528,71.045,80.12,89.296,98.721,108.149,117.499,127.775,136.648,145.204,154.652,161.613
E01000440,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.587,2.061,3.914,6.171,9.034,11.797,15.354,18.563,22.635,27.201,30.643,35.986,41.462,48.26,55.437,63.084,70.815,78.757,86.701,94.579,103.238,110.714,117.924,125.885,131.75
E01000441,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.541,1.901,3.609,5.69,8.33,10.877,14.158,17.117,20.871,25.081,28.255,33.182,38.23,44.499,51.116,58.167,65.296,72.619,79.944,87.208,95.192,102.086,108.734,116.074,121.482
E01000442,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.46,1.616,3.069,4.839,7.084,9.251,12.04,14.557,17.75,21.33,24.03,28.22,32.513,37.845,43.472,49.469,55.532,61.759,67.989,74.167,80.957,86.82,92.474,98.716,103.316
E01000443,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.35,1.228,2.333,3.678,5.384,7.031,9.151,11.064,13.491,16.212,18.264,21.448,24.711,28.763,33.04,37.598,42.206,46.939,51.674,56.369,61.53,65.986,70.283,75.028,78.524
E01000444,Domestic battery capacity,Holistic Transition,High,kW,3.996,4.947,6.12,7.347,8.592,10.157,12.064,14.481,16.815,19.819,22.529,25.968,29.824,32.732,37.244,41.869,47.61,53.671,60.13,66.659,73.366,80.076,86.729,94.042,100.356,106.445,113.169,118.122
E01000445,Domestic battery capacity,Holistic Transition,High,kW,11.371,14.078,17.417,20.318,22.377,24.964,28.115,32.112,35.969,40.937,45.417,51.102,57.477,62.284,69.743,77.388,86.881,96.9,107.577,118.373,129.461,140.553,151.552,163.642,174.081,184.147,195.262,203.451
E01000446,Domestic battery capacity,Holistic Transition,High,kW,3.063,3.793,4.692,5.664,6.696,7.994,9.574,11.578,13.513,16.004,18.251,21.101,24.298,26.709,30.45,34.283,39.044,44.068,49.423,54.836,60.396,65.959,71.475,77.538,82.772,87.82,93.394,97.501
E01000447,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.462,1.624,3.084,4.863,7.119,9.296,12.099,14.628,17.837,21.434,24.147,28.357,32.672,38.029,43.684,49.71,55.803,62.061,68.321,74.529,81.352,87.243,92.925,99.198,103.82
E01000448,Domestic battery capacity,Holistic Transition,High,kW,5.993,7.42,9.18,10.651,11.589,12.769,14.206,16.027,17.786,20.05,22.093,24.685,27.591,29.782,33.182,36.667,40.995,45.562,50.43,55.351,60.405,65.462,70.476,75.987,80.746,85.335,90.402,94.135
E01000449,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.67,2.354,4.471,7.049,10.319,13.474,17.538,21.204,25.855,31.07,35.002,41.105,47.359,55.125,63.322,72.056,80.888,89.959,99.033,108.032,117.922,126.462,134.697,143.79,150.49
E01000450,Domestic battery capacity,Holistic Transition,High,kW,2.997,3.71,4.59,5.812,7.503,9.629,12.219,15.502,18.672,22.753,26.435,31.106,36.344,40.293,46.422,52.704,60.503,68.736,77.509,86.379,95.489,104.603,113.641,123.574,132.151,140.422,149.555,156.284
E01000451,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.414,1.454,2.762,4.355,6.374,8.324,10.834,13.098,15.972,19.193,21.622,25.392,29.256,34.053,39.117,44.512,49.968,55.571,61.177,66.736,72.846,78.121,83.208,88.826,92.964
E01000452,Domestic battery capacity,Holistic Transition,High,kW,4.162,5.153,6.375,7.699,9.11,10.883,13.043,15.782,18.426,21.831,24.902,28.798,33.167,36.462,41.575,46.815,53.321,60.188,67.506,74.905,82.505,90.107,97.646,105.933,113.088,119.987,127.605,133.218
E01000453,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.461,1.617,3.071,4.843,7.088,9.257,12.048,14.566,17.761,21.344,24.045,28.238,32.534,37.869,43.5,49.5,55.567,61.799,68.032,74.214,81.009,86.875,92.532,98.779,103.381
E01000454,Domestic battery capacity,Holistic Transition,High,kW,7.225,8.946,11.067,12.956,14.376,16.162,18.337,21.096,23.758,27.187,30.279,34.203,38.603,41.92,47.069,52.346,58.897,65.813,73.182,80.633,88.286,95.941,103.533,111.878,119.082,126.03,133.702,139.354
E01000455,Domestic battery capacity,Holistic Transition,High,kW,4.162,5.153,6.375,7.532,8.525,9.773,11.293,13.221,15.081,17.477,19.639,22.381,25.455,27.774,31.372,35.059,39.638,44.471,49.62,54.827,60.175,65.525,70.831,76.662,81.697,86.552,91.914,95.863
E01000456,Domestic battery capacity,Holistic Transition,High,kW,4.162,5.153,6.375,7.444,8.213,9.181,10.359,11.854,13.297,15.154,16.83,18.956,21.34,23.137,25.927,28.786,32.336,36.083,40.076,44.113,48.259,52.408,56.521,61.042,64.946,68.71,72.867,75.93
E01000457,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.375,1.317,2.5,3.942,5.771,7.536,9.808,11.858,14.459,17.376,19.575,22.988,26.485,30.828,35.412,40.297,45.236,50.309,55.384,60.416,65.947,70.723,75.328,80.414,84.16
E01000458,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.173,0.607,1.153,1.819,2.662,3.476,4.524,5.47,6.67,8.015,9.03,10.604,12.218,14.221,16.336,18.589,20.867,23.207,25.548,27.87,30.421,32.624,34.749,37.095,38.823
E01000459,Domestic battery capacity,Holistic Transition,High,kW,2.497,3.092,3.825,4.734,5.869,7.295,9.033,11.236,13.362,16.101,18.571,21.705,25.22,27.869,31.982,36.197,41.43,46.954,52.84,58.791,64.904,71.019,77.083,83.748,89.503,95.052,101.18,105.694
E01000460,Domestic battery capacity,Holistic Transition,High,kW,13.052,16.16,19.992,23.028,24.649,26.687,29.169,32.317,35.355,39.268,42.797,47.275,52.296,56.081,61.957,67.979,75.455,83.347,91.757,100.259,108.993,117.73,126.393,135.916,144.138,152.066,160.821,167.271
E01000461,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.614,2.156,4.095,6.456,9.451,12.341,16.063,19.42,23.68,28.456,32.058,37.647,43.376,50.488,57.996,65.996,74.084,82.392,90.703,98.945,108.003,115.825,123.367,131.696,137.832
E01000462,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.319,1.12,2.126,3.352,4.907,6.408,8.34,10.083,12.295,14.775,16.645,19.547,22.521,26.214,30.112,34.266,38.465,42.779,47.094,51.373,56.077,60.138,64.054,68.378,71.564
E01000463,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.427,1.501,2.85,4.493,6.577,8.588,11.178,13.514,16.479,19.802,22.309,26.198,30.185,35.134,40.358,45.925,51.554,57.336,63.119,68.854,75.158,80.601,85.85,91.645,95.915
E01000464,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.362,1.272,2.415,3.808,5.574,7.278,9.473,11.453,13.965,16.782,18.906,22.203,25.581,29.776,34.203,38.921,43.691,48.591,53.493,58.353,63.696,68.308,72.757,77.668,81.287
E01000465,Domestic battery capacity,Holistic Transition,High,kW,1.998,2.473,3.06,3.804,4.755,5.95,7.405,9.25,11.032,13.325,15.395,18.02,20.964,23.183,26.628,30.158,34.542,39.169,44.099,49.084,54.204,59.327,64.406,69.989,74.809,79.458,84.59,88.372
E01000466,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.413,1.45,2.754,4.342,6.355,8.299,10.802,13.059,15.924,19.136,21.558,25.316,29.169,33.951,39,44.38,49.819,55.406,60.995,66.537,72.628,77.888,82.96,88.561,92.687
E01000467,Domestic battery capacity,Holistic Transition,High,kW,2.997,3.71,4.59,5.588,6.715,8.133,9.859,12.049,14.162,16.884,19.339,22.453,25.946,28.579,32.666,36.854,42.055,47.544,53.394,59.308,65.383,71.46,77.486,84.109,89.828,95.343,101.433,105.919
E01000468,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.735,2.58,4.899,7.724,11.306,14.765,19.217,23.234,28.33,34.045,38.353,45.04,51.894,60.403,69.385,78.956,88.633,98.572,108.516,118.376,129.213,138.571,147.594,157.558,164.899
E01000469,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.312,1.095,2.079,3.277,4.797,6.265,8.154,9.858,12.021,14.445,16.274,19.111,22.019,25.629,29.44,33.502,37.608,41.825,46.044,50.228,54.826,58.797,62.625,66.853,69.968
E01000470,Domestic battery capacity,Holistic Transition,High,kW,5.494,6.802,8.415,9.438,9.481,9.535,9.6,9.683,9.764,9.867,9.96,10.078,10.211,10.311,10.466,10.625,10.822,11.031,11.253,11.477,11.708,11.938,12.167,12.419,12.636,12.845,13.076,13.246
E01000471,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.908,6.548,12.154,18.828,26.734,34.562,43.61,51.648,61.238,71.018,78.386,88.697,98.79,110.294,121.721,134.422,146.372,158.584,169.677,180.292,192.147,199.643,206.495,214.133,219.398
E01000472,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.336,1.152,2.139,3.313,4.704,6.082,7.674,9.088,10.776,12.497,13.793,15.608,17.384,19.408,21.419,23.654,25.757,27.906,29.858,31.726,33.812,35.131,36.336,37.68,38.607
E01000473,Domestic battery capacity,Holistic Transition,High,kW,3.66,5.258,7.201,9.487,12.168,15.409,19.266,23.836,28.36,33.59,38.236,43.779,49.432,53.691,59.651,65.484,72.134,78.739,86.079,92.987,100.045,106.457,112.592,119.445,123.777,127.738,132.153,135.196
E01000474,Domestic battery capacity,Holistic Transition,High,kW,3.66,5.258,7.201,9.87,13.483,17.85,23.047,29.205,35.301,42.349,48.608,56.078,63.695,69.433,77.464,85.324,94.284,103.184,113.076,122.383,131.894,140.534,148.801,158.034,163.872,169.209,175.158,179.258
E01000475,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.189,4.079,7.572,11.729,16.655,21.531,27.168,32.175,38.149,44.242,48.832,55.255,61.542,68.709,75.828,83.74,91.185,98.792,105.703,112.315,119.701,124.37,128.639,133.397,136.677
E01000476,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.315,7.944,14.745,22.842,32.434,41.93,52.908,62.658,74.294,86.158,95.097,107.607,119.851,133.807,147.671,163.079,177.577,192.393,205.85,218.728,233.111,242.204,250.517,259.784,266.171
E01000477,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.224,0.785,1.491,2.35,3.441,4.493,5.848,7.07,8.621,10.36,11.671,13.706,15.792,18.381,21.114,24.027,26.972,29.996,33.022,36.023,39.32,42.168,44.914,47.946,50.18
E01000478,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.443,1.52,2.821,4.37,6.205,8.022,10.122,11.988,14.214,16.484,18.194,20.588,22.93,25.601,28.253,31.201,33.975,36.809,39.384,41.848,44.6,46.339,47.93,49.703,50.925
E01000479,Domestic battery capacity,Holistic Transition,High,kW,26.353,37.855,51.844,61.554,64.452,67.954,72.123,77.062,81.952,87.605,92.625,98.617,104.726,109.329,115.77,122.074,129.261,136.399,144.333,151.798,159.427,166.356,172.987,180.393,185.075,189.356,194.127,197.416
E01000480,Domestic battery capacity,Holistic Transition,High,kW,3.66,5.258,7.201,9.719,12.965,16.888,21.558,27.09,32.567,38.899,44.523,51.234,58.077,63.233,70.448,77.51,85.56,93.556,102.443,110.805,119.35,127.112,134.54,142.835,148.08,152.874,158.219,161.903
E01000481,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.528,1.81,3.36,5.205,7.391,9.555,12.057,14.279,16.93,19.634,21.671,24.521,27.311,30.492,33.651,37.162,40.466,43.842,46.909,49.844,53.121,55.193,57.088,59.199,60.655
E01000483,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.96,3.295,6.116,9.474,13.453,17.391,21.945,25.989,30.815,35.736,39.444,44.633,49.711,55.5,61.25,67.641,73.654,79.799,85.381,90.723,96.688,100.46,103.908,107.752,110.401
E01000484,Domestic battery capacity,Holistic Transition,High,kW,2.694,3.87,5.3,6.656,7.838,9.265,10.965,12.978,14.971,17.276,19.322,21.765,24.255,26.131,28.757,31.327,34.257,37.167,40.401,43.444,46.554,49.378,52.082,55.101,57.009,58.754,60.699,62.04
E01000485,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.516,5.204,9.659,14.962,21.246,27.466,34.657,41.044,48.666,56.438,62.293,70.488,78.508,87.65,96.732,106.825,116.322,126.026,134.842,143.278,152.699,158.656,164.101,170.171,174.355
E01000486,Domestic battery capacity,Holistic Transition,High,kW,2.635,3.786,5.184,7.588,11.36,15.919,21.346,27.775,34.139,41.497,48.033,55.831,63.783,69.775,78.159,86.365,95.72,105.012,115.339,125.057,134.986,144.006,152.638,162.278,168.373,173.944,180.155,184.436
E01000487,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.018,3.493,6.483,10.043,14.261,18.436,23.263,27.55,32.666,37.883,41.813,47.314,52.697,58.834,64.93,71.704,78.079,84.593,90.51,96.173,102.497,106.495,110.15,114.224,117.033
E01000488,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.258,0.908,1.723,2.717,3.977,5.194,6.76,8.173,9.966,11.976,13.492,15.844,18.255,21.248,24.408,27.775,31.179,34.675,38.173,41.642,45.454,48.746,51.92,55.425,58.008
E01000489,Domestic battery capacity,Holistic Transition,High,kW,2.997,3.71,4.59,5.453,6.241,7.232,8.439,9.97,11.448,13.351,15.067,17.245,19.686,21.527,24.385,27.313,30.949,34.787,38.877,43.012,47.26,51.508,55.722,60.353,64.351,68.207,72.465,75.601
E01000490,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.033,0.116,0.22,0.347,0.508,0.663,0.863,1.043,1.272,1.529,1.723,2.023,2.331,2.713,3.116,3.546,3.981,4.427,4.874,5.317,5.803,6.224,6.629,7.076,7.406
E01000491,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.179,0.63,1.197,1.887,2.762,3.607,4.694,5.675,6.92,8.316,9.369,11.002,12.676,14.755,16.949,19.287,21.65,24.078,26.507,28.916,31.563,33.849,36.053,38.487,40.28
E01000492,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.327,1.15,2.183,3.442,5.039,6.58,8.565,10.355,12.626,15.173,17.093,20.073,23.128,26.92,30.923,35.188,39.501,43.931,48.362,52.757,57.587,61.757,65.779,70.219,73.491
E01000493,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.155,0.544,1.034,1.63,2.386,3.116,4.056,4.903,5.979,7.185,8.094,9.505,10.951,12.747,14.643,16.662,18.704,20.802,22.9,24.981,27.268,29.243,31.147,33.25,34.799
E01000494,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.133,0.466,0.885,1.395,2.042,2.667,3.471,4.197,5.117,6.15,6.928,8.136,9.374,10.911,12.533,14.262,16.01,17.805,19.601,21.382,23.34,25.03,26.66,28.46,29.786
E01000495,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.041,0.144,0.274,0.432,0.633,0.826,1.075,1.3,1.585,1.905,2.146,2.521,2.904,3.38,3.883,4.419,4.96,5.516,6.073,6.625,7.231,7.755,8.26,8.817,9.228
E01000497,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.609,2.14,4.063,6.406,9.377,12.245,15.938,19.27,23.497,28.236,31.809,37.356,43.04,50.097,57.546,65.484,73.51,81.754,90.001,98.178,107.167,114.928,122.412,130.676,136.764
E01000498,Domestic battery capacity,Holistic Transition,High,kW,4.994,6.184,7.65,8.581,8.622,8.674,8.738,8.818,8.895,8.995,9.085,9.199,9.327,9.424,9.574,9.727,9.918,10.119,10.333,10.55,10.773,10.996,11.216,11.459,11.669,11.871,12.094,12.259
E01000499,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.331,1.162,2.206,3.479,5.092,6.65,8.655,10.464,12.759,15.333,17.273,20.285,23.372,27.204,31.249,35.56,39.918,44.395,48.873,53.314,58.195,62.409,66.473,70.961,74.267
E01000501,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.117,0.41,0.779,1.229,1.798,2.348,3.057,3.695,4.506,5.415,6.1,7.164,8.254,9.607,11.036,12.558,14.097,15.678,17.26,18.828,20.552,22.04,23.475,25.06,26.228
E01000502,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.402,1.412,2.682,4.229,6.191,8.084,10.522,12.721,15.511,18.64,20.999,24.661,28.413,33.072,37.99,43.23,48.528,53.97,59.415,64.813,70.747,75.871,80.811,86.267,90.286
E01000503,Domestic battery capacity,Holistic Transition,High,kW,3.063,3.793,4.692,5.575,6.383,7.399,8.637,10.206,11.721,13.672,15.432,17.664,20.168,22.055,24.985,27.987,31.715,35.65,39.843,44.083,48.437,52.793,57.113,61.861,65.96,69.913,74.279,77.494
E01000504,Domestic battery capacity,Holistic Transition,High,kW,2.997,3.71,4.59,5.503,6.417,7.565,8.965,10.739,12.452,14.658,16.647,19.172,22.002,24.136,27.449,30.843,35.058,39.507,44.248,49.041,53.964,58.89,63.774,69.142,73.777,78.246,83.182,86.818
E01000505,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.665,2.335,4.433,6.99,10.232,13.361,17.391,21.026,25.638,30.809,34.708,40.76,46.962,54.662,62.79,71.452,80.209,89.204,98.202,107.125,116.932,125.4,133.566,142.583,149.226
E01000506,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.178,0.625,1.187,1.872,2.74,3.577,4.656,5.63,6.864,8.249,9.293,10.913,12.574,14.635,16.812,19.131,21.475,23.884,26.293,28.682,31.308,33.575,35.762,38.176,39.955
E01000507,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.21,0.737,1.399,2.206,3.23,4.217,5.489,6.637,8.092,9.725,10.956,12.866,14.823,17.254,19.82,22.554,25.318,28.157,30.997,33.814,36.909,39.582,42.16,45.006,47.103
E01000508,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.429,1.506,2.86,4.509,6.601,8.62,11.219,13.564,16.539,19.876,22.391,26.295,30.296,35.264,40.508,46.095,51.745,57.548,63.352,69.109,75.436,80.899,86.167,91.984,96.27
E01000509,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.178,0.627,1.19,1.876,2.746,3.586,4.667,5.643,6.881,8.269,9.315,10.939,12.604,14.67,16.852,19.176,21.526,23.94,26.355,28.75,31.382,33.655,35.847,38.267,40.049
E01000510,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.137,0.483,0.917,1.445,2.116,2.763,3.596,4.348,5.301,6.371,7.177,8.428,9.711,11.303,12.984,14.775,16.585,18.445,20.306,22.151,24.179,25.93,27.619,29.483,30.857
E01000511,Domestic battery capacity,Holistic Transition,High,kW,2.997,3.71,4.59,5.316,5.763,6.323,7.006,7.873,8.709,9.786,10.757,11.989,13.371,14.413,16.03,17.687,19.744,21.916,24.231,26.571,28.974,31.378,33.763,36.383,38.646,40.828,43.237,45.012
E01000512,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.535,1.878,3.566,5.622,8.23,10.747,13.988,16.911,20.62,24.78,27.916,32.783,37.771,43.965,50.502,57.469,64.512,71.747,78.984,86.161,94.049,100.86,107.428,114.681,120.024
E01000513,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.284,7.836,14.545,22.532,31.994,41.361,52.189,61.808,73.285,84.989,93.807,106.146,118.224,131.991,145.667,160.865,175.167,189.781,203.056,215.759,229.947,238.917,247.117,256.258,262.558
E01000514,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.61,2.092,3.884,6.016,8.542,11.044,13.935,16.503,19.568,22.692,25.047,28.342,31.566,35.242,38.894,42.952,46.771,50.673,54.217,57.609,61.397,63.792,65.982,68.422,70.105
E01000515,Domestic battery capacity,Holistic Transition,High,kW,5.856,8.412,11.521,14.073,15.677,17.614,19.92,22.653,25.358,28.485,31.263,34.577,37.957,40.503,44.067,47.554,51.53,55.479,59.868,63.998,68.218,72.052,75.72,79.817,82.408,84.776,87.415,89.235
E01000516,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.382,4.742,8.803,13.636,19.362,25.031,31.585,37.406,44.352,51.435,56.772,64.24,71.549,79.881,88.157,97.355,106.011,114.855,122.889,130.577,139.163,144.592,149.555,155.087,158.9
E01000517,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.042,7.008,13.008,20.151,28.613,36.991,46.675,55.278,65.542,76.009,83.896,94.931,105.733,118.046,130.277,143.869,156.66,169.73,181.602,192.964,205.652,213.674,221.008,229.183,234.818
E01000518,Domestic battery capacity,Holistic Transition,High,kW,12.064,17.329,23.733,29.804,35.082,41.461,49.054,58.05,66.956,77.252,86.396,97.308,108.436,116.819,128.551,140.034,153.123,166.126,180.576,194.173,208.067,220.689,232.766,246.255,254.783,262.579,271.27,277.26
E01000519,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.296,4.448,8.256,12.789,18.16,23.477,29.624,35.083,41.598,48.241,53.246,60.251,67.106,74.921,82.683,91.31,99.428,107.723,115.259,122.469,130.522,135.614,140.268,145.457,149.033
E01000520,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.145,3.93,7.294,11.3,16.045,20.743,26.173,30.997,36.753,42.622,47.045,53.233,59.29,66.194,73.053,80.675,87.847,95.176,101.834,108.205,115.32,119.818,123.931,128.515,131.675
E01000521,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.08,0.28,0.532,0.838,1.227,1.602,2.086,2.521,3.075,3.695,4.162,4.888,5.632,6.555,7.53,8.569,9.619,10.698,11.777,12.847,14.023,15.039,16.018,17.099,17.896
E01000522,Domestic battery capacity,Holistic Transition,High,kW,2.997,3.71,4.59,5.344,5.859,6.506,7.294,8.294,9.259,10.502,11.622,13.045,14.639,15.842,17.708,19.62,21.995,24.501,27.172,29.873,32.646,35.421,38.173,41.197,43.808,46.326,49.107,51.155
E01000523,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.189,0.663,1.26,1.986,2.908,3.797,4.942,5.975,7.285,8.755,9.863,11.583,13.345,15.533,17.843,20.304,22.793,25.349,27.906,30.441,33.228,35.635,37.955,40.518,42.405
E01000524,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.144,0.507,0.963,1.518,2.223,2.902,3.778,4.567,5.569,6.692,7.539,8.854,10.201,11.874,13.639,15.521,17.423,19.377,21.331,23.269,25.4,27.239,29.013,30.972,32.415
E01000525,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.148,0.52,0.988,1.558,2.28,2.978,3.876,4.686,5.713,6.866,7.735,9.083,10.466,12.182,13.993,15.923,17.875,19.879,21.885,23.873,26.059,27.946,29.766,31.775,33.256
E01000526,Domestic battery capacity,Holistic Transition,High,kW,3.063,3.793,4.692,5.321,5.491,5.706,5.967,6.298,6.617,7.028,7.399,7.87,8.398,8.796,9.414,10.047,10.833,11.663,12.547,13.441,14.36,15.278,16.189,17.19,18.055,18.888,19.809,20.487
E01000527,Domestic battery capacity,Holistic Transition,High,kW,2.997,3.71,4.59,5.517,6.466,7.659,9.112,10.954,12.733,15.023,17.089,19.711,22.65,24.866,28.306,31.831,36.207,40.827,45.75,50.728,55.84,60.955,66.026,71.601,76.414,81.055,86.18,89.956
E01000528,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.351,1.234,2.343,3.693,5.406,7.06,9.189,11.11,13.547,16.279,18.339,21.537,24.814,28.883,33.177,37.754,42.381,47.134,51.889,56.603,61.785,66.26,70.575,75.339,78.849
E01000530,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.512,1.797,3.412,5.379,7.874,10.283,13.384,16.181,19.73,23.71,26.711,31.368,36.141,42.067,48.322,54.988,61.727,68.65,75.574,82.441,89.989,96.506,102.79,109.73,114.842
E01000531,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.104,0.364,0.691,1.09,1.595,2.083,2.712,3.279,3.998,4.804,5.412,6.356,7.323,8.523,9.791,11.141,12.507,13.91,15.313,16.704,18.233,19.554,20.827,22.233,23.269
E01000532,Domestic battery capacity,Holistic Transition,High,kW,1.032,1.278,1.581,2.41,4.016,6.036,8.495,11.614,14.625,18.502,22,26.437,31.412,35.164,40.986,46.953,54.362,62.183,70.516,78.942,87.596,96.254,104.839,114.275,122.422,130.279,138.955,145.346
E01000533,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.178,0.626,1.188,1.873,2.742,3.581,4.66,5.635,6.87,8.256,9.301,10.923,12.585,14.648,16.827,19.148,21.495,23.905,26.316,28.708,31.336,33.605,35.794,38.21,39.99
E01000534,Domestic battery capacity,Holistic Transition,High,kW,5.56,6.884,8.517,9.579,9.689,9.827,9.995,10.208,10.414,10.679,10.918,11.222,11.562,11.818,12.216,12.624,13.131,13.665,14.235,14.811,15.403,15.995,16.582,17.227,17.784,18.321,18.914,19.351
E01000535,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.375,1.317,2.502,3.945,5.774,7.54,9.814,11.866,14.468,17.387,19.587,23.002,26.502,30.848,35.435,40.323,45.265,50.341,55.419,60.455,65.99,70.769,75.377,80.466,84.215
E01000536,Domestic battery capacity,Holistic Transition,High,kW,3.66,5.258,7.201,10.287,14.916,20.508,27.166,35.053,42.861,51.888,59.906,69.473,79.229,86.58,96.866,106.933,118.41,129.81,142.479,154.401,166.583,177.649,188.238,200.064,207.542,214.377,221.997,227.249
E01000538,Domestic battery capacity,Holistic Transition,High,kW,18.93,27.193,37.241,45.004,49.001,53.83,59.579,66.39,73.133,80.928,87.852,96.113,104.538,110.885,119.768,128.462,138.372,148.216,159.157,169.451,179.971,189.527,198.671,208.884,215.341,221.243,227.823,232.359
E01000539,Domestic battery capacity,Holistic Transition,High,kW,10.746,15.437,21.141,26.226,30.144,34.879,40.515,47.192,53.802,61.444,68.231,76.331,84.59,90.813,99.521,108.044,117.759,127.41,138.135,148.228,158.541,167.909,176.874,186.886,193.216,199.002,205.453,209.899
E01000540,Domestic battery capacity,Holistic Transition,High,kW,4.392,6.309,8.641,12.193,17.378,23.644,31.102,39.938,48.686,58.799,67.781,78.499,89.429,97.664,109.187,120.466,133.323,146.094,160.288,173.644,187.291,199.689,211.552,224.801,233.178,240.836,249.372,255.256
E01000541,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.69,2.366,4.392,6.803,9.66,12.489,15.758,18.663,22.128,25.662,28.324,32.05,35.697,39.854,43.983,48.572,52.891,57.303,61.312,65.147,69.431,72.14,74.615,77.376,79.278
E01000543,Domestic battery capacity,Holistic Transition,High,kW,9.663,13.88,19.01,23.861,28.063,33.141,39.185,46.346,53.436,61.631,68.911,77.597,86.455,93.129,102.468,111.608,122.028,132.378,143.881,154.705,165.765,175.812,185.426,196.164,202.953,209.158,216.077,220.845
E01000544,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.063,0.22,0.418,0.659,0.965,1.26,1.64,1.982,2.417,2.905,3.272,3.843,4.428,5.154,5.92,6.737,7.562,8.411,9.259,10.1,11.025,11.823,12.593,13.443,14.07
E01000545,Domestic battery capacity,Holistic Transition,High,kW,3.063,3.793,4.692,5.324,5.503,5.728,6.002,6.35,6.685,7.117,7.507,8.001,8.556,8.974,9.622,10.287,11.112,11.984,12.912,13.851,14.815,15.78,16.736,17.788,18.695,19.571,20.537,21.249
