LSOA11CD,Parameter,Unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000142,Domestic heat pump,Number,40,44,50,56,63,64,65,66,67,68,69,71,72,73,74,75,76,76,77,78,79,80,81,82,84,85,86,87,88,89
E01000143,Domestic heat pump,Number,2,2,3,3,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,8,8,8,8,9,9
E01000144,Domestic heat pump,Number,11,11,12,13,14,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,17,17,17,17,18,18,18,18,18
E01000145,Domestic heat pump,Number,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
E01000146,Domestic heat pump,Number,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E01000147,Domestic heat pump,Number,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
E01000148,Domestic heat pump,Number,6,7,8,9,10,11,11,12,12,13,13,14,15,15,16,16,17,17,18,18,19,20,20,21,22,22,23,24,24,25
E01000150,Domestic heat pump,Number,18,19,22,24,28,28,28,28,29,29,29,30,30,30,31,31,31,31,32,32,32,33,33,33,34,34,34,35,35,35
E01000151,Domestic heat pump,Number,11,14,17,21,26,26,26,27,27,27,28,28,28,29,29,29,30,30,30,30,31,31,31,32,32,33,33,33,34,34
E01000152,Domestic heat pump,Number,5,6,8,10,12,13,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,17,17,17,17
E01000153,Domestic heat pump,Number,2,3,4,4,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11
E01000154,Domestic heat pump,Number,5,6,7,9,10,11,11,11,12,12,12,13,13,14,14,15,15,15,16,16,17,17,18,18,19,19,20,20,21,22
E01000155,Domestic heat pump,Number,21,26,33,40,48,53,57,61,65,70,75,80,85,89,92,96,100,104,107,111,115,119,123,127,131,135,139,143,148,152
E01000156,Domestic heat pump,Number,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5
E01000157,Domestic heat pump,Number,8,9,11,13,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,22,22,22,23,23,24,24
E01000158,Domestic heat pump,Number,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,9,9,9,9,10,10,11,11
E01000159,Domestic heat pump,Number,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
E01000160,Domestic heat pump,Number,4,4,4,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10
E01000161,Domestic heat pump,Number,12,13,14,16,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24,24,24,25,25,26,26,26,27
E01000162,Domestic heat pump,Number,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
E01000163,Domestic heat pump,Number,5,7,9,11,14,14,15,15,15,15,16,16,16,17,17,17,17,18,18,18,18,19,19,19,19,20,20,20,21,21
E01000164,Domestic heat pump,Number,4,4,5,5,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9
E01000165,Domestic heat pump,Number,7,7,8,9,9,9,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,13,13,13,13,14,14,14,15,15
E01000166,Domestic heat pump,Number,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6
E01000167,Domestic heat pump,Number,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4
E01000168,Domestic heat pump,Number,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,6
E01000169,Domestic heat pump,Number,22,24,26,29,32,32,33,33,33,34,34,35,35,35,36,36,36,36,37,37,37,38,38,38,39,39,40,40,40,40
E01000170,Domestic heat pump,Number,3,3,4,4,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,9,9,9,9
E01000171,Domestic heat pump,Number,24,28,35,43,51,52,52,53,54,55,56,56,57,58,59,59,59,60,60,60,61,62,62,63,64,64,65,66,67,67
E01000172,Domestic heat pump,Number,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
E01000173,Domestic heat pump,Number,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4
E01000174,Domestic heat pump,Number,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
E01000175,Domestic heat pump,Number,4,4,5,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,10,10,10,10,11,11,11
E01000176,Domestic heat pump,Number,4,5,6,6,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,12
E01000177,Domestic heat pump,Number,9,9,10,11,12,12,13,13,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,17,17
E01000178,Domestic heat pump,Number,15,16,17,18,19,20,20,20,20,20,21,21,21,22,22,22,22,23,23,23,23,24,24,24,25,25,25,26,26,26
E01000179,Domestic heat pump,Number,21,23,27,30,35,35,36,36,36,37,38,38,39,39,40,40,40,40,41,41,41,42,42,43,43,43,44,44,45,45
E01000180,Domestic heat pump,Number,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
