LSOA21CD,Scenario,Parameter,Unit,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000043,ICE Ban,PHEV vans,Number,0,0,0,0,0,1,1,1,2,4,5,6,7,7,7,7,6,6,5,5,4,4,3,2,2,1,1,1,1
E01000044,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0
E01000045,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0
E01000046,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0
E01000049,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,0,0,0,0,0
E01000050,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,1,1,1,2,3,4,4,4,4,4,4,4,3,3,3,2,2,1,1,1,1,0,0
E01000051,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
E01000052,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,1,1,2,3,4,5,6,6,6,6,5,5,5,4,4,3,3,2,3,1,1,2,0
E01000053,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0
E01000054,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,1,1,2,2,3,4,5,4,4,4,4,4,3,3,3,2,2,1,1,1,1,0,0
E01000055,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,4,4,4,4,4,4,3,3,3,2,2,2,1,1,1,2,0,0
E01000056,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,3,4,4,4,4,3,3,3,3,2,2,2,1,1,1,1,0,0
E01000057,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
E01000058,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,1,1,2,2,3,4,5,5,4,4,4,4,4,3,3,2,2,1,1,1,1,0,0
E01000059,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,4,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000060,ICE Ban,PHEV vans,Number,0,0,0,0,0,1,1,1,2,4,5,6,7,7,7,6,6,6,5,5,4,3,3,2,2,1,1,1,1
E01000061,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,3,4,4,4,3,3,3,3,2,2,2,1,1,1,1,1,0,0
E01000062,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,2,1,2,3,4,5,5,5,5,5,5,4,4,4,3,3,2,2,1,1,1,1,0
E01000063,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0
E01000064,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,2,1,2,3,4,5,5,5,5,5,5,4,4,4,3,3,2,2,1,1,1,1,0
