MSOA21CD,Scenario_world,Scenario,Unit,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E02000443,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000444,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000445,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000447,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,8e-4,0.0014,0.0017,0.0017,0.0017,0.0015,0.0013,8e-4,2e-4,0.0014,0.0013,0.0013,0.0011,0.0011,0.001,9e-4,8e-4,8e-4,8e-4
E02000448,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4
E02000449,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000451,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,6e-4,0.001,0.0012,0.0013,0.0013,0.0011,0.001,6e-4,2e-4,0.001,0.001,9e-4,9e-4,8e-4,7e-4,7e-4,6e-4,6e-4,6e-4
E02000452,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000453,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000454,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000455,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000456,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000457,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000459,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000460,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000461,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000462,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000463,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000464,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0052,0.0086,0.0102,0.0104,0.0104,0.0094,0.008,0.0051,0.0013,0.0087,0.0083,0.0077,0.0071,0.0065,0.0061,0.0057,0.0052,0.005,0.0049
E02000465,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0016,0.0027,0.0032,0.0033,0.0033,0.003,0.0025,0.0016,4e-4,0.0028,0.0026,0.0025,0.0022,0.0021,0.0019,0.0018,0.0016,0.0016,0.0016
E02000466,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0079,0.0132,0.0156,0.0159,0.0159,0.0143,0.0122,0.0078,0.0019,0.0133,0.0127,0.0118,0.0108,0.0099,0.0093,0.0086,0.0079,0.0076,0.0076
E02000467,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0,0,1e-4,1e-4,1e-4,0,0,0,0,0,0,0
E02000468,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.004,0.0067,0.0079,0.0081,0.0081,0.0073,0.0062,0.004,0.001,0.0067,0.0064,0.006,0.0055,0.005,0.0047,0.0044,0.004,0.0038,0.0038
E02000469,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0015,0.0025,0.0029,0.003,0.003,0.0027,0.0023,0.0015,4e-4,0.0025,0.0024,0.0022,0.002,0.0019,0.0017,0.0016,0.0015,0.0014,0.0014
E02000470,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0068,0.0115,0.0136,0.0138,0.0138,0.0125,0.0106,0.0068,0.0017,0.0115,0.011,0.0103,0.0094,0.0086,0.0081,0.0075,0.0069,0.0066,0.0066
E02000471,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,5e-4,8e-4,0.001,0.001,0.001,9e-4,7e-4,5e-4,1e-4,8e-4,8e-4,7e-4,7e-4,6e-4,6e-4,5e-4,5e-4,5e-4,5e-4
E02000472,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000473,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,9e-4,0.0015,0.0018,0.0018,0.0018,0.0017,0.0014,9e-4,2e-4,0.0015,0.0015,0.0014,0.0013,0.0011,0.0011,0.001,9e-4,9e-4,9e-4
E02000474,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,9e-4,0.0016,0.0018,0.0019,0.0019,0.0017,0.0014,9e-4,2e-4,0.0016,0.0015,0.0014,0.0013,0.0012,0.0011,0.001,9e-4,9e-4,9e-4
E02000475,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,6e-4,0.001,0.0012,0.0012,0.0012,0.0011,9e-4,6e-4,2e-4,0.001,0.001,9e-4,8e-4,8e-4,7e-4,7e-4,6e-4,6e-4,6e-4
E02000476,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000477,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000478,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,5e-4,8e-4,9e-4,9e-4,9e-4,8e-4,7e-4,4e-4,1e-4,8e-4,7e-4,7e-4,6e-4,6e-4,5e-4,5e-4,5e-4,4e-4,4e-4
E02000479,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000480,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000481,Consumer Transformation,Medium with late phase out,MW,0,99,198.9,198.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9148,318.9247,318.9293,318.9299,318.9299,318.9269,318.9228,318.9147,318.9037,265.7632,253.7736,236.5377,216.4283,198.4434,186.4097,172.9588,158.729,152.1716,151.3928
E02000482,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0015,0.0025,0.003,0.003,0.003,0.0027,0.0023,0.0015,4e-4,0.0025,0.0024,0.0022,0.002,0.0019,0.0018,0.0016,0.0015,0.0014,0.0014
E02000483,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000484,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000485,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,3e-4,5e-4,6e-4,7e-4,7e-4,6e-4,5e-4,3e-4,1e-4,5e-4,5e-4,5e-4,4e-4,4e-4,4e-4,4e-4,3e-4,3e-4,3e-4
E02000486,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000487,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,6e-4,0.001,0.0012,0.0012,0.0012,0.0011,9e-4,6e-4,1e-4,0.001,9e-4,9e-4,8e-4,7e-4,7e-4,6e-4,6e-4,6e-4,6e-4
E02000488,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000489,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,3e-4,6e-4,7e-4,7e-4,7e-4,6e-4,5e-4,3e-4,1e-4,6e-4,5e-4,5e-4,5e-4,4e-4,4e-4,4e-4,3e-4,3e-4,3e-4
E02000490,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0067,0.0111,0.0132,0.0135,0.0135,0.0121,0.0103,0.0066,0.0016,0.0112,0.0107,0.01,0.0091,0.0084,0.0079,0.0073,0.0067,0.0064,0.0064
E02000491,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0082,0.0136,0.0162,0.0165,0.0165,0.0148,0.0126,0.0081,0.002,0.0137,0.0131,0.0122,0.0112,0.0103,0.0096,0.0089,0.0082,0.0079,0.0078
E02000492,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.044,0.0736,0.0873,0.0889,0.0889,0.0801,0.068,0.0438,0.0109,0.0741,0.0707,0.0659,0.0603,0.0553,0.052,0.0482,0.0442,0.0424,0.0422
E02000493,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.007,0.0118,0.014,0.0142,0.0142,0.0128,0.0109,0.007,0.0017,0.0119,0.0113,0.0106,0.0097,0.0089,0.0083,0.0077,0.0071,0.0068,0.0068
E02000494,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0036,0.006,0.0071,0.0072,0.0072,0.0065,0.0055,0.0036,9e-4,0.006,0.0058,0.0054,0.0049,0.0045,0.0042,0.0039,0.0036,0.0035,0.0034
E02000495,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000496,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0169,0.0283,0.0336,0.0342,0.0342,0.0308,0.0262,0.0168,0.0042,0.0285,0.0272,0.0254,0.0232,0.0213,0.02,0.0185,0.017,0.0163,0.0162
E02000497,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000498,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0016,0.0026,0.0031,0.0032,0.0032,0.0029,0.0024,0.0016,4e-4,0.0027,0.0025,0.0024,0.0022,0.002,0.0019,0.0017,0.0016,0.0015,0.0015
E02000499,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000500,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,1e-4,1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000501,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000502,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0.0016,0.0027,0.0032,0.0033,0.0033,0.003,0.0025,0.0016,4e-4,0.0028,0.0026,0.0025,0.0022,0.0021,0.0019,0.0018,0.0016,0.0016,0.0016
E02000503,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000526,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000532,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000533,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000545,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000546,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000554,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000555,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000556,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000557,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000558,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000559,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000560,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000561,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000562,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000563,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000564,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000565,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000566,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000567,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000568,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000569,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000570,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000571,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000572,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000573,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000574,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000575,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000576,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000577,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000578,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000579,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000580,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000581,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000582,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000583,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000584,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000585,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000586,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000587,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000588,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000589,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000590,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000591,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000592,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000593,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000594,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000595,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000596,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000597,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000598,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000599,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000600,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000601,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000602,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000603,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000604,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000605,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000606,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000607,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000608,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000609,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000610,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000611,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000612,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000613,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000614,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000615,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000616,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000617,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000619,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000620,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000621,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000622,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000623,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000624,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000625,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000626,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000627,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000628,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000629,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000630,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000631,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000632,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000633,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000634,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000635,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000636,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000637,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02000638,Consumer Transformation,Medium with late phase out,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
