LSOA11CD,Parameter,Unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000049,Domestic battery capacity,kW,0,0,0,0.2,0.4,0.8,1.2,1.7,2.2,2.7,3.2,3.7,4.1,4.6,5,5.4,5.8,6.2,6.7,7.3,7.8,8.4,9.1,9.7,10.4,11.1,11.7,12.3,12.9,13.4
E01000050,Domestic battery capacity,kW,0,0,0,0.1,0.3,0.9,1.6,2.4,3.2,4.1,4.9,5.8,6.5,7.3,8,8.3,9.1,9.8,10.7,11.5,12.5,13.4,14.6,15.6,16.7,17.9,18.8,20,21,21.8
E01000051,Domestic battery capacity,kW,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7
E01000052,Domestic battery capacity,kW,0,0,0,0.2,0.5,0.8,1.2,1.7,2.2,2.7,3.2,3.7,4.2,4.6,5.1,5.4,5.9,6.3,6.8,7.3,7.9,8.5,9.1,9.7,10.4,11.1,11.7,12.4,13,13.5
E01000053,Domestic battery capacity,kW,0,0,0,0.1,0.3,1.6,3.3,5.2,7.1,9,10.9,12.8,14.4,16,17.5,18,19.3,20.5,21.9,23.3,25.1,26.9,29.1,31.1,33.2,35.5,37.5,39.6,41.5,42.9
E01000054,Domestic battery capacity,kW,0,0,0.1,0.6,1.4,2.1,3.1,4.2,5.3,6.5,7.6,8.7,9.7,10.7,11.8,12.7,13.7,14.6,15.8,17,18.2,19.5,21,22.4,23.9,25.5,26.8,28.3,29.7,30.8
E01000055,Domestic battery capacity,kW,0,0,0,0.2,0.4,0.7,1.2,1.7,2.2,2.8,3.3,3.8,4.3,4.8,5.3,5.6,6,6.5,7,7.6,8.2,8.8,9.5,10.2,10.9,11.6,12.2,12.9,13.6,14.1
E01000056,Domestic battery capacity,kW,0,0,0.1,0.5,1.1,2.3,3.8,5.5,7.2,9,10.7,12.4,13.8,15.3,16.6,17.4,18.6,19.7,21,22.3,23.8,25.5,27.5,29.3,31.2,33.3,35,37,38.7,40
E01000057,Domestic battery capacity,kW,0,0,0,0.1,0.2,0.7,1.5,2.3,3.2,4.1,4.9,5.8,6.5,7.4,8.1,8.4,9.2,9.9,10.8,11.7,12.7,13.7,14.8,15.9,17,18.3,19.3,20.5,21.5,22.3
E01000058,Domestic battery capacity,kW,0,0,0,0.2,0.4,3.1,6.7,10.7,14.6,18.7,22.7,26.6,30,33.4,36.5,37.4,40.2,42.8,45.7,48.7,52.3,56.1,60.8,64.9,69.4,74.3,78.3,82.8,86.7,89.8
E01000059,Domestic battery capacity,kW,0,0,0,0.1,0.3,1.9,3.9,6.1,8.3,10.6,12.9,15.1,17,18.9,20.6,21.2,22.8,24.2,25.9,27.5,29.6,31.7,34.3,36.7,39.2,41.9,44.2,46.7,48.9,50.6
E01000060,Domestic battery capacity,kW,0,0,0.1,0.2,0.6,2.3,4.6,7.2,9.7,12.3,14.8,17.4,19.5,21.7,23.7,24.4,26.2,27.9,29.8,31.6,34,36.4,39.4,42.1,45,48.1,50.7,53.5,56.1,58
